datetime,BUNDARANHI,JAGAKARSA,KEBUNJERUK,KELAPAGADING,LUBANGBUAYA
2024-03-04,43.5,57.57,37.49,50.71,50.63
2024-03-05,42.14,56.79,34.79,31.56,53.71
2024-03-06,41.18,60.64,36.27,25.59,54.0
2024-03-07,35.07,52.36,28.86,26.55,44.43
2024-03-08,30.58,29.0,25.63,18.8,43.84
2024-03-09,34.28,28.0,44.33,26.14,47.67
2024-03-10,66.62,68.38,83.81,63.97,79.06
2024-03-11,51.57,64.62,64.52,56.35,63.05
2024-03-12,34.71,55.48,55.57,39.66,56.48
2024-03-13,59.24,66.81,63.76,56.53,58.86
2024-03-14,53.22,64.06,61.28,51.87,50.72
2024-03-15,45.3,43.9,47.05,41.89,45.7
2024-03-16,26.6,22.85,29.5,22.87,32.25
2024-03-17,34.85,22.65,39.05,22.11,31.25
2024-03-18,33.32,36.26,38.95,20.8,33.11
2024-03-19,47.22,62.06,48.33,31.15,44.61
2024-03-20,46.1,62.1,52.9,27.58,52.33
2024-03-21,48.19,65.81,59.31,33.95,53.0
2024-03-22,36.05,57.21,52.32,33.23,42.21
2024-03-23,62.67,73.5,72.0,69.7,67.67
2024-03-24,71.7,71.9,82.3,84.98,69.2
2024-03-25,64.1,63.55,67.1,61.35,66.4
2024-03-26,72.37,69.21,78.79,63.33,81.53
2024-03-27,77.95,82.0,87.58,76.81,71.79
2024-03-28,88.8,90.85,97.65,76.9,75.2
2024-03-29,89.6,78.25,104.45,93.53,44.65
2024-03-30,76.35,69.24,87.94,79.95,83.47
2024-03-31,79.05,69.05,93.63,74.05,84.21
2024-04-01,94.79,56.16,105.11,88.3,64.32
2024-04-02,95.5,80.3,115.9,97.12,107.7
2024-04-03,80.71,79.95,96.71,84.16,96.86
2024-04-04,66.31,60.0,83.31,66.05,75.94
2024-04-05,97.95,93.0,119.95,85.12,109.74
2024-04-06,84.17,90.28,86.39,84.79,86.0
2024-04-07,69.17,73.11,77.17,70.78,72.83
2024-04-08,65.2,67.73,72.12,68.92,68.77
2024-04-09,61.23,62.36,67.08,55.66,64.72
2024-04-10,57.27,56.98,62.04,76.88,60.66
2024-04-11,53.3,51.6,57.0,64.65,56.6
2024-04-12,46.38,54.62,51.52,44.79,47.9
2024-04-13,52.33,57.33,61.38,49.55,57.52
2024-04-14,34.24,55.18,55.29,49.28,54.24
2024-04-15,46.38,52.81,37.0,45.52,54.94
2024-04-16,49.77,55.95,43.53,35.86,57.05
2024-04-17,53.17,59.09,50.05,58.99,59.15
2024-04-18,56.57,62.22,56.58,64.07,61.26
2024-04-19,59.96,65.36,63.11,65.34,63.37
2024-04-20,63.36,68.5,69.64,71.02,65.48
2024-04-21,66.76,71.63,76.16,62.98,67.58
2024-04-22,70.15,74.77,82.69,40.24,69.69
2024-04-23,69.26,77.53,77.68,24.9,68.95
2024-04-24,71.25,64.85,79.05,70.49,70.95
2024-04-25,65.33,61.05,60.69,75.21,67.93
2024-04-26,59.42,57.25,42.33,60.7,64.92
2024-04-27,71.78,62.61,74.22,65.3,76.94
2024-04-28,70.78,67.94,70.94,65.72,69.89
2024-04-29,67.3,72.45,67.25,67.03,69.85
2024-04-30,67.84,73.68,70.84,61.0,69.89
2024-05-01,64.26,65.37,67.47,62.26,66.26
2024-05-02,70.2,67.7,73.2,67.82,69.0
2024-05-03,82.15,74.35,92.6,74.46,80.15
2024-05-04,82.15,73.52,90.95,84.54,83.24
2024-05-05,82.15,72.69,89.3,84.67,86.34
2024-05-06,82.14,71.86,87.64,72.91,89.43
2024-05-07,90.84,82.63,106.89,46.57,96.95
2024-05-08,87.26,91.05,106.11,84.46,89.05
2024-05-09,93.33,89.86,110.38,88.42,101.9
2024-05-10,68.45,80.3,84.2,86.15,99.8
2024-05-11,75.75,77.35,81.15,79.88,97.5
2024-05-12,74.38,75.94,88.06,72.04,90.81
2024-05-13,66.37,67.05,72.74,69.01,81.74
2024-05-14,80.41,72.0,96.82,78.31,93.65
2024-05-15,81.29,74.88,95.35,85.69,85.53
2024-05-16,94.6,82.35,99.7,91.39,111.2
2024-05-17,89.94,73.0,92.11,84.64,99.89
2024-05-18,94.71,72.19,100.05,91.16,107.62
2024-05-19,92.74,72.32,95.74,90.29,97.89
2024-05-20,91.1,83.52,93.71,85.7,97.67
2024-05-21,96.58,80.0,101.68,94.62,105.26
2024-05-22,91.76,80.76,108.48,97.65,107.38
2024-05-23,79.9,72.65,75.0,88.41,93.95
2024-05-24,75.65,69.9,82.15,77.36,80.95
2024-05-25,33.0,42.78,58.0,61.08,58.44
2024-05-26,78.62,66.44,88.75,70.71,75.06
2024-05-27,93.05,73.0,94.79,89.91,95.58
2024-05-28,98.62,79.69,109.46,93.95,105.38
2024-05-29,90.4,65.75,91.95,91.57,96.05
2024-05-30,84.3,63.87,86.83,82.0,88.89
2024-05-31,78.21,61.98,81.7,93.5,81.73
2024-06-01,72.11,60.1,76.58,102.85,74.57
2024-06-02,66.01,58.22,71.46,103.62,67.41
2024-06-03,59.92,56.33,66.33,75.32,60.25
2024-06-04,72.5,64.05,95.55,62.14,74.3
2024-06-05,88.18,76.71,127.06,88.34,96.71
2024-06-06,78.75,59.0,85.3,77.8,87.95
2024-06-07,81.61,72.5,99.28,76.47,88.06
2024-06-08,86.11,79.11,110.05,79.77,93.11
2024-06-09,88.17,75.94,100.83,86.6,85.44
2024-06-10,98.35,70.06,102.12,96.56,92.53
2024-06-11,80.31,59.69,89.62,86.22,97.56
2024-06-12,75.56,56.89,92.0,81.72,89.11
2024-06-13,62.22,72.89,71.11,50.59,70.22
2024-06-14,64.44,79.22,67.61,8.37,75.89
2024-06-15,72.0,71.58,56.05,67.1,78.42
2024-06-16,70.47,54.84,75.16,78.71,70.11
2024-06-17,71.8,52.55,76.05,64.73,75.0
2024-06-18,92.89,137.17,117.06,87.95,104.11
2024-06-19,96.22,108.0,116.72,105.74,110.56
2024-06-20,85.61,87.33,89.28,86.4,93.5
2024-06-21,88.61,102.83,106.0,90.69,104.0
2024-06-22,89.19,102.05,105.24,88.92,101.95
2024-06-23,89.85,94.75,99.35,98.58,107.8
2024-06-24,84.47,99.59,101.71,82.08,97.0
2024-06-25,72.62,94.38,88.25,82.25,82.12
2024-06-26,68.52,76.57,88.19,82.04,79.71
2024-06-27,73.56,74.81,76.44,81.84,93.0
2024-06-28,66.72,69.83,69.78,81.63,76.22
2024-06-29,62.72,83.67,84.22,81.42,80.0
2024-06-30,61.52,55.1,67.76,81.21,69.62
2024-07-01,85.89,83.79,89.05,81.0,81.58
2024-07-02,79.05,70.76,78.9,80.79,79.67
2024-07-03,98.57,104.48,117.14,80.58,99.24
2024-07-04,81.78,72.89,89.78,80.38,82.56
2024-07-05,67.16,69.47,76.05,72.9,69.16
2024-07-06,43.45,49.5,49.05,53.58,51.25
2024-07-07,38.67,31.17,37.83,41.07,51.5
2024-07-08,45.07,38.67,44.7,38.87,57.35
2024-07-09,51.48,46.17,51.56,54.37,63.19
2024-07-10,57.88,53.67,58.42,73.04,69.04
2024-07-11,64.29,61.17,65.28,89.41,74.89
2024-07-12,70.69,68.68,72.14,85.24,80.73
2024-07-13,77.1,76.18,79.0,88.17,86.58
2024-07-14,83.5,83.68,85.87,83.46,92.43
2024-07-15,89.91,91.18,92.73,80.47,98.27
2024-07-16,93.0,84.72,97.11,84.75,95.06
2024-07-17,87.79,92.95,98.32,80.5,97.11
2024-07-18,89.78,88.33,88.83,82.71,94.0
2024-07-19,84.5,82.5,91.22,79.03,89.06
2024-07-20,84.67,88.89,92.61,80.07,88.11
2024-07-21,84.11,82.06,54.5,82.46,87.44
2024-07-22,82.24,80.12,64.0,76.98,58.29
2024-07-23,90.76,82.59,86.82,81.38,62.59
2024-07-24,99.95,82.85,95.05,91.22,112.4
2024-07-25,83.56,71.88,84.44,89.05,97.25
2024-07-26,82.82,76.82,87.0,75.54,89.0
2024-07-27,95.11,88.42,92.58,89.16,101.11
2024-07-28,98.12,96.65,99.94,90.83,100.82
2024-07-29,92.84,93.0,97.11,52.34,95.79
2024-07-30,95.72,91.06,101.17,74.87,104.61
2024-07-31,102.61,101.61,110.61,98.3,109.61
2024-08-01,102.12,98.31,105.88,93.65,97.75
2024-08-02,88.8,76.3,96.15,93.34,88.75
2024-08-03,65.67,61.89,70.89,66.59,72.5
2024-08-04,73.39,66.56,81.56,68.1,79.44
2024-08-05,78.11,69.44,41.83,77.59,80.89
2024-08-06,74.74,80.21,78.16,62.74,79.74
2024-08-07,86.67,89.11,96.39,47.89,60.5
2024-08-08,98.06,108.71,115.41,33.05,108.71
2024-08-09,92.19,85.95,101.48,37.34,93.43
2024-08-10,80.79,82.53,87.42,76.63,86.74
2024-08-11,77.05,79.48,87.14,72.23,79.05
2024-08-12,78.1,73.65,86.05,73.94,82.65
2024-08-13,90.21,94.14,106.36,78.89,98.64
2024-08-14,92.16,94.05,109.47,89.14,99.95
2024-08-15,90.63,96.53,102.47,90.12,93.32
2024-08-16,92.14,91.52,103.24,89.39,92.81
2024-08-17,91.59,103.53,106.94,90.75,94.59
2024-08-18,90.84,101.42,104.63,82.42,89.42
2024-08-19,86.2,88.15,95.7,80.34,85.3
2024-08-20,91.15,99.65,110.7,86.05,95.3
2024-08-21,96.94,103.5,118.62,94.51,100.62
2024-08-22,87.33,91.67,91.61,91.87,95.56
2024-08-23,77.05,86.29,80.38,74.61,78.9
2024-08-24,94.25,92.55,97.25,85.86,95.8
2024-08-25,92.28,84.78,96.06,97.26,95.06
2024-08-26,78.35,88.85,99.85,73.65,83.4
2024-08-27,104.65,99.35,115.25,96.7,103.5
2024-08-28,87.88,79.44,89.62,96.29,96.75
2024-08-29,95.89,91.68,107.53,85.41,95.26
2024-08-30,98.16,84.11,120.16,103.83,97.63
2024-08-31,76.72,72.11,80.5,75.82,80.28
2024-09-01,72.35,79.9,91.2,71.84,75.8
2024-09-02,70.21,81.68,84.53,69.97,82.16
2024-09-03,79.57,74.71,90.38,74.12,102.95
2024-09-04,81.95,70.62,84.24,80.95,91.24
2024-09-05,72.8,67.45,81.95,64.42,74.7
2024-09-06,84.71,69.06,86.24,73.94,82.0
2024-09-07,77.45,73.8,79.7,69.72,79.6
2024-09-08,81.5,69.85,79.3,67.94,77.8
2024-09-09,69.0,60.3,66.5,62.83,71.5
2024-09-10,69.33,51.94,77.39,65.08,77.17
2024-09-11,60.71,63.78,67.71,63.51,66.59
2024-09-12,82.61,75.61,95.33,71.93,78.89
2024-09-13,76.25,70.6,86.7,77.86,75.35
2024-09-14,84.6,71.67,88.33,76.37,86.87
2024-09-15,86.0,72.17,84.78,78.43,83.78
2024-09-16,85.61,83.67,92.78,74.67,82.0
2024-09-17,78.58,76.26,86.58,77.78,86.89
2024-09-18,75.29,68.05,79.57,72.16,80.67
2024-09-19,80.87,74.52,83.62,80.68,83.67
2024-09-20,86.44,81.0,87.67,76.53,86.67
2024-09-21,89.62,84.81,93.0,81.67,37.95
2024-09-22,88.08,84.0,92.2,97.41,61.58
2024-09-23,86.53,83.2,91.4,88.54,85.2
2024-09-24,75.62,76.31,87.92,77.43,73.77
2024-09-25,85.94,79.41,104.76,84.39,88.12
2024-09-26,71.5,63.44,82.67,74.8,77.61
2024-09-27,71.84,65.74,81.05,75.7,78.58
2024-09-28,81.53,78.32,95.68,71.84,73.11
2024-09-29,75.93,71.24,85.93,83.61,71.64
2024-09-30,70.33,64.17,76.17,73.8,70.17
2024-10-01,88.06,89.28,100.22,77.73,83.0
2024-10-02,86.37,83.79,92.42,88.73,89.68
2024-10-03,70.26,80.42,93.47,84.02,93.95
2024-10-04,83.79,74.95,94.74,82.45,83.42
2024-10-05,79.63,69.47,81.95,76.14,81.63
2024-10-06,75.3,70.8,78.45,72.93,75.85
2024-10-07,105.17,111.67,117.56,94.88,105.39
2024-10-08,78.89,73.28,86.0,80.96,86.78
2024-10-09,75.05,77.79,81.11,71.68,77.26
2024-10-10,75.66,76.77,79.01,79.37,77.72
2024-10-11,76.26,75.75,76.92,84.11,78.18
2024-10-12,76.86,74.73,74.82,72.36,78.63
2024-10-13,77.46,73.72,72.73,81.11,79.09
2024-10-14,78.06,72.7,70.63,88.68,79.55
2024-10-15,78.67,71.68,68.54,70.18,80.0
2024-10-16,79.27,70.66,66.44,31.78,80.46
2024-10-17,79.87,69.64,64.35,78.11,80.92
2024-10-18,80.47,68.62,62.25,64.29,81.38
2024-10-19,81.08,89.44,60.44,83.45,96.17
2024-10-20,81.68,83.87,71.06,80.4,99.25
2024-10-21,82.28,78.29,81.67,59.68,102.34
2024-10-22,82.88,72.71,92.29,85.87,105.43
2024-10-23,83.49,71.39,88.22,82.17,94.78
2024-10-24,84.09,68.93,85.59,70.69,88.6
2024-10-25,84.69,66.46,82.96,71.42,82.43
2024-10-26,85.29,64.0,80.33,74.47,76.25
2024-10-27,85.9,75.33,76.67,67.49,78.0
2024-10-28,86.5,77.67,79.33,75.02,85.5
2024-10-29,87.1,80.0,82.0,76.92,93.0
2024-10-30,87.7,79.45,90.12,82.79,92.12
2024-10-31,88.31,78.91,98.24,81.92,91.24
2024-11-01,88.91,78.36,106.36,84.43,90.36
2024-11-02,86.0,82.55,96.05,88.76,89.95
2024-11-03,71.44,66.61,80.56,71.45,67.56
2024-11-04,60.85,59.4,71.55,67.99,65.45
2024-11-05,63.76,71.1,80.24,59.66,69.19
2024-11-06,60.0,57.43,78.67,62.27,65.57
2024-11-07,77.06,67.06,100.29,69.53,81.29
2024-11-08,85.05,83.0,110.14,86.48,91.86
2024-11-09,96.38,79.12,26.5,95.33,97.5
2024-11-10,82.01,70.89,39.52,82.68,84.67
2024-11-11,67.65,62.66,52.55,72.44,71.83
2024-11-12,53.29,54.43,65.57,51.77,59.0
2024-11-13,72.74,72.26,107.47,45.39,80.37
2024-11-14,94.29,100.57,120.48,39.01,95.71
2024-11-15,104.0,100.5,136.28,32.62,112.78
2024-11-16,108.0,87.05,142.26,26.24,113.53
2024-11-17,115.5,88.5,153.78,19.86,131.72
2024-11-18,73.21,61.05,95.42,13.48,75.74
2024-11-19,61.62,57.1,71.38,7.1,67.29
2024-11-20,60.27,49.53,56.47,0.72,69.2
2024-11-21,51.63,56.77,55.83,68.54,60.6
2024-11-22,43.0,64.0,55.19,58.14,52.0
2024-11-23,52.45,62.5,54.56,51.38,56.1
2024-11-24,51.67,56.0,53.92,53.27,50.95
2024-11-25,42.95,52.1,53.29,45.04,48.3
2024-11-26,53.85,59.15,52.65,51.75,61.55
2024-11-27,3.33,63.72,56.78,58.45,61.0
2024-11-28,48.39,51.86,39.5,51.96,44.5
2024-11-29,34.53,40.0,42.53,46.98,53.76
2024-11-30,39.7,67.2,23.95,34.68,39.25
2024-12-01,39.11,65.58,26.21,42.13,39.53
2024-12-02,25.65,51.06,21.82,29.13,30.0
2024-12-03,17.05,32.25,20.95,19.28,23.1
2024-12-04,19.16,35.28,23.94,24.27,25.6
2024-12-05,21.26,38.3,26.92,26.71,28.09
2024-12-06,23.37,41.33,29.91,41.34,30.59
2024-12-07,25.47,44.35,32.9,70.7,33.08
2024-12-08,27.58,47.38,35.88,77.62,35.58
2024-12-09,29.68,50.4,38.87,56.83,38.08
2024-12-10,31.79,53.43,41.86,55.9,40.57
2024-12-11,7.61,10.94,17.22,28.91,13.44
2024-12-12,35.84,40.32,28.63,42.19,38.89
2024-12-13,41.19,47.57,34.05,39.94,47.67
2024-12-14,37.74,44.63,31.05,47.73,51.63
2024-12-15,29.57,37.43,33.71,34.29,34.76
2024-12-16,31.33,48.06,34.5,36.47,33.44
2024-12-17,33.1,39.45,37.4,38.65,39.65
2024-12-18,33.63,65.26,29.95,41.73,38.89
2024-12-19,19.21,36.36,20.71,20.25,26.93
2024-12-20,34.15,36.85,33.3,41.17,35.4
2024-12-21,38.64,43.43,36.29,50.52,38.12
2024-12-22,43.12,50.0,39.28,51.34,40.84
2024-12-23,47.61,56.58,42.27,46.43,43.56
2024-12-24,52.1,63.16,45.26,62.58,46.28
2024-12-25,56.58,69.73,48.24,53.53,49.0
2024-12-26,61.07,76.31,51.23,56.82,51.72
2024-12-27,65.56,82.89,54.22,55.36,54.44
2024-12-28,58.52,74.83,47.75,67.08,50.35
2024-12-29,51.49,66.78,41.28,62.0,46.26
2024-12-30,44.45,58.72,34.81,53.76,42.17
2024-12-31,37.42,50.67,28.33,36.75,38.08
