TANGGAL,ISPU_PM10,ISPU_PM2_5,ISPU_SO2,ISPU_CO,ISPU_O3,ISPU_NO2,STATUS_BY_PM10,STATUS_BY_PM2,STATUS_BY_SO2,STATUS_BY_CO,STATUS_BY_O3,STATUS_BY_NO2,OVERALL_ISPU_STATUS
4/6/2022,51,60,31,11,18,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/7/2022,49,59,29,15,17,8,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/10/2022,61,97,28,22,26,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/12/2022,65,99,30,16,40,15,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/13/2022,70,109,30,19,43,15,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
4/14/2022,70,104,29,14,50,12,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
4/16/2022,63,102,29,16,36,14,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
4/17/2022,69,111,29,21,35,15,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
4/18/2022,64,100,29,14,31,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/20/2022,62,86,31,19,26,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/22/2022,67,100,34,28,14,16,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/23/2022,60,82,31,23,22,15,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/24/2022,64,96,29,21,28,18,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/26/2022,60,82,33,11,25,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/27/2022,52,79,32,15,14,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/29/2022,38,58,29,8,14,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/1/2022,63,100,31,20,17,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/2/2022,64,97,31,16,20,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/3/2022,49,66,30,11,20,9,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/5/2022,54,78,30,13,22,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/6/2022,44,65,29,8,21,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/7/2022,63,104,29,14,23,10,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
5/11/2022,50,71,30,11,26,11,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/13/2022,53,60,29,6,18,5,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/14/2022,64,102,31,13,26,12,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
5/16/2022,62,90,30,16,22,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/17/2022,60,88,32,16,23,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/19/2022,59,98,30,15,28,15,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/20/2022,65,100,32,19,31,17,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/22/2022,52,79,34,12,26,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/23/2022,62,99,33,15,21,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/25/2022,64,97,34,16,17,17,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/26/2022,64,96,33,15,17,16,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
5/28/2022,0,108,36,20,38,18,BAIK,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
5/31/2022,0,83,36,22,13,8,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/3/2022,36,67,33,15,23,12,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/4/2022,61,86,35,15,27,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/6/2022,57,88,33,16,32,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/7/2022,53,74,33,14,29,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/9/2022,63,85,31,20,14,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/10/2022,44,74,33,16,23,11,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/11/2022,45,74,32,12,25,12,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/12/2022,53,84,30,15,19,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/14/2022,58,89,31,22,25,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/15/2022,,,,,,,,,,,,,
6/17/2022,91,131,33,25,20,15,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
6/22/2022,73,117,38,15,30,14,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
6/23/2022,68,105,37,13,30,13,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
6/25/2022,75,108,34,20,29,16,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
6/27/2022,64,94,34,18,34,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/28/2022,62,90,34,15,40,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
6/30/2022,57,82,38,9,38,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/1/2022,64,94,38,12,39,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/3/2022,79,112,37,13,45,13,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
7/4/2022,72,94,40,11,28,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/5/2022,70,99,0,0,0,0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/6/2022,74,114,36,19,30,18,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
7/7/2022,96,143,35,30,33,18,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
7/8/2022,,,,,,,,,,,,,
7/9/2022,44,65,34,7,32,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/10/2022,50,69,35,8,32,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/11/2022,64,94,37,10,33,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/14/2022,64,92,40,20,23,15,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/16/2022,44,61,35,12,27,11,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/19/2022,76,103,39,14,39,15,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
7/20/2022,76,110,39,15,37,13,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
7/21/2022,71,104,38,12,40,14,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
7/22/2022,72,102,40,12,37,15,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
7/23/2022,67,79,41,9,30,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/25/2022,50,67,37,12,32,11,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/28/2022,82,118,41,16,32,19,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
7/30/2022,72,99,40,12,32,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
7/31/2022,80,111,39,12,35,12,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
8/1/2022,73,0,37,10,37,9,SEDANG,BAIK,BAIK,BAIK,BAIK,BAIK,SEDANG
8/2/2022,73,103,38,12,38,14,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
8/3/2022,92,118,37,14,40,14,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
8/4/2022,91,110,37,12,36,10,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
8/6/2022,70,98,38,16,34,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/7/2022,71,97,38,13,35,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/8/2022,55,66,37,9,35,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/9/2022,57,76,37,10,36,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/10/2022,71,99,37,14,37,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/11/2022,68,91,38,14,30,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/12/2022,60,76,38,13,29,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/13/2022,60,73,35,13,29,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/15/2022,53,64,37,10,25,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/18/2022,58,77,39,10,29,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/20/2022,62,79,41,9,27,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/21/2022,56,72,40,8,31,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/22/2022,53,72,39,13,33,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/24/2022,76,94,40,12,36,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/25/2022,67,84,42,9,38,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
8/26/2022,51,114,53,15,36,24,SEDANG,TIDAK SEHAT,SEDANG,BAIK,BAIK,BAIK,TIDAK SEHAT
8/29/2022,57,68,41,11,36,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/1/2022,,,,,,,,,,,,,
9/2/2022,77,98,43,14,20,15,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/4/2022,48,58,40,7,26,8,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/5/2022,65,86,41,12,32,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/6/2022,65,84,41,10,36,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/7/2022,56,75,37,11,28,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/9/2022,59,75,40,18,29,15,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/10/2022,,,,,,,,,,,,,
9/11/2022,,,,,,,,,,,,,
9/12/2022,,,,,,,,,,,,,
9/14/2022,52,75,44,13,35,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/16/2022,,,,,,,,,,,,,
9/18/2022,70,95,41,12,35,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/21/2022,65,89,42,14,31,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/22/2022,63,86,41,12,30,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/23/2022,58,74,43,12,32,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
9/25/2022,,,,,,,,,,,,,
9/26/2022,,,,,,,,,,,,,
9/27/2022,,,,,,,,,,,,,
9/28/2022,,,,,,,,,,,,,
9/29/2022,,,,,,,,,,,,,
9/30/2022,,,,,,,,,,,,,
10/1/2022,64,79,48,10,23,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/2/2022,57,68,43,11,24,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/3/2022,58,71,45,11,21,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/4/2022,57,64,45,10,28,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/5/2022,51,62,43,12,30,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/6/2022,55,68,44,13,25,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/7/2022,,,,,,,,,,,,,
10/9/2022,,,,,,,,,,,,,
10/11/2022,77,105,50,19,33,21,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
10/12/2022,61,85,55,15,28,23,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
10/13/2022,60,67,52,13,28,20,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
10/14/2022,48,60,44,11,28,11,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/15/2022,54,62,44,8,31,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/16/2022,52,64,41,12,32,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/18/2022,54,70,41,13,34,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/19/2022,52,67,41,15,25,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/20/2022,55,66,42,17,24,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/21/2022,,,,,,,,,,,,,
10/23/2022,62,78,45,13,21,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/24/2022,42,54,42,6,12,5,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/25/2022,33,50,40,6,11,3,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
10/27/2022,,,,,,,,,,,,,
10/28/2022,,,,,,,,,,,,,
10/29/2022,46,59,44,6,26,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
10/31/2022,43,54,42,6,30,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/1/2022,49,66,48,8,31,12,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/2/2022,56,69,47,8,35,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/3/2022,56,65,46,10,34,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/4/2022,53,95,48,12,27,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/5/2022,50,82,47,13,27,12,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/6/2022,,,,,,,,,,,,,
11/7/2022,,,,,,,,,,,,,
11/8/2022,,,,,,,,,,,,,
11/9/2022,42,77,47,13,19,11,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/10/2022,46,78,48,10,14,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/12/2022,31,62,46,9,19,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/13/2022,40,64,47,9,20,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/14/2022,46,72,47,12,26,11,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/15/2022,64,104,47,21,25,15,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
11/16/2022,53,83,52,11,19,8,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
11/17/2022,,,,,,,,,,,,,
11/18/2022,27,49,51,5,19,4,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
11/19/2022,51,66,49,9,19,5,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/20/2022,51,63,47,7,15,2,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/21/2022,37,63,44,6,14,5,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/22/2022,48,74,45,7,15,6,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/23/2022,51,75,49,7,15,6,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/24/2022,42,58,49,5,19,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/26/2022,82,129,49,15,27,22,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
11/27/2022,75,109,48,14,37,20,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
11/28/2022,,,,,,,,,,,,,
11/29/2022,40,72,44,10,27,12,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
11/30/2022,46,76,44,9,29,11,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/1/2022,63,84,43,10,29,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/2/2022,59,95,46,11,25,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/3/2022,56,86,48,10,28,14,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/4/2022,45,76,43,10,28,12,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/6/2022,52,82,45,10,28,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/7/2022,50,78,46,11,29,14,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/9/2022,61,94,48,11,26,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/11/2022,44,68,44,8,16,8,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/12/2022,39,63,46,6,18,5,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/13/2022,50,77,48,9,16,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/14/2022,,,,,,,,,,,,,
12/15/2022,,,,,,,,,,,,,
12/16/2022,49,74,50,11,14,9,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/18/2022,,,,,,,,,,,,,
12/19/2022,,,,,,,,,,,,,
12/20/2022,77,119,49,24,11,14,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
12/21/2022,,,,,,,,,,,,,
12/22/2022,,,,,,,,,,,,,
12/23/2022,,,,,,,,,,,,,
12/24/2022,,,,,,,,,,,,,
12/25/2022,,,,,,,,,,,,,
12/26/2022,36,57,51,7,14,6,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
12/27/2022,28,48,50,5,14,3,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
12/28/2022,50,67,50,9,11,5,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
12/29/2022,46,60,51,7,14,5,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
12/30/2022,41,63,52,10,13,8,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
12/31/2022,49,74,51,11,14,11,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/1/2023,33,58,51,6,19,4,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/2/2023,26,45,51,5,19,3,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/3/2023,27,38,53,5,17,3,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/4/2023,31,46,54,6,15,4,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/6/2023,51,80,54,10,19,7,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/8/2023,49,72,51,8,10,3,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/9/2023,51,74,51,9,11,6,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/10/2023,51,74,51,9,11,6,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/11/2023,51,70,0,0,0,0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
1/12/2023,52,82,55,10,38,5,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/13/2023,,,,,,,,,,,,,
1/14/2023,,,,,,,,,,,,,
1/15/2023,,,,,,,,,,,,,
1/16/2023,,,,,,,,,,,,,
1/17/2023,,,,,,,,,,,,,
1/18/2023,,,,,,,,,,,,,
1/19/2023,,,,,,,,,,,,,
1/20/2023,64,83,59,9,10,4,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/21/2023,53,69,54,9,9,2,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/22/2023,47,70,54,8,9,2,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/23/2023,39,59,53,6,10,1,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/24/2023,25,36,52,5,9,1,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/25/2023,25,36,54,6,10,1,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/26/2023,52,71,57,9,13,3,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/27/2023,59,77,58,9,13,3,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/28/2023,54,76,56,10,12,3,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/29/2023,55,79,56,12,10,3,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/30/2023,60,79,55,9,13,2,SEDANG,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
1/31/2023,69,102,58,10,18,4,SEDANG,TIDAK SEHAT,SEDANG,BAIK,BAIK,BAIK,TIDAK SEHAT
2/1/2023,,,,,,,,,,,,,
2/2/2023,,,,,,,,,,,,,
2/3/2023,,,,,,,,,,,,,
2/4/2023,3,69,89,11,11,11,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/5/2023,21,68,90,10,13,11,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/6/2023,21,68,90,10,13,11,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/7/2023,21,68,90,10,13,11,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/8/2023,21,68,90,10,13,11,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/9/2023,40,51,55,9,10,4,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/10/2023,40,51,55,9,10,4,BAIK,SEDANG,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/11/2023,30,47,53,7,10,2,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/12/2023,27,42,52,8,11,3,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/13/2023,27,42,52,8,11,3,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/14/2023,30,36,52,7,9,2,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/15/2023,22,39,54,6,10,1,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/16/2023,33,49,54,7,8,2,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/17/2023,33,49,54,7,8,2,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/18/2023,33,49,54,7,8,2,BAIK,BAIK,SEDANG,BAIK,BAIK,BAIK,SEDANG
2/19/2023,52,74,14,9,16,3,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/20/2023,52,66,13,8,12,2,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/21/2023,40,55,13,7,7,1,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/22/2023,40,55,13,7,7,1,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/23/2023,40,59,14,8,13,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/24/2023,32,56,14,8,17,5,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/25/2023,46,62,14,8,17,6,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/26/2023,35,54,14,6,20,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/27/2023,32,54,14,6,21,3,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/28/2023,47,63,14,7,18,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/1/2023,47,63,14,7,18,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/2/2023,31,38,14,7,10,2,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
3/3/2023,36,55,14,7,12,3,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/4/2023,45,60,14,7,14,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/5/2023,45,60,14,7,14,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/6/2023,45,60,14,7,14,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/7/2023,45,60,14,7,14,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/8/2023,45,60,14,7,14,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/9/2023,65,90,24,10,18,13,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/10/2023,54,79,36,12,22,16,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/11/2023,46,74,36,14,28,12,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/12/2023,62,100,39,19,28,23,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/13/2023,69,93,39,18,29,18,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
