TANGGAL,ISPU_PM10,ISPU_PM2_5,ISPU_SO2,ISPU_CO,ISPU_O3,ISPU_NO2,STATUS_BY_PM10,STATUS_BY_PM2,STATUS_BY_SO2,STATUS_BY_CO,STATUS_BY_O3,STATUS_BY_NO2,OVERALL_ISPU_STATUS
2/7/2022,42,61,32,11,14,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/8/2022,60,87,29,23,14,17,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/10/2022,53,60,27,11,17,6,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/11/2022,71,103,28,20,11,9,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
2/12/2022,64,79,29,10,20,7,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/13/2022,70,99,29,19,19,11,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/19/2022,,,,,,,,,,,,,
2/20/2022,,,,,,,,,,,,,
2/22/2022,,,,,,,,,,,,,
2/23/2022,51,64,35,8,15,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/24/2022,50,58,33,6,15,6,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2/27/2022,42,57,29,9,8,5,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/1/2022,26,30,28,6,8,3,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
3/2/2022,27,34,29,5,8,2,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
3/4/2022,34,51,29,6,13,4,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/7/2022,37,57,30,10,11,6,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/9/2022,56,68,30,14,20,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/11/2022,63,85,25,22,26,20,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/12/2022,60,77,24,15,22,8,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/13/2022,50,64,25,14,13,9,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/14/2022,61,77,25,18,17,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/15/2022,0,0,0,0,0,0,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
3/16/2022,37,74,26,18,20,13,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/18/2022,75,91,25,19,20,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/19/2022,61,73,25,17,18,10,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/20/2022,62,79,24,15,9,5,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/21/2022,53,59,24,8,8,5,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/22/2022,52,63,31,9,7,5,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/24/2022,0,0,0,0,0,0,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
3/25/2022,84,114,37,18,25,15,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
3/27/2022,,,,,,,,,,,,,
3/28/2022,52,56,32,10,22,9,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/29/2022,65,86,35,15,21,12,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
3/30/2022,79,106,36,16,20,16,SEDANG,TIDAK SEHAT,BAIK,BAIK,BAIK,BAIK,TIDAK SEHAT
4/1/2022,78,99,35,18,14,15,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/4/2022,42,54,30,11,10,7,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
4/5/2022,50,60,32,10,17,12,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
