name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-6.1535777, 106.910887",5/17/2023,33,25.2,29.5,37.4,25.2,33.2,23.4,71.8,0,0,0,,0,0,18.4,22,65.6,1011.6,37.9,6.5,227.3,19.7,8,10,2023-05-17T05:53:51,2023-05-17T17:43:41,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/18/2023,31.8,26.2,29.2,36.1,26.2,33.2,23.6,72.6,0,0,0,,0,0,21.2,13.3,87.5,1011.7,57.4,5.9,213.9,18.5,7,10,2023-05-18T05:53:59,2023-05-18T17:43:36,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/19/2023,32.8,26,28.8,38.2,26,33.2,24.6,79.1,0.015,100,4.17,rain,0,0,20.9,30.1,123.4,1011.3,54.3,5.1,204.6,17.8,7,10,2023-05-19T05:54:08,2023-05-19T17:43:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/20/2023,32.8,26,29.2,38.8,26,33.8,24.5,76.7,0,0,0,,0,0,21.2,18.1,70.5,1010.7,57.3,5.7,210.7,18.1,7,30,2023-05-20T05:54:17,2023-05-20T17:43:30,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/21/2023,33,25.3,29.1,40.6,25.3,33.3,25,79.9,2.206,100,8.33,rain,0,0,20.5,18.4,87.7,1011.5,45.7,5.3,231.3,20,8,30,2023-05-21T05:54:26,2023-05-21T17:43:28,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",5/22/2023,33,25.2,28.9,39.3,25.2,32.6,24.5,78.6,0.611,100,4.17,rain,0,0,20.5,16.6,32.5,1011.6,49.2,6.1,228.6,19.8,8,30,2023-05-22T05:54:36,2023-05-22T17:43:26,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",5/23/2023,32.8,26,29.1,36.5,26,33.1,24.2,76.8,0.053,100,8.33,rain,0,0,18.7,15.4,48.9,1011.7,49,5.8,217.5,18.7,8,10,2023-05-23T05:54:46,2023-05-23T17:43:25,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/24/2023,32,25.2,28.9,37.7,25.2,33.2,24.6,78.4,0,0,0,rain,0,0,19.8,15.1,83.2,1012.2,45.6,5.1,208.2,18,8,10,2023-05-24T05:54:56,2023-05-24T17:43:25,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/25/2023,33.7,26,29.2,39.1,26,33.2,24.3,76.2,0,0,0,rain,0,0,17.3,19.2,35.3,1011.8,47.9,5.3,226.5,19.5,8,10,2023-05-25T05:55:07,2023-05-25T17:43:26,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/26/2023,34,25.3,29.6,38.4,25.3,33.8,23.9,73.2,0,0,0,,0,0,19.1,20.5,78.8,1011.1,42.8,6,224.8,19.5,8,30,2023-05-26T05:55:18,2023-05-26T17:43:27,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
