name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-6.236658728205383, 106.79319751533286",1/11/2022,31.5,24,26.5,38.5,24,28.3,24.4,89.2,57.783,100,25,rain,0,0,36.4,16.3,273.7,1011,67.1,5.5,143.7,12.4,6,10,2022-01-11T05:46:59,2022-01-11T18:14:16,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.236658728205383, 106.79319751533286",1/12/2022,30.8,24,26.4,36.6,24,28.6,24.2,88.4,17.907,100,16.67,rain,0,0,51.8,21.6,290.9,1011,63.1,5.8,205,17.6,7,10,2022-01-12T05:47:28,2022-01-12T18:14:35,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/13/2022,30.8,24,27,36.5,24,30,24.3,85.5,3.269,100,16.67,rain,0,0,27.4,24.1,313,1010.9,54.1,6.3,130.6,11.3,6,30,2022-01-13T05:47:56,2022-01-13T18:14:52,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.236658728205383, 106.79319751533286",1/14/2022,29.1,24,26.8,34.5,24,29.4,24.4,87.1,14.312,100,12.5,rain,0,0,28.8,19.3,301.2,1010.7,55.4,5.6,224.4,19.4,8,30,2022-01-14T05:48:24,2022-01-14T18:15:09,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/15/2022,29,24,26.9,34,24,29.6,24.5,87.3,4.092,100,8.33,rain,0,0,30.2,16.6,291.5,1010.6,62.9,5.8,167.9,14.5,6,30,2022-01-15T05:48:51,2022-01-15T18:15:25,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.236658728205383, 106.79319751533286",1/16/2022,29,25,27.1,34.8,25,30.1,25.3,90.2,9.807,100,8.33,rain,0,0,27.7,13.8,303.1,1010.1,51.1,4.9,206.1,17.6,7,30,2022-01-16T05:49:18,2022-01-16T18:15:40,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/17/2022,31,25,27.8,37.7,25,31.4,24.9,84.9,9.213,100,16.67,rain,0,0,29.9,20.1,303.9,1009.6,62.6,5.9,235.3,20.3,9,30,2022-01-17T05:49:44,2022-01-17T18:15:54,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.236658728205383, 106.79319751533286",1/18/2022,28.2,24,26.1,33.2,24,27.3,24.7,92.3,136.777,100,29.17,rain,0,0,40.7,18.4,303.9,1009.5,70.7,5.1,160.2,13.8,5,30,2022-01-18T05:50:10,2022-01-18T18:16:07,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/19/2022,30.5,24,27,36.4,24,29.3,24.2,85.5,57.204,100,25,rain,0,0,55.4,27.7,290.6,1008.7,68.9,6,235.2,20.2,8,10,2022-01-19T05:50:35,2022-01-19T18:16:19,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.236658728205383, 106.79319751533286",1/20/2022,29.8,24,25.8,34.3,24,26.5,23.4,87.3,2.404,100,16.67,rain,0,0,31.3,14.8,249.6,1009.5,56.6,6.3,84.3,7.2,4,10,2022-01-20T05:51:00,2022-01-20T18:16:31,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/21/2022,31,24,27.3,36.2,24,30,23.8,82.4,0.859,100,8.33,rain,0,0,33.5,17.6,281.1,1009.3,50.5,6.4,238.4,20.6,8,30,2022-01-21T05:51:24,2022-01-21T18:16:41,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/22/2022,30.8,24,27.1,36.5,24,29.8,24.2,85,13.911,100,16.67,rain,0,0,21.2,16.6,278.2,1009.4,56,5.9,97.3,8.4,6,10,2022-01-22T05:51:48,2022-01-22T18:16:51,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/23/2022,33.3,25,28.9,40.6,25,32.5,24,76.2,0,0,0,,0,0,27.7,20.8,272.2,1008.4,45,6.6,237.4,20.6,8,30,2022-01-23T05:52:11,2022-01-23T18:17:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.236658728205383, 106.79319751533286",1/24/2022,34.5,25,29.1,41.2,25,32.4,23.8,74.7,0,0,0,,0,0,36.4,28.7,251.3,1007.4,42.3,6.9,270.8,23.4,9,30,2022-01-24T05:52:33,2022-01-24T18:17:07,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/25/2022,31.8,25,28.5,38.2,25,32.6,24.5,79.1,3.815,100,8.33,rain,0,0,35.3,25.4,265.6,1007.7,46.9,7.4,207.8,17.9,7,30,2022-01-25T05:52:55,2022-01-25T18:17:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/26/2022,30,24.8,27.2,36.5,24.8,29.8,24.8,87.1,1.395,100,12.5,rain,0,0,28.4,13,278.6,1008.7,58.5,6.3,186.9,16.1,7,30,2022-01-26T05:53:16,2022-01-26T18:17:20,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/27/2022,32.5,24.2,28.2,37.3,24.2,31.3,24.2,80.3,0.115,100,4.17,rain,0,0,31.7,20.2,306.3,1009.1,47.3,6.4,248.2,21.6,9,10,2022-01-27T05:53:36,2022-01-27T18:17:25,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.236658728205383, 106.79319751533286",1/28/2022,32.8,25,27.4,39.1,25,29.7,24.1,83.4,4.862,100,12.5,rain,0,0,30.2,16.2,271.5,1009.6,47.5,6,229.5,19.9,9,10,2022-01-28T05:53:56,2022-01-28T18:17:29,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/29/2022,31.8,24.2,27.8,37.9,24.2,30.6,24.1,81.3,0,0,0,,0,0,23,15.2,319.3,1009.5,44.9,5.4,199,17.4,7,30,2022-01-29T05:54:15,2022-01-29T18:17:32,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/30/2022,31.8,25,28,38.2,25,31.3,24.1,80.1,0.025,100,4.17,rain,0,0,23.4,14.7,284.4,1009.1,49.1,5,245.1,21.2,9,30,2022-01-30T05:54:34,2022-01-30T18:17:34,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",1/31/2022,31.8,25,28.3,38.9,25,31.6,23.9,77.6,0,0,0,rain,0,0,29.5,16.6,315.4,1009,51.2,5.9,201.1,17.4,8,30,2022-01-31T05:54:51,2022-01-31T18:17:35,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/1/2022,31.8,25.2,28.2,38.2,25.2,31.9,24.5,81.3,0.057,100,4.17,rain,0,0,23.8,16.2,317,1008.5,51.9,5.8,281,24.3,9,30,2022-02-01T05:55:08,2022-02-01T18:17:35,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/2/2022,31.5,24,27.6,37.3,24,30.6,24.1,82.5,6.392,100,16.67,rain,0,0,24.1,22.3,335.1,1009.6,60.2,6.4,212.3,18.3,7,10,2022-02-02T05:55:25,2022-02-02T18:17:34,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/3/2022,32.3,25.2,28.6,37.7,25.2,32.4,24.4,79.1,1.656,100,16.67,rain,0,0,21.6,15.2,340.8,1009,43.9,6.1,188,16.3,6,30,2022-02-03T05:55:40,2022-02-03T18:17:32,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/4/2022,31,24,26.8,37.4,24,29.1,24.3,86.9,83.28,100,20.83,rain,0,0,27.4,17.3,292.3,1008.3,65.2,5.3,246.7,21.5,9,30,2022-02-04T05:55:55,2022-02-04T18:17:30,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/5/2022,29,24,26.2,34.6,24,27.8,24.3,89.7,42.127,100,16.67,rain,0,0,29.9,20.5,255,1008.7,60,6,130.7,11.2,6,10,2022-02-05T05:56:10,2022-02-05T18:17:26,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/6/2022,30.8,24.8,27.5,36,24.8,30.2,24.1,82.6,1.339,100,20.83,rain,0,0,50.4,20.5,280.9,1008,58,6.3,184.4,15.9,7,10,2022-02-06T05:56:23,2022-02-06T18:17:22,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/7/2022,31,25,27.6,36.5,25,30.4,24.4,83.7,11.105,100,16.67,rain,0,0,31,17.9,333.8,1008.2,60.9,6,193,16.7,7,10,2022-02-07T05:56:36,2022-02-07T18:17:16,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/8/2022,27.7,25.2,26.4,31.8,25.2,27.6,25,92,54.155,100,25,rain,0,0,29.2,10.3,152.1,1009.2,67.2,5.1,195.4,16.9,7,30,2022-02-08T05:56:48,2022-02-08T18:17:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/9/2022,31,24.9,27.3,37.7,24.9,29.5,24,83.3,4.558,100,16.67,rain,0,0,68.4,37.1,273.9,1009.2,60,5.8,226,19.6,8,10,2022-02-09T05:56:59,2022-02-09T18:17:03,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/10/2022,30.3,24,27,34.1,24,29.2,23.3,80.9,0.12,100,8.33,rain,0,0,44.6,22.3,256.8,1008.2,60.2,6.4,128.5,11.1,5,10,2022-02-10T05:57:10,2022-02-10T18:16:55,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.236658728205383, 106.79319751533286",2/11/2022,30.1,24,27.5,36.2,24,30.5,23.9,81.3,0.284,100,4.17,rain,0,0,35.3,18.4,274.9,1007.6,54.2,6,269.3,23.2,9,10,2022-02-11T05:57:20,2022-02-11T18:16:46,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
