"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","40","68","31","14","61","14","Baik","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"04:00","41","70","31","14","62","14","Baik","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"05:00","43","71","31","14","62","14","Baik","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"06:00","44","73","31","14","62","14","Baik","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"07:00","46","75","31","14","62","14","Baik","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"08:00","48","76","31","14","61","14","Baik","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"09:00","50","77","31","14","61","14","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","51","79","31","14","62","13","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"12:00","52","79","32","14","63","14","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"13:00","52","81","32","14","65","14","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"14:00","53","82","32","14","65","15","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"15:00","53","83","32","15","65","15","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"16:00","53","84","32","15","66","15","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"17:00","54","86","32","15","67","15","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"18:00","54","87","32","15","69","15","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"19:00","55","88","32","15","69","15","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"20:00","55","87","32","15","69","15","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"21:00","55","87","32","15","70","14","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"22:00","55","86","32","15","71","14","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"23:00","55","85","32","15","71","13","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
