"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","38","55","24","18","49","13","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","37","53","24","18","49","13","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","36","53","24","18","48","13","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","35","53","24","18","47","13","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","35","52","24","18","46","12","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","35","51","22","17","46","12","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","34","50","23","17","45","11","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","34","50","23","17","44","10","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","33","48","23","16","44","10","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"13:00","33","47","23","16","44","10","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"14:00","32","46","23","16","43","10","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"15:00","32","45","23","16","43","9","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"16:00","31","44","24","16","43","9","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"17:00","31","45","24","16","43","9","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"18:00","30","45","24","16","44","9","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"19:00","30","45","24","16","45","9","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"20:00","29","43","24","16","45","8","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"21:00","29","40","24","15","45","8","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"22:00","28","39","23","15","45","8","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"23:00","27","37","23","15","45","8","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
