DATETIME,WAKTU,ISPU_PM10,ISPU_PM2_5,ISPU_SO2,ISPU_CO,ISPU_O3,ISPU_NO2,STATUS_BY_PM10,STATUS_BY_PM2_5,STATUS_BY_SO2,STATUS_BY_CO,STATUS_BY_O3,STATUS_BY_NO2,Critical Parameter,OVERALL_ISPU_STATUS
2022-01-01 00:00:00,00:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 01:00:00,01:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 02:00:00,02:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 03:00:00,03:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 04:00:00,04:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 05:00:00,05:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 06:00:00,06:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 07:00:00,07:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 08:00:00,08:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 09:00:00,09:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 10:00:00,10:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 11:00:00,11:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 12:00:00,12:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 13:00:00,13:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 14:00:00,14:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 15:00:00,15:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 16:00:00,16:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 17:00:00,17:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 18:00:00,18:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 19:00:00,19:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 20:00:00,20:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 21:00:00,21:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 22:00:00,22:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-01 23:00:00,23:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 00:00:00,00:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 01:00:00,01:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 02:00:00,02:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 03:00:00,03:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 04:00:00,04:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 05:00:00,05:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 06:00:00,06:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 07:00:00,07:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 08:00:00,08:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 09:00:00,09:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 10:00:00,10:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 11:00:00,11:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 12:00:00,12:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 13:00:00,13:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 14:00:00,14:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 15:00:00,15:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 16:00:00,16:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 17:00:00,17:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 18:00:00,18:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 19:00:00,19:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 20:00:00,20:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 21:00:00,21:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 22:00:00,22:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-02 23:00:00,23:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-03 00:00:00,,,,,,,,,,,,,,,
2022-01-03 01:00:00,,,,,,,,,,,,,,,
2022-01-03 02:00:00,,,,,,,,,,,,,,,
2022-01-03 03:00:00,,,,,,,,,,,,,,,
2022-01-03 04:00:00,,,,,,,,,,,,,,,
2022-01-03 05:00:00,,,,,,,,,,,,,,,
2022-01-03 06:00:00,,,,,,,,,,,,,,,
2022-01-03 07:00:00,,,,,,,,,,,,,,,
2022-01-03 08:00:00,,,,,,,,,,,,,,,
2022-01-03 09:00:00,,,,,,,,,,,,,,,
2022-01-03 10:00:00,,,,,,,,,,,,,,,
2022-01-03 11:00:00,,,,,,,,,,,,,,,
2022-01-03 12:00:00,,,,,,,,,,,,,,,
2022-01-03 13:00:00,,,,,,,,,,,,,,,
2022-01-03 14:00:00,,,,,,,,,,,,,,,
2022-01-03 15:00:00,,,,,,,,,,,,,,,
2022-01-03 16:00:00,,,,,,,,,,,,,,,
2022-01-03 17:00:00,,,,,,,,,,,,,,,
2022-01-03 18:00:00,,,,,,,,,,,,,,,
2022-01-03 19:00:00,,,,,,,,,,,,,,,
2022-01-03 20:00:00,,,,,,,,,,,,,,,
2022-01-03 21:00:00,,,,,,,,,,,,,,,
2022-01-03 22:00:00,,,,,,,,,,,,,,,
2022-01-03 23:00:00,,,,,,,,,,,,,,,
2022-01-04 00:00:00,,,,,,,,,,,,,,,
2022-01-04 01:00:00,,,,,,,,,,,,,,,
2022-01-04 02:00:00,,,,,,,,,,,,,,,
2022-01-04 03:00:00,,,,,,,,,,,,,,,
2022-01-04 04:00:00,,,,,,,,,,,,,,,
2022-01-04 05:00:00,,,,,,,,,,,,,,,
2022-01-04 06:00:00,,,,,,,,,,,,,,,
2022-01-04 07:00:00,,,,,,,,,,,,,,,
2022-01-04 08:00:00,,,,,,,,,,,,,,,
2022-01-04 09:00:00,,,,,,,,,,,,,,,
2022-01-04 10:00:00,,,,,,,,,,,,,,,
2022-01-04 11:00:00,,,,,,,,,,,,,,,
2022-01-04 12:00:00,,,,,,,,,,,,,,,
2022-01-04 13:00:00,,,,,,,,,,,,,,,
2022-01-04 14:00:00,,,,,,,,,,,,,,,
2022-01-04 15:00:00,,,,,,,,,,,,,,,
2022-01-04 16:00:00,,,,,,,,,,,,,,,
2022-01-04 17:00:00,,,,,,,,,,,,,,,
2022-01-04 18:00:00,,,,,,,,,,,,,,,
2022-01-04 19:00:00,,,,,,,,,,,,,,,
2022-01-04 20:00:00,,,,,,,,,,,,,,,
2022-01-04 21:00:00,,,,,,,,,,,,,,,
2022-01-04 22:00:00,,,,,,,,,,,,,,,
2022-01-04 23:00:00,,,,,,,,,,,,,,,
2022-01-05 00:00:00,00:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 01:00:00,01:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 02:00:00,02:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 03:00:00,03:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 04:00:00,04:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 05:00:00,05:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 06:00:00,06:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 07:00:00,07:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 08:00:00,08:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 09:00:00,09:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 10:00:00,10:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 11:00:00,11:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 12:00:00,12:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 13:00:00,13:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 14:00:00,14:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 15:00:00,15:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 16:00:00,16:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 17:00:00,17:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 18:00:00,18:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 19:00:00,19:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 20:00:00,20:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 21:00:00,21:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 22:00:00,22:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-05 23:00:00,23:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 00:00:00,00:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 01:00:00,01:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 02:00:00,02:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 03:00:00,03:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 04:00:00,04:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 05:00:00,05:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 06:00:00,06:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 07:00:00,07:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 08:00:00,08:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 09:00:00,09:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 10:00:00,10:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 11:00:00,11:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 12:00:00,12:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 13:00:00,13:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 14:00:00,14:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 15:00:00,15:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 16:00:00,16:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 17:00:00,17:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 18:00:00,18:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 19:00:00,19:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 20:00:00,20:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 21:00:00,21:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 22:00:00,22:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-06 23:00:00,23:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 00:00:00,00:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 01:00:00,01:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 02:00:00,02:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 03:00:00,03:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 04:00:00,04:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 05:00:00,05:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 06:00:00,06:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 07:00:00,07:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 08:00:00,08:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 09:00:00,09:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 10:00:00,10:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 11:00:00,11:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 12:00:00,12:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 13:00:00,13:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 14:00:00,14:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 15:00:00,15:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 16:00:00,16:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 17:00:00,17:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 18:00:00,18:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 19:00:00,19:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 20:00:00,20:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 21:00:00,21:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 22:00:00,22:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-07 23:00:00,23:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-08 00:00:00,,,,,,,,,,,,,,,
2022-01-08 01:00:00,,,,,,,,,,,,,,,
2022-01-08 02:00:00,,,,,,,,,,,,,,,
2022-01-08 03:00:00,,,,,,,,,,,,,,,
2022-01-08 04:00:00,,,,,,,,,,,,,,,
2022-01-08 05:00:00,,,,,,,,,,,,,,,
2022-01-08 06:00:00,,,,,,,,,,,,,,,
2022-01-08 07:00:00,,,,,,,,,,,,,,,
2022-01-08 08:00:00,,,,,,,,,,,,,,,
2022-01-08 09:00:00,,,,,,,,,,,,,,,
2022-01-08 10:00:00,,,,,,,,,,,,,,,
2022-01-08 11:00:00,,,,,,,,,,,,,,,
2022-01-08 12:00:00,,,,,,,,,,,,,,,
2022-01-08 13:00:00,,,,,,,,,,,,,,,
2022-01-08 14:00:00,,,,,,,,,,,,,,,
2022-01-08 15:00:00,,,,,,,,,,,,,,,
2022-01-08 16:00:00,,,,,,,,,,,,,,,
2022-01-08 17:00:00,,,,,,,,,,,,,,,
2022-01-08 18:00:00,,,,,,,,,,,,,,,
2022-01-08 19:00:00,,,,,,,,,,,,,,,
2022-01-08 20:00:00,,,,,,,,,,,,,,,
2022-01-08 21:00:00,,,,,,,,,,,,,,,
2022-01-08 22:00:00,,,,,,,,,,,,,,,
2022-01-08 23:00:00,,,,,,,,,,,,,,,
2022-01-09 00:00:00,,,,,,,,,,,,,,,
2022-01-09 01:00:00,,,,,,,,,,,,,,,
2022-01-09 02:00:00,,,,,,,,,,,,,,,
2022-01-09 03:00:00,,,,,,,,,,,,,,,
2022-01-09 04:00:00,,,,,,,,,,,,,,,
2022-01-09 05:00:00,,,,,,,,,,,,,,,
2022-01-09 06:00:00,,,,,,,,,,,,,,,
2022-01-09 07:00:00,,,,,,,,,,,,,,,
2022-01-09 08:00:00,,,,,,,,,,,,,,,
2022-01-09 09:00:00,,,,,,,,,,,,,,,
2022-01-09 10:00:00,,,,,,,,,,,,,,,
2022-01-09 11:00:00,,,,,,,,,,,,,,,
2022-01-09 12:00:00,,,,,,,,,,,,,,,
2022-01-09 13:00:00,,,,,,,,,,,,,,,
2022-01-09 14:00:00,,,,,,,,,,,,,,,
2022-01-09 15:00:00,,,,,,,,,,,,,,,
2022-01-09 16:00:00,,,,,,,,,,,,,,,
2022-01-09 17:00:00,,,,,,,,,,,,,,,
2022-01-09 18:00:00,,,,,,,,,,,,,,,
2022-01-09 19:00:00,,,,,,,,,,,,,,,
2022-01-09 20:00:00,,,,,,,,,,,,,,,
2022-01-09 21:00:00,,,,,,,,,,,,,,,
2022-01-09 22:00:00,,,,,,,,,,,,,,,
2022-01-09 23:00:00,,,,,,,,,,,,,,,
2022-01-10 00:00:00,,,,,,,,,,,,,,,
2022-01-10 01:00:00,,,,,,,,,,,,,,,
2022-01-10 02:00:00,,,,,,,,,,,,,,,
2022-01-10 03:00:00,,,,,,,,,,,,,,,
2022-01-10 04:00:00,,,,,,,,,,,,,,,
2022-01-10 05:00:00,,,,,,,,,,,,,,,
2022-01-10 06:00:00,,,,,,,,,,,,,,,
2022-01-10 07:00:00,,,,,,,,,,,,,,,
2022-01-10 08:00:00,,,,,,,,,,,,,,,
2022-01-10 09:00:00,,,,,,,,,,,,,,,
2022-01-10 10:00:00,,,,,,,,,,,,,,,
2022-01-10 11:00:00,,,,,,,,,,,,,,,
2022-01-10 12:00:00,,,,,,,,,,,,,,,
2022-01-10 13:00:00,,,,,,,,,,,,,,,
2022-01-10 14:00:00,,,,,,,,,,,,,,,
2022-01-10 15:00:00,,,,,,,,,,,,,,,
2022-01-10 16:00:00,,,,,,,,,,,,,,,
2022-01-10 17:00:00,,,,,,,,,,,,,,,
2022-01-10 18:00:00,,,,,,,,,,,,,,,
2022-01-10 19:00:00,,,,,,,,,,,,,,,
2022-01-10 20:00:00,,,,,,,,,,,,,,,
2022-01-10 21:00:00,,,,,,,,,,,,,,,
2022-01-10 22:00:00,,,,,,,,,,,,,,,
2022-01-10 23:00:00,,,,,,,,,,,,,,,
2022-01-11 00:00:00,,,,,,,,,,,,,,,
2022-01-11 01:00:00,,,,,,,,,,,,,,,
2022-01-11 02:00:00,,,,,,,,,,,,,,,
2022-01-11 03:00:00,,,,,,,,,,,,,,,
2022-01-11 04:00:00,,,,,,,,,,,,,,,
2022-01-11 05:00:00,,,,,,,,,,,,,,,
2022-01-11 06:00:00,,,,,,,,,,,,,,,
2022-01-11 07:00:00,,,,,,,,,,,,,,,
2022-01-11 08:00:00,,,,,,,,,,,,,,,
2022-01-11 09:00:00,,,,,,,,,,,,,,,
2022-01-11 10:00:00,,,,,,,,,,,,,,,
2022-01-11 11:00:00,,,,,,,,,,,,,,,
2022-01-11 12:00:00,,,,,,,,,,,,,,,
2022-01-11 13:00:00,,,,,,,,,,,,,,,
2022-01-11 14:00:00,,,,,,,,,,,,,,,
2022-01-11 15:00:00,,,,,,,,,,,,,,,
2022-01-11 16:00:00,,,,,,,,,,,,,,,
2022-01-11 17:00:00,,,,,,,,,,,,,,,
2022-01-11 18:00:00,,,,,,,,,,,,,,,
2022-01-11 19:00:00,,,,,,,,,,,,,,,
2022-01-11 20:00:00,,,,,,,,,,,,,,,
2022-01-11 21:00:00,,,,,,,,,,,,,,,
2022-01-11 22:00:00,,,,,,,,,,,,,,,
2022-01-11 23:00:00,,,,,,,,,,,,,,,
2022-01-12 00:00:00,00:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 01:00:00,01:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 02:00:00,02:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 03:00:00,03:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 04:00:00,04:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 05:00:00,05:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 06:00:00,06:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 07:00:00,07:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 08:00:00,08:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 09:00:00,09:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 10:00:00,10:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 11:00:00,11:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 12:00:00,12:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 13:00:00,13:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 14:00:00,14:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 15:00:00,15:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 16:00:00,16:00:00,,,,,,,-,-,-,-,-,-,-,-
2022-01-12 17:00:00,17:00:00,33.0,53.0,23.0,10.0,14.0,7.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-12 18:00:00,18:00:00,33.0,53.0,23.0,10.0,14.0,7.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-12 19:00:00,19:00:00,33.0,53.0,23.0,9.5,14.5,7.0,-,-,-,-,-,-,-,-
2022-01-12 20:00:00,20:00:00,33.0,53.0,23.0,9.0,15.0,7.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-12 21:00:00,21:00:00,33.0,52.666666666666664,23.0,8.666666666666666,15.333333333333334,7.0,-,-,-,-,-,-,-,-
2022-01-12 22:00:00,22:00:00,33.0,52.333333333333336,23.0,8.333333333333334,15.666666666666666,7.0,-,-,-,-,-,-,-,-
2022-01-12 23:00:00,23:00:00,33.0,52.0,23.0,8.0,16.0,7.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 00:00:00,00:00:00,33.1,52.2,23.1,8.3,15.9,7.3,-,-,-,-,-,-,-,-
2022-01-13 01:00:00,01:00:00,33.2,52.4,23.2,8.6,15.8,7.6,-,-,-,-,-,-,-,-
2022-01-13 02:00:00,02:00:00,33.3,52.6,23.3,8.9,15.7,7.9,-,-,-,-,-,-,-,-
2022-01-13 03:00:00,03:00:00,33.4,52.8,23.4,9.2,15.6,8.2,-,-,-,-,-,-,-,-
2022-01-13 04:00:00,04:00:00,33.5,53.0,23.5,9.5,15.5,8.5,-,-,-,-,-,-,-,-
2022-01-13 05:00:00,05:00:00,33.6,53.2,23.6,9.8,15.4,8.8,-,-,-,-,-,-,-,-
2022-01-13 06:00:00,06:00:00,33.7,53.4,23.7,10.1,15.3,9.1,-,-,-,-,-,-,-,-
2022-01-13 07:00:00,07:00:00,33.8,53.6,23.8,10.4,15.2,9.4,-,-,-,-,-,-,-,-
2022-01-13 08:00:00,08:00:00,33.9,53.8,23.9,10.7,15.1,9.7,-,-,-,-,-,-,-,-
2022-01-13 09:00:00,09:00:00,34.0,54.0,24.0,11.0,15.0,10.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 10:00:00,10:00:00,35.0,55.0,25.0,11.0,14.0,10.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 11:00:00,11:00:00,36.0,56.0,25.0,11.0,15.0,10.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 12:00:00,12:00:00,36.0,56.0,25.0,11.0,15.0,10.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 13:00:00,13:00:00,37.0,56.0,25.0,11.0,14.0,10.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 14:00:00,14:00:00,37.0,55.0,25.0,11.0,14.0,10.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 15:00:00,15:00:00,38.0,54.0,25.0,10.0,15.0,10.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 16:00:00,16:00:00,38.0,53.333333333333336,25.0,10.0,15.333333333333334,9.666666666666666,-,-,-,-,-,-,-,-
2022-01-13 17:00:00,17:00:00,38.0,52.666666666666664,25.0,10.0,15.666666666666666,9.333333333333334,-,-,-,-,-,-,-,-
2022-01-13 18:00:00,18:00:00,38.0,52.0,25.0,10.0,16.0,9.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 19:00:00,19:00:00,38.0,52.0,26.0,10.0,16.0,9.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 20:00:00,20:00:00,38.0,53.0,26.0,10.0,16.0,9.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 21:00:00,21:00:00,38.0,53.5,26.0,10.0,16.0,8.5,-,-,-,-,-,-,-,-
2022-01-13 22:00:00,22:00:00,38.0,54.0,26.0,10.0,16.0,8.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-13 23:00:00,23:00:00,40.0,59.0,25.0,12.0,15.0,11.0,Baik,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-01-14 00:00:00,,40.295918367346935,59.33673469387755,25.010204081632654,12.010204081632653,15.040816326530612,10.989795918367347,,,,,,,,
2022-01-14 01:00:00,,40.59183673469388,59.673469387755105,25.020408163265305,12.020408163265307,15.081632653061224,10.979591836734693,,,,,,,,
2022-01-14 02:00:00,,40.88775510204081,60.01020408163265,25.03061224489796,12.03061224489796,15.122448979591837,10.96938775510204,,,,,,,,
2022-01-14 03:00:00,,41.183673469387756,60.3469387755102,25.040816326530614,12.040816326530612,15.16326530612245,10.959183673469388,,,,,,,,
2022-01-14 04:00:00,,41.47959183673469,60.683673469387756,25.051020408163264,12.051020408163266,15.204081632653061,10.948979591836734,,,,,,,,
2022-01-14 05:00:00,,41.775510204081634,61.02040816326531,25.06122448979592,12.061224489795919,15.244897959183673,10.938775510204081,,,,,,,,
2022-01-14 06:00:00,,42.07142857142857,61.357142857142854,25.071428571428573,12.071428571428571,15.285714285714286,10.928571428571429,,,,,,,,
2022-01-14 07:00:00,,42.36734693877551,61.69387755102041,25.081632653061224,12.081632653061224,15.326530612244898,10.918367346938776,,,,,,,,
2022-01-14 08:00:00,,42.66326530612245,62.03061224489796,25.091836734693878,12.091836734693878,15.36734693877551,10.908163265306122,,,,,,,,
2022-01-14 09:00:00,,42.95918367346939,62.36734693877551,25.102040816326532,12.10204081632653,15.408163265306122,10.89795918367347,,,,,,,,
2022-01-14 10:00:00,,43.255102040816325,62.70408163265306,25.112244897959183,12.112244897959183,15.448979591836734,10.887755102040817,,,,,,,,
2022-01-14 11:00:00,,43.55102040816327,63.04081632653061,25.122448979591837,12.122448979591837,15.489795918367347,10.877551020408163,,,,,,,,
2022-01-14 12:00:00,,43.8469387755102,63.37755102040816,25.132653061224488,12.13265306122449,15.53061224489796,10.86734693877551,,,,,,,,
2022-01-14 13:00:00,,44.14285714285714,63.714285714285715,25.142857142857142,12.142857142857142,15.571428571428571,10.857142857142858,,,,,,,,
2022-01-14 14:00:00,,44.43877551020408,64.05102040816327,25.153061224489797,12.153061224489797,15.612244897959183,10.846938775510203,,,,,,,,
2022-01-14 15:00:00,,44.734693877551024,64.38775510204081,25.163265306122447,12.16326530612245,15.653061224489797,10.83673469387755,,,,,,,,
2022-01-14 16:00:00,,45.03061224489796,64.72448979591837,25.1734693877551,12.173469387755102,15.693877551020408,10.826530612244898,,,,,,,,
2022-01-14 17:00:00,,45.326530612244895,65.06122448979592,25.183673469387756,12.183673469387756,15.73469387755102,10.816326530612244,,,,,,,,
2022-01-14 18:00:00,,45.62244897959184,65.39795918367346,25.193877551020407,12.193877551020408,15.775510204081632,10.806122448979592,,,,,,,,
2022-01-14 19:00:00,,45.91836734693877,65.73469387755102,25.20408163265306,12.204081632653061,15.816326530612244,10.795918367346939,,,,,,,,
2022-01-14 20:00:00,,46.214285714285715,66.07142857142857,25.214285714285715,12.214285714285714,15.857142857142858,10.785714285714286,,,,,,,,
2022-01-14 21:00:00,,46.51020408163265,66.40816326530611,25.224489795918366,12.224489795918368,15.89795918367347,10.775510204081632,,,,,,,,
2022-01-14 22:00:00,,46.80612244897959,66.74489795918367,25.23469387755102,12.23469387755102,15.938775510204081,10.76530612244898,,,,,,,,
2022-01-14 23:00:00,,47.10204081632653,67.08163265306122,25.244897959183675,12.244897959183673,15.979591836734693,10.755102040816327,,,,,,,,
2022-01-15 00:00:00,,47.39795918367347,67.41836734693878,25.255102040816325,12.255102040816327,16.020408163265305,10.744897959183673,,,,,,,,
2022-01-15 01:00:00,,47.69387755102041,67.75510204081633,25.26530612244898,12.26530612244898,16.06122448979592,10.73469387755102,,,,,,,,
2022-01-15 02:00:00,,47.98979591836735,68.09183673469389,25.275510204081634,12.275510204081632,16.10204081632653,10.724489795918368,,,,,,,,
2022-01-15 03:00:00,,48.285714285714285,68.42857142857143,25.285714285714285,12.285714285714286,16.142857142857142,10.714285714285714,,,,,,,,
