TANGGAL,ISPU_PM10,ISPU_PM2_5,ISPU_SO2,ISPU_CO,ISPU_O3,ISPU_NO2,STATUS_BY_PM10,STATUS_BY_PM2,STATUS_BY_SO2,STATUS_BY_CO,STATUS_BY_O3,STATUS_BY_NO2,OVERALL_ISPU_STATUS
2022-03-02,27.0,34.0,29.0,5.0,8.0,2.0,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
2022-03-04,34.0,51.0,29.0,6.0,13.0,4.0,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-07,37.0,57.0,30.0,10.0,11.0,6.0,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-09,56.0,68.0,30.0,14.0,20.0,9.0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-11,63.0,85.0,25.0,22.0,26.0,20.0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-12,60.0,77.0,24.0,15.0,22.0,8.0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-13,50.0,64.0,25.0,14.0,13.0,9.0,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-14,61.0,77.0,25.0,18.0,17.0,10.0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
2022-03-16,37.0,74.0,26.0,18.0,20.0,13.0,BAIK,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-18,75.0,91.0,25.0,19.0,20.0,12.0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-19,61.0,73.0,25.0,17.0,18.0,10.0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-20,62.0,79.0,24.0,15.0,9.0,5.0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-21,53.0,59.0,24.0,8.0,8.0,5.0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-22,52.0,63.0,31.0,9.0,7.0,5.0,SEDANG,SEDANG,BAIK,BAIK,BAIK,BAIK,SEDANG
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK,BAIK
