DATETIME,LATITUDE,LONGITUDE,PRESSURE_MB,THETA_K,AIR_TEMP_K,RAINFALL_MM,MIXDEPTH_M,RELHUMID_PERCENT,TERR_MSL_M,SUN_FLUX,WIND_U_MS,WIND_V_MS
9/28/2023 0:00,-6.289,106.909,100,978.2,299.5,297.5,0,226.3,75.4,207.9,24,
9/27/2023 23:00,-6.32,106.96,113,972.4,299.2,296.8,0,221.9,77.6,243.1,16.1,
9/27/2023 22:00,-6.349,107.017,127.7,966.7,299,296,0,212.9,80,276.1,8.1,
9/27/2023 21:00,-6.378,107.083,145.4,961.6,298.7,295.3,0,206.1,82.4,299.5,0,
9/27/2023 20:00,-6.416,107.155,166.4,956,299,295.2,0,242.3,81.7,329.6,0,
9/27/2023 19:00,-6.467,107.23,191.9,948.8,299.4,294.9,0,268.5,81.4,369.6,0,
9/27/2023 18:00,-6.528,107.305,224.4,940.1,299.8,294.5,0,283.8,81.4,418,0,
9/27/2023 17:00,-6.592,107.386,262.5,931,300.3,294.1,0,288.7,81,468.7,0,
9/27/2023 16:00,-6.656,107.477,306.8,921.2,300.8,293.7,0,288.5,80.6,518.9,0,
9/27/2023 15:00,-6.723,107.573,362,910.1,301.3,293.3,0,278.6,80.2,572.3,0,
9/27/2023 14:00,-6.789,107.665,410.5,899.3,302.1,293,0,221.2,76.8,624.5,127,
9/27/2023 13:00,-6.844,107.749,427.2,892.7,302.7,293,0,164.8,73.7,668.3,258.4,
9/27/2023 12:00,-6.888,107.829,404.4,891.1,303.1,293.3,0,110.7,69.9,703,395,
9/27/2023 11:00,-6.907,107.912,304,899.2,304.5,295.4,0,585.6,59.7,717.5,506.3,
9/27/2023 10:00,-6.874,108.005,137,919.1,306.2,298.8,0,1108.2,48.4,688.7,625.2,
9/27/2023 9:00,-6.805,108.106,51.7,940.1,308.6,303.2,0,1520,40.4,576.8,726.8,
9/27/2023 8:00,-6.731,108.225,11,957.2,310.1,306.2,0,1654.9,40.8,463.1,764,
9/27/2023 7:00,-6.678,108.354,2.3,968.1,311.3,308.3,0,1787.6,41.3,367.8,803.8,
9/27/2023 6:00,-6.636,108.492,0,977.7,312.6,310.5,0,1921,41.5,283.1,845.9,
9/27/2023 5:00,-6.614,108.62,0,986,310.9,309.5,0,1699.1,45.3,217.8,785.8,
9/27/2023 4:00,-6.624,108.717,0,991.6,309.4,308.5,0,1545.5,48,178.9,726.4,
9/27/2023 3:00,-6.671,108.778,1.3,994.8,308,307.5,0,1427.6,49.7,163.6,667.4,
9/27/2023 2:00,-6.744,108.81,9.5,994.8,305.8,305.3,0,1159.4,55,164.6,456.7,
9/27/2023 1:00,-6.834,108.827,32.8,990.6,302.1,301.2,0,820,61.8,174.7,245.8,
9/27/2023 0:00,-6.946,108.83,108.1,978.8,298.2,296.3,0,386.5,71.5,195.9,34.7,
9/26/2023 23:00,-7.083,108.83,247.3,963.4,298.2,295,0,307.1,73.8,189.7,22.6,
9/26/2023 22:00,-7.232,108.866,399.8,951.4,299.1,294.8,0,263.2,71.4,139.4,11,
9/26/2023 21:00,-7.378,108.954,521.3,944.6,299.6,294.8,0,230.7,70.7,74.4,0,
9/26/2023 20:00,-7.512,109.087,588.1,940,299.7,294.4,0.1,269.5,72.9,50.9,0,
9/26/2023 19:00,-7.638,109.261,599.3,939.1,299.4,294.1,0.1,304.6,76.2,49.8,0,
9/26/2023 18:00,-7.767,109.475,565.4,943.8,298.9,294,0.1,351.9,80.4,41.7,0,
9/26/2023 17:00,-7.903,109.717,492.2,954.7,298.2,294.2,0,351.6,84.5,21.7,0,
9/26/2023 16:00,-8.055,109.97,393.2,968.6,297.5,294.8,0,353.8,87,0,0,
9/26/2023 15:00,-8.214,110.203,322.7,970.9,297.7,295.2,0,374.1,84.1,54.7,0,
9/26/2023 14:00,-8.382,110.416,300.8,969.2,298,295.3,0,418.3,82.1,88.3,126.8,
9/26/2023 13:00,-8.573,110.631,312.4,967,298.3,295.5,0,476.6,80.4,92.6,253.5,
9/26/2023 12:00,-8.799,110.865,344.9,966.7,298.5,295.6,0,515.3,80.2,59.7,379.5,
9/26/2023 11:00,-9.046,111.102,368.8,970.2,298.2,295.6,0,613.3,84,0,476.1,
9/26/2023 10:00,-9.283,111.316,375.8,969,298.3,295.6,0,758.2,84.3,0,565.1,
9/26/2023 9:00,-9.506,111.508,379,968.1,298.4,295.7,0,865,84.2,0,658.3,
9/26/2023 8:00,-9.708,111.69,380.4,968.2,298.4,295.6,0,902.3,84.3,0,714.9,
9/26/2023 7:00,-9.889,111.868,384.1,968,298.3,295.5,0,917.3,85,0,776.7,
9/26/2023 6:00,-10.052,112.039,391.9,967.3,298.2,295.4,0,917.9,85.4,0,834.2,
9/26/2023 5:00,-10.197,112.214,399.7,967.3,298.2,295.3,0,894.4,85.2,0,761.1,
9/26/2023 4:00,-10.321,112.401,403.4,967.8,298.1,295.3,0,882.8,84.7,0,702.3,
9/26/2023 3:00,-10.425,112.597,402.5,968.7,298.1,295.4,0,879.5,84.2,0,658.9,
9/26/2023 2:00,-10.518,112.802,400.1,969.1,298.1,295.4,0,910.2,83.4,0,467.5,
9/26/2023 1:00,-10.607,113.011,401.2,969.1,298.1,295.4,0,925.7,83,0,262,
9/26/2023 0:00,-10.694,113.226,402.3,969.1,298.1,295.4,0,922.5,82.5,0,38.2,
