"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","88","108","44","19","104","34","Sedang","Tidak Sehat","Baik","Baik","Tidak Sehat","Baik","pm25","Tidak Sehat"
"01:00","86","107","44","19","99","35","Sedang","Tidak Sehat","Baik","Baik","Sedang","Baik","pm25","Tidak Sehat"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","85","106","44","19","98","35","Sedang","Tidak Sehat","Baik","Baik","Sedang","Baik","pm25","Tidak Sehat"
"04:00","84","104","45","19","98","34","Sedang","Tidak Sehat","Baik","Baik","Sedang","Baik","pm25","Tidak Sehat"
"05:00","83","103","45","19","97","34","Sedang","Tidak Sehat","Baik","Baik","Sedang","Baik","pm25","Tidak Sehat"
"06:00","82","102","46","18","97","33","Sedang","Tidak Sehat","Baik","Baik","Sedang","Baik","pm25","Tidak Sehat"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","80","98","45","18","97","32","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"09:00","79","95","45","18","95","31","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"10:00","77","95","46","18","93","32","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"11:00","77","95","46","18","89","34","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"12:00","76","94","46","18","89","34","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"13:00","75","92","46","19","86","34","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"14:00","75","92","46","19","81","36","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"15:00","74","91","46","19","76","38","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"16:00","74","91","47","19","70","38","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"17:00","73","91","47","19","67","39","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"18:00","73","91","47","20","68","40","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"19:00","73","93","48","20","75","40","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"20:00","73","96","48","20","80","41","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"21:00","74","99","48","20","81","41","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"22:00","74","99","48","20","81","41","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"23:00","75","99","48","21","81","41","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
