"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","55","64","35","19","49","36","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","53","58","35","16","49","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","51","53","35","14","49","32","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","47","46","35","12","49","30","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"07:00","42","35","34","11","49","30","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"08:00","37","33","34","11","49","30","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"09:00","33","33","35","11","49","30","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"10:00","29","34","35","11","47","30","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"11:00","26","35","35","11","47","30","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"12:00","24","34","35","11","47","29","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"13:00","22","33","35","11","47","28","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"14:00","22","33","35","11","47","26","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"15:00","21","32","35","12","47","24","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"16:00","21","32","36","12","46","22","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"17:00","21","31","36","12","46","19","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"18:00","21","29","36","12","45","19","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"19:00","20","27","36","11","46","18","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"20:00","20","24","36","11","46","18","Baik","Baik","Baik","Baik","Baik","Baik","o3","Baik"
"21:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"22:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"23:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
