"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","73","96","22","10","35","31","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","73","95","22","10","34","33","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","73","95","23","10","34","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","73","95","23","10","34","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","73","94","24","10","34","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","73","92","25","10","34","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","73","90","25","10","33","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","72","89","25","10","33","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","72","88","25","10","33","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","71","88","25","10","33","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","71","88","25","10","33","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","70","88","25","10","33","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00","70","88","25","10","33","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","69","88","25","10","33","34","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","69","88","25","10","33","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","69","89","25","10","33","35","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"20:00","68","88","25","11","33","37","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"22:00","68","88","25","12","32","39","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","68","87","25","12","31","40","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
