"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","41","56","34","16","62","35","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","43","55","34","16","64","33","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"04:00","43","54","34","15","64","32","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","43","53","34","15","65","31","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","42","51","33","15","66","31","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","40","50","34","15","65","30","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"12:00","39","51","34","15","66","30","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"13:00","39","51","34","15","67","30","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"14:00","39","51","34","15","68","29","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","39","51","34","15","68","30","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"17:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"19:00","40","51","34","15","68","28","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"20:00","40","51","35","15","68","28","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"21:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"22:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
