"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","66","88","43","34","45","40","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","66","85","42","33","44","40","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","65","83","42","32","44","39","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","65","81","42","32","44","39","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","64","79","41","33","43","38","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","63","76","41","34","43","39","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","62","75","40","35","43","40","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","61","77","40","35","46","42","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","60","81","41","35","49","42","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","62","90","43","33","62","38","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"17:00","64","91","43","32","62","37","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"18:00","65","91","43","32","63","37","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"19:00","65","90","43","32","64","38","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"20:00","66","90","45","32","65","38","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"21:00","66","92","47","32","65","39","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"22:00","67","93","47","31","66","40","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"23:00","67","92","48","30","66","40","Sedang","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
