"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","73","94","51","10","36","21","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"04:00","73","94","51","10","36","21","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"05:00","73","94","51","10","36","21","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"06:00","74","94","51","9","36","21","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","74","94","52","9","36","20","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"09:00","74","93","51","9","36","20","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"10:00","74","92","51","9","37","20","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"11:00","74","92","51","9","37","20","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"12:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"17:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18:00","75","96","52","9","39","20","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"19:00","75","97","51","9","38","20","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"20:00","75","97","51","9","38","20","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"21:00","75","96","51","9","38","21","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"22:00","75","96","51","9","37","22","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
