"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","28","45","36","12","52","23","Baik","Baik","Baik","Baik","Sedang","Baik","o3","Sedang"
"11:00","29","46","36","12","53","23","Baik","Baik","Baik","Baik","Sedang","Baik","o3","Sedang"
"12:00","29","48","36","12","51","23","Baik","Baik","Baik","Baik","Sedang","Baik","o3","Sedang"
"13:00","30","48","36","12","50","24","Baik","Baik","Baik","Baik","Sedang","Baik","o3","Sedang"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","31","48","36","12","48","25","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"16:00","31","49","36","13","48","25","Baik","Baik","Baik","Baik","Baik","Baik","pm25","Baik"
"17:00","32","50","36","13","48","25","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","32","50","37","13","47","25","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","32","51","37","13","47","25","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","32","51","37","13","47","25","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","32","51","37","12","48","24","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00","33","51","37","11","50","24","Baik","Sedang","Baik","Baik","Sedang","Baik","pm25","Sedang"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
