"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","45","63","38","5","75","22","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"04:00","46","63","38","5","74","23","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07:00","48","61","38","4","73","23","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"08:00","48","59","38","5","72","24","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"17:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18:00","39","53","36","5","64","25","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"19:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"20:00","39","53","36","5","62","27","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"21:00","39","53","36","5","61","27","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"22:00","39","52","35","4","62","25","Baik","Sedang","Baik","Baik","Sedang","Baik","o3","Sedang"
"23:00","39","44","34","3","63","24","Baik","Baik","Baik","Baik","Sedang","Baik","o3","Sedang"
