DATETIME,LATITUDE,LONGITUDE,PRESSURE_MB,THETA_K,AIR_TEMP_K,RAINFALL_MM,MIXDEPTH_M,RELHUMID_PERCENT,TERR_MSL_M,SUN_FLUX,WIND_U_MS,WIND_V_MS
2024-06-18 00:00:00,-6.357,106.804,100.0,974.5,300.0,297.8,0.2,191.5,86.0,227.0,8.0,
2024-06-17 23:00:00,-6.423,106.861,112.6,966.2,300.1,297.1,0.2,170.7,87.2,288.5,5.3,
2024-06-17 22:00:00,-6.483,106.919,124.5,957.7,300.2,296.5,0.1,145.4,88.3,350.9,2.7,
2024-06-17 21:00:00,-6.533,106.975,136.6,949.4,300.4,295.9,0.1,119.3,89.1,411.1,0.0,
2024-06-17 20:00:00,-6.574,107.03,148.6,943.8,300.8,295.8,0.3,122.5,89.7,454.2,0.0,
2024-06-17 19:00:00,-6.608,107.083,158.9,940.1,301.1,295.8,0.3,137.2,89.9,481.1,0.0,
2024-06-17 18:00:00,-6.636,107.134,167.0,937.2,301.4,295.8,0.2,154.6,90.1,503.0,0.0,
2024-06-17 17:00:00,-6.659,107.179,166.9,935.4,301.5,295.7,0.1,157.1,90.1,521.8,0.0,
2024-06-17 16:00:00,-6.683,107.216,153.3,935.1,301.5,295.7,0.1,156.3,90.3,540.4,0.0,
2024-06-17 15:00:00,-6.706,107.245,129.4,935.7,301.5,295.8,0.1,153.4,90.6,559.0,0.0,
2024-06-17 14:00:00,-6.726,107.269,100.4,936.9,301.6,295.9,0.2,159.5,88.8,574.2,96.3,
2024-06-17 13:00:00,-6.736,107.295,72.0,938.9,301.6,296.1,0.2,165.4,87.1,582.5,193.2,
2024-06-17 12:00:00,-6.738,107.324,47.9,941.3,301.6,296.4,0.2,172.7,85.5,584.4,291.4,
2024-06-17 11:00:00,-6.731,107.352,29.9,943.1,302.5,297.4,0.1,294.1,80.3,578.2,370.0,
2024-06-17 10:00:00,-6.71,107.38,17.8,945.2,303.4,298.5,0.1,421.6,74.7,562.1,450.6,
2024-06-17 09:00:00,-6.677,107.411,9.5,948.1,304.3,299.7,0.1,549.1,69.1,535.5,534.1,
2024-06-17 08:00:00,-6.637,107.445,3.4,951.8,305.6,301.2,0.0,753.7,65.5,504.2,577.5,
2024-06-17 07:00:00,-6.6,107.478,0.0,955.3,306.6,302.5,0.0,930.5,62.5,475.0,616.2,
2024-06-17 06:00:00,-6.567,107.509,0.0,958.4,307.5,303.7,0.0,1083.3,60.0,448.5,650.9,
2024-06-17 05:00:00,-6.542,107.543,0.0,961.3,306.9,303.4,0.0,964.1,62.5,429.1,593.0,
2024-06-17 04:00:00,-6.533,107.587,0.0,962.8,306.5,303.1,0.0,861.2,64.4,422.0,535.6,
2024-06-17 03:00:00,-6.54,107.64,0.0,963.0,306.3,302.9,0.0,766.5,65.6,427.7,478.6,
2024-06-17 02:00:00,-6.565,107.693,0.0,961.0,304.5,300.9,0.0,581.7,70.8,446.8,322.4,
2024-06-17 01:00:00,-6.606,107.739,1.0,957.4,302.5,298.7,0.0,388.2,76.8,479.5,165.6,
2024-06-17 00:00:00,-6.664,107.774,3.2,952.2,300.3,296.0,0.0,174.2,84.1,525.3,8.0,
2024-06-16 23:00:00,-6.728,107.802,6.4,946.1,299.8,295.0,0.0,168.6,86.9,576.2,5.3,
2024-06-16 22:00:00,-6.791,107.825,10.3,940.3,299.2,293.9,0.0,156.8,90.0,626.4,2.7,
2024-06-16 21:00:00,-6.855,107.844,16.6,933.9,298.6,292.8,0.0,137.5,93.2,676.8,0.0,
2024-06-16 20:00:00,-6.918,107.857,27.2,927.6,298.8,292.4,0.1,113.5,93.1,726.6,0.0,
2024-06-16 19:00:00,-6.979,107.863,42.2,921.0,299.2,292.2,0.0,77.8,92.9,774.6,0.0,
2024-06-16 18:00:00,-7.038,107.869,60.3,920.7,299.7,292.7,0.0,89.0,90.9,761.0,0.0,
2024-06-16 17:00:00,-7.097,107.886,80.8,923.6,300.3,293.5,0.0,149.9,89.7,714.7,0.0,
2024-06-16 16:00:00,-7.154,107.919,106.6,925.8,300.8,294.2,0.0,220.3,88.6,669.2,0.0,
2024-06-16 15:00:00,-7.212,107.97,140.2,927.4,301.2,294.8,0.0,302.4,87.7,623.8,0.0,
2024-06-16 14:00:00,-7.267,108.045,164.3,931.8,301.5,295.4,0.1,337.3,83.9,557.4,110.1,
2024-06-16 13:00:00,-7.317,108.14,160.5,941.1,301.4,296.2,0.1,366.0,80.4,473.4,214.9,
2024-06-16 12:00:00,-7.366,108.251,138.1,952.5,301.2,296.9,0.1,393.4,77.3,389.6,312.6,
2024-06-16 11:00:00,-7.416,108.369,108.5,963.8,301.7,298.4,0.0,599.1,71.4,310.3,380.5,
2024-06-16 10:00:00,-7.463,108.49,77.6,974.3,302.3,300.0,0.0,781.2,66.2,239.9,442.2,
2024-06-16 09:00:00,-7.505,108.609,50.0,983.5,303.0,301.5,0.0,946.4,61.9,179.5,497.4,
2024-06-16 08:00:00,-7.549,108.716,32.8,991.3,303.4,302.6,0.0,1007.6,61.4,129.8,485.0,
2024-06-16 07:00:00,-7.599,108.805,25.1,996.8,303.7,303.3,0.0,1015.2,61.6,89.9,466.0,
2024-06-16 06:00:00,-7.657,108.88,22.2,1000.8,303.7,303.8,0.0,959.7,62.6,59.0,437.6,
2024-06-16 05:00:00,-7.72,108.95,21.3,1004.4,302.9,303.3,0.0,856.3,65.2,34.4,358.4,
2024-06-16 04:00:00,-7.784,109.026,20.9,1006.8,302.2,302.8,0.0,781.1,67.5,20.0,291.3,
2024-06-16 03:00:00,-7.849,109.113,20.6,1008.0,301.6,302.3,0.0,731.4,69.6,16.5,254.4,
2024-06-16 02:00:00,-7.912,109.22,20.1,1008.4,300.8,301.6,0.0,724.7,71.3,11.4,180.3,
2024-06-16 01:00:00,-7.971,109.353,19.0,1009.1,300.4,301.2,0.0,735.4,72.6,4.5,102.3,
2024-06-16 00:00:00,-8.022,109.508,17.5,1009.7,300.1,300.9,0.0,734.9,73.9,0.0,8.1,
