DATETIME,LATITUDE,LONGITUDE,PRESSURE_MB,THETA_K,AIR_TEMP_K,RAINFALL_MM,MIXDEPTH_M,RELHUMID_PERCENT,TERR_MSL_M,SUN_FLUX,WIND_U_MS,WIND_V_MS
2024-06-18 00:00:00,-6.357,106.804,500.0,931.2,301.6,295.5,0.2,191.5,84.7,227.0,8.0,
2024-06-17 23:00:00,-6.405,106.887,523.1,922.4,302.0,295.0,0.2,167.4,84.6,284.6,5.3,
2024-06-17 22:00:00,-6.443,106.965,541.7,914.5,302.3,294.6,0.1,144.2,84.4,338.6,2.7,
2024-06-17 21:00:00,-6.471,107.037,554.9,909.3,302.6,294.4,0.1,135.9,84.2,372.7,0.0,
2024-06-17 20:00:00,-6.489,107.108,563.3,907.3,302.7,294.3,0.3,158.3,85.8,386.9,0.0,
2024-06-17 19:00:00,-6.497,107.182,568.1,906.4,302.7,294.2,0.2,189.7,87.0,393.7,0.0,
2024-06-17 18:00:00,-6.497,107.259,568.7,906.6,302.7,294.2,0.2,231.2,87.9,393.4,0.0,
2024-06-17 17:00:00,-6.495,107.337,560.3,908.0,302.8,294.5,0.1,247.4,86.8,391.7,0.0,
2024-06-17 16:00:00,-6.497,107.414,540.4,910.1,302.9,294.7,0.1,257.3,86.1,393.6,0.0,
2024-06-17 15:00:00,-6.503,107.49,512.0,912.9,302.9,295.0,0.1,261.3,85.6,398.1,0.0,
2024-06-17 14:00:00,-6.506,107.567,470.0,916.7,303.0,295.4,0.1,282.9,84.4,400.7,104.8,
2024-06-17 13:00:00,-6.502,107.647,410.2,923.0,302.9,296.0,0.1,300.7,83.1,397.7,211.9,
2024-06-17 12:00:00,-6.49,107.729,337.7,931.3,302.9,296.7,0.1,316.2,81.3,387.6,321.4,
2024-06-17 11:00:00,-6.467,107.817,271.5,939.7,303.0,297.5,0.0,439.7,77.3,369.8,409.8,
2024-06-17 10:00:00,-6.436,107.912,221.2,947.2,303.1,298.4,0.0,564.4,73.3,344.9,499.9,
2024-06-17 09:00:00,-6.398,108.02,183.6,954.4,303.3,299.1,0.0,677.9,69.8,309.5,590.0,
2024-06-17 08:00:00,-6.367,108.132,156.9,963.2,303.1,299.8,0.1,759.4,67.9,256.1,609.5,
2024-06-17 07:00:00,-6.349,108.237,137.5,969.6,303.2,300.4,0.1,841.3,66.1,218.0,630.1,
2024-06-17 06:00:00,-6.343,108.339,122.4,974.5,303.3,301.0,0.1,929.6,64.4,189.8,651.6,
2024-06-17 05:00:00,-6.352,108.439,111.2,978.7,303.1,301.2,0.0,889.0,65.3,169.6,595.0,
2024-06-17 04:00:00,-6.376,108.534,104.4,981.6,303.0,301.3,0.0,852.9,66.0,156.4,538.9,
2024-06-17 03:00:00,-6.417,108.62,102.2,983.4,302.9,301.5,0.0,812.1,66.6,147.8,483.3,
2024-06-17 02:00:00,-6.475,108.694,110.5,982.9,301.9,300.4,0.1,686.9,69.7,143.7,327.1,
2024-06-17 01:00:00,-6.552,108.75,138.7,979.4,300.7,298.9,0.1,527.2,72.9,145.6,170.8,
2024-06-17 00:00:00,-6.655,108.783,196.8,971.4,299.7,297.2,0.1,313.2,75.3,157.3,14.3,
2024-06-16 23:00:00,-6.777,108.798,291.3,958.4,300.2,296.5,0.0,243.2,74.9,178.4,9.6,
2024-06-16 22:00:00,-6.907,108.804,425.8,940.5,301.0,295.7,0.0,163.7,73.9,204.7,4.8,
2024-06-16 21:00:00,-7.033,108.812,582.2,922.5,301.8,294.9,0.0,116.5,73.6,212.8,0.0,
2024-06-16 20:00:00,-7.134,108.84,712.2,913.3,302.2,294.4,0.0,190.4,76.2,173.0,0.0,
2024-06-16 19:00:00,-7.21,108.891,803.2,908.6,302.2,294.0,0.0,283.1,79.8,129.7,0.0,
2024-06-16 18:00:00,-7.268,108.958,867.1,906.6,302.1,293.7,0.0,392.4,83.6,85.6,0.0,
2024-06-16 17:00:00,-7.317,109.036,913.8,904.1,302.1,293.5,0.0,436.3,85.8,64.4,0.0,
2024-06-16 16:00:00,-7.367,109.122,950.2,899.9,302.3,293.3,0.0,469.9,86.4,70.1,0.0,
2024-06-16 15:00:00,-7.419,109.213,980.1,896.6,302.5,293.2,0.0,513.2,86.3,74.5,0.0,
2024-06-16 14:00:00,-7.475,109.312,1000.9,894.0,302.5,292.9,0.0,540.6,86.5,77.3,87.0,
2024-06-16 13:00:00,-7.534,109.42,1009.1,892.8,302.4,292.7,0.0,569.7,86.3,78.3,176.6,
2024-06-16 12:00:00,-7.595,109.54,1004.9,893.1,302.3,292.7,0.0,601.2,85.7,77.3,270.4,
2024-06-16 11:00:00,-7.66,109.664,990.1,894.6,302.3,292.8,0.0,691.7,84.5,73.1,351.8,
2024-06-16 10:00:00,-7.728,109.781,979.4,896.1,302.2,292.8,0.0,742.6,82.8,64.5,439.1,
2024-06-16 09:00:00,-7.801,109.888,992.5,895.6,302.3,292.9,0.0,759.8,79.2,51.5,533.3,
2024-06-16 08:00:00,-7.867,109.987,1026.7,893.7,302.5,292.9,0.0,734.6,76.6,36.9,583.0,
2024-06-16 07:00:00,-7.917,110.076,1064.8,889.0,302.9,292.8,0.0,741.7,74.5,46.0,619.4,
2024-06-16 06:00:00,-7.953,110.154,1098.3,884.1,303.2,292.7,0.0,779.7,73.0,62.1,652.3,
2024-06-16 05:00:00,-7.986,110.228,1122.4,880.3,303.7,292.8,0.0,781.2,68.1,80.4,602.9,
2024-06-16 04:00:00,-8.025,110.307,1135.9,877.3,304.2,292.9,0.0,774.4,63.3,102.7,551.1,
2024-06-16 03:00:00,-8.071,110.389,1140.4,875.2,304.5,293.1,0.0,754.7,58.5,124.3,496.6,
2024-06-16 02:00:00,-8.121,110.476,1140.7,873.0,304.6,293.0,0.0,667.4,58.3,143.8,333.0,
2024-06-16 01:00:00,-8.173,110.567,1140.7,871.2,304.6,292.8,0.0,560.4,58.7,160.9,172.1,
2024-06-16 00:00:00,-8.226,110.661,1139.2,869.7,304.5,292.6,0.0,438.7,59.7,175.8,14.2,
