epochs,learning_rate,optimizer,lstm_units,R2,RMSE,MBE,MAE,NSE,MAPE
1000,0.0001,adam,16,0.008603136366731268,16.42281005170685,-4.895007655501353,12.392502606263864,0.008603136366731268,0.2511727029312446
1000,0.0001,adam,32,0.10818907769726804,15.576149001062996,1.3582942184607316,12.308703104133961,0.10818907769726804,0.22636255630800717
1000,0.0001,adam,64,0.5270082165670616,11.343589389616703,-1.1165390136153468,8.367454529859401,0.5270082165670616,0.1585199066432111
1000,0.0001,rmsprop,16,-0.24943098647377182,18.43655764860788,-3.5351344178208484,13.747765994358947,-0.24943098647377182,0.27684691164858033
1000,0.0001,rmsprop,32,0.09630405244941309,15.679595942201406,-3.0691039868637238,12.318782000214963,0.09630405244941309,0.23757061303045282
1000,0.0001,rmsprop,64,0.3006825828596803,13.793067829538948,-2.3812967378651524,10.710045026346489,0.3006825828596803,0.20638074368366668
1000,0.0001,sgd,16,-0.10557001342562744,17.342704523311195,-0.7669429418863922,13.464326466895916,-0.10557001342562744,0.2572407338756576
1000,0.0001,sgd,32,0.1511244120467643,15.196575133847078,-5.115048382043826,11.528494980856221,0.1511244120467643,0.23373031055050902
1000,0.0001,sgd,64,0.1413277059685003,15.284013920350576,-6.46540247829312,11.983063120607971,0.1413277059685003,0.23880850272400217
1000,0.0001,nadam,16,0.05102896148816849,16.067569189220404,-7.084043132296301,12.4815656310364,0.05102896148816849,0.2526680284544104
1000,0.0001,nadam,32,-0.21071626753791062,18.148673530849603,-9.486786842483045,14.197366971152793,-0.21071626753791062,0.28825195604041665
1000,0.0001,nadam,64,0.2565323765475681,14.22180533403648,-0.3402089589480869,10.967631705977299,0.2565323765475681,0.2066623013258522
1000,0.001,adam,16,-0.4846297854445909,20.09707180289672,-14.948584518344298,16.80125969001981,-0.4846297854445909,0.3294781203702889
1000,0.001,adam,32,0.31702246507989396,13.63097461000475,-0.20256553381900758,10.470285235850902,0.31702246507989396,0.1991679497726621
1000,0.001,adam,64,0.6273292264759726,10.069000603602474,-2.262656319816893,7.685886442939436,0.6273292264759726,0.13799335645789487
1000,0.001,rmsprop,16,0.25523784841711106,14.234181474801128,3.2399353456894704,11.122929519613585,0.25523784841711106,0.19719607069046807
1000,0.001,rmsprop,32,0.02499489725364268,16.28647675572478,-9.236476285740165,12.787656976743973,0.02499489725364268,0.26077827734801806
1000,0.001,rmsprop,64,0.3315624257378884,13.485098614653019,-4.7026709884095945,10.316869464715317,0.3315624257378884,0.20606641395514036
1000,0.001,sgd,16,0.3305650290898793,13.495155633531878,1.9585767256904665,10.410234680657036,0.3305650290898793,0.1867349981422151
1000,0.001,sgd,32,-0.22503154855617225,18.2556514863868,-12.750781211857428,14.944589218559079,-0.22503154855617225,0.2954391446917267
1000,0.001,sgd,64,0.3007082770228099,13.792814436314657,-4.681138407632143,10.836795760856731,0.3007082770228099,0.21306317646006065
1000,0.001,nadam,16,0.23083982251569335,14.465454879047948,-4.8663069289172,11.311035932267147,0.23083982251569335,0.21689578661979414
1000,0.001,nadam,32,0.4054532688278004,12.717937820425187,1.3662559059019568,9.794192260812832,0.4054532688278004,0.17605800643384903
1000,0.001,nadam,64,0.4113039420075527,12.655207293628575,-3.213681792594754,9.708997498759514,0.4113039420075527,0.18853444765903554
1000,0.01,adam,16,0.6443945456778177,9.835759619764543,0.6512977169531505,7.55232843457328,0.6443945456778177,0.13086634294664307
1000,0.01,adam,32,-0.12874454491470488,17.52352738887101,-10.888148708493608,13.860765181673889,-0.12874454491470488,0.28302944353653425
1000,0.01,adam,64,0.1589041698110324,15.126778215690036,-9.811283972718083,12.18432247671815,0.1589041698110324,0.24374753075200128
1000,0.01,rmsprop,16,0.29408776711787576,13.857952023051464,-1.3642579742890681,10.502941648500938,0.29408776711787576,0.20389471647012478
1000,0.01,rmsprop,32,-0.22826048356751683,18.279694753182902,10.547479748253485,15.239405514986437,-0.22826048356751683,0.23850545660853303
1000,0.01,rmsprop,64,-3.297742969307354,34.19352849264315,29.952880463273452,30.62401454121979,-3.297742969307354,0.4254282842262529
1000,0.01,sgd,16,0.31299448883957937,13.671111015411872,2.6781635607922647,10.575387737896708,0.31299448883957937,0.18935437608344424
1000,0.01,sgd,32,0.3559061502525248,13.237265378230749,3.0807333361528664,10.169773001480989,0.3559061502525248,0.17908858831033314
1000,0.01,sgd,64,-1.5914740395440656,26.551993359187854,-20.80783412826501,22.046923673938807,-1.5914740395440656,0.4396352652330567
1000,0.01,nadam,16,0.6431617486763639,9.852793953694968,-1.2102111324071745,7.555963906045311,0.6431617486763639,0.13353768575369857
1000,0.01,nadam,32,0.4847299249810687,11.839712589797042,2.622901656587932,8.785989477347446,0.4847299249810687,0.1509493949615878
1000,0.01,nadam,64,0.5068567828445272,11.58271129656293,-1.886505162746804,8.752066014276608,0.5068567828445272,0.16589316829617215
1000,0.1,adam,16,-0.02680855272403626,16.713539735216685,-2.6890354052119667,12.597847357961864,-0.02680855272403626,0.2517213460939379
1000,0.1,adam,32,-6.948990201545142,46.50286179814879,43.47951606689118,43.694247313256625,-6.948990201545142,0.6149392325555512
1000,0.1,adam,64,-0.35407335693281006,19.1930854098361,9.81454553216035,16.160170121824304,-0.35407335693281006,0.2604941646350842
1000,0.1,rmsprop,16,-0.014506825512186516,16.613119389551137,-1.9865816635820475,12.574820370170803,-0.014506825512186516,0.24892295726585117
1000,0.1,rmsprop,32,-42.18136794492981,108.38567773981475,-107.1233213313067,107.1233213313067,-42.18136794492981,1.800943619934175
1000,0.1,rmsprop,64,-485.7379629965067,363.8909959412605,-363.51699789838426,363.51699789838426,-485.7379629965067,5.880445224061408
1000,0.1,sgd,16,-0.08450451519077218,17.176686204133407,4.794577466567375,13.924426944582558,-0.08450451519077218,0.24465182797536625
1000,0.1,sgd,32,-30.780260503897363,92.98275844223882,91.50816437638245,91.50816437638245,-30.780260503897363,1.3594988367501473
1000,0.1,sgd,64,-66.9456329588987,135.95790813509416,134.95370923115584,134.95370923115584,-66.9456329588987,2.0507646142344957
1000,0.1,nadam,16,-29.178739364020448,90.6096069795196,-89.0957254520522,89.0957254520522,-29.178739364020448,1.5141057252062995
1000,0.1,nadam,32,-196.70424421542134,231.91652542892598,-231.3292579873049,231.3292579873049,-196.70424421542134,3.7771948466203673
