epochs,learning_rate,optimizer,lstm_units,R2,RMSE,MBE,NSE,MAPE
1000,0.001,adam,32,0.7000568340077924,0.10139909271082138,-0.014978205,-261.1657078,60.69489474243682
1000,0.01,adam,16,0.6662341238831904,0.10696348635666547,0.018447662018773268,-200.6820329,52.541394966962486
1000,0.0001,adam,16,0.6386298667383403,0.11129885881191932,-0.016154625,-215.6729512,56.61070967551707
1000,0.01,rmsprop,32,0.634329444100834,0.1119591466009624,0.021164337419507222,-178.9697484,50.80393273541035
1000,0.01,sgd,32,0.6295732814951621,0.11268490311287653,-0.025227163,-183.6798762,54.583543443442764
1000,0.001,rmsprop,16,0.6085935198058698,0.11583200910922703,0.011982172021969145,-188.7347425,51.88865607993011
1000,0.01,rmsprop,64,0.5969375507185668,0.11754407785870621,0.01591338268113753,-168.6750798,50.459995515091805
1000,0.001,sgd,64,0.5825400423823215,0.11962501239404871,-0.035829081,-185.5779583,55.484849379598124
1000,0.01,adam,32,0.5220276088831126,0.12800177414235403,0.06687017211288611,-209.5739309,50.19925276059467
1000,0.001,rmsprop,32,0.509348444181576,0.1296884123352216,-0.066243592,-222.3716797,61.18763389269913
1000,0.0001,nadam,32,0.5062695552280986,0.1300946800489432,0.012876593140246235,-169.8111379,50.505025393414805
1000,0.0001,sgd,64,0.49564331096412895,0.131487199612958,-0.025520698,-184.1408838,54.40204921247995
1000,0.01,adam,64,0.49507855051618044,0.1315607963302454,0.05447023517636634,-192.7819812,49.74288122342319
1000,0.001,adam,64,0.49082974215657005,0.13211316503600065,-0.071934828,-220.9150399,61.581835325995414
1000,0.001,rmsprop,64,0.4759691522247108,0.13402722013775642,-0.049813486,-176.6650637,55.9270019801713
1000,0.01,sgd,16,0.47169501115182355,0.13457269174969888,-0.093146087,-244.630211,65.36709304323215
1000,0.01,nadam,16,0.4641847393997205,0.13552584468093926,-0.043452686,-163.7067238,54.26926646323263
1000,0.001,nadam,64,0.45678494124610824,0.1364584656765679,-0.077930919,-211.2547137,61.32050828894966
1000,0.001,sgd,16,0.45312029431030887,0.13691798122590018,0.04293580735252255,-172.1426817,48.92813025856586
1000,0.001,nadam,32,0.44613440344336464,0.13778970752563838,0.06268319748147062,-184.3287909,48.586403547714525
1000,0.001,sgd,32,0.43097550165400444,0.1396625816683665,-0.024688585,-154.8100072,52.08746380270539
1000,0.001,nadam,16,0.41543802150699405,0.14155651611505296,0.061999161332551636,-185.0778103,48.694344994318875
1000,0.001,adam,16,0.4100317989968967,0.14220959036759578,-0.067022117,-191.7725868,58.62630448314867
1000,0.0001,rmsprop,64,0.3711543494833853,0.1468204714033932,-0.041961027,-168.1980166,54.368818026587164
1000,0.0001,sgd,16,0.363089678794986,0.14775892636566224,-0.019007529,-154.7304274,51.59536012398889
1000,0.0001,sgd,32,0.3468366696710965,0.1496323445404003,-0.014333286,-149.690428,50.89093771579816
1000,0.0001,rmsprop,32,0.2819498928928763,0.15688880645982764,-0.038829778,-157.8757381,53.26665506383056
1000,0.01,rmsprop,16,0.24786001578414096,0.16056982045827467,-0.127160424,-274.1944297,70.60077541257736
1000,0.0001,adam,32,0.2008303109894105,0.16551375256921905,-0.049343537,-157.2477111,53.99722193177092
1000,0.0001,adam,64,0.1298695306293467,0.17270573994061644,-0.116429592,-220.2906143,65.13068315561303
1000,0.0001,nadam,64,0.09198899357598678,0.17642500558686416,-0.097129606,-192.9648045,61.010302640615436
1000,0.01,nadam,32,0.08716960913068483,0.17689258510410333,-0.117599292,-205.5196644,63.598349136563215
1000,0.0001,rmsprop,16,0.08401127313945145,0.1771983394934619,-0.018080551,-145.9687768,51.066667194257896
1000,0.1,adam,16,0.0435504793077407,0.18106962842384206,-0.048503523,-144.2140669,52.4993747676273
1000,0.01,sgd,64,-0.0059742,0.1856983328740742,0.014404491319406458,-134.8171484,48.40007408413627
1000,0.01,nadam,64,-0.006720835,0.1857672328171761,-0.01636225,-135.054422,50.06707964638034
1000,0.1,sgd,64,-0.045192638,0.18928349854443619,0.03935939643199089,-140.1010061,47.39652198454596
1000,0.1,sgd,32,-0.087309345,0.1930594851851447,0.054676872890010574,-145.7736744,46.948110982837136
1000,0.0001,nadam,16,-0.171807432,0.20042076133034106,-0.012469117,-137.6813838,50.03297226736234
1000,0.1,adam,32,-0.223805987,0.2048192965684896,0.0875765888345833,-164.2051283,46.167771135227326
1000,0.1,adam,64,-0.289556248,0.21024938222766903,0.09962791774088982,-173.0900934,46.018005103447344
1000,0.1,sgd,16,-0.315751104,0.2123740528672213,0.10403680223086761,-176.6263937,45.977588078734975
1000,0.1,nadam,32,-18.66549623,0.8210451466987807,0.7998975316250034,-2653.842026,170.5694257023058
1000,0.1,rmsprop,64,-31.03927448,1.0479870593130307,-1.031502688,-4324.302055,280.9944529923881
1000,0.1,nadam,64,-31.76493172,1.0597885353573409,-1.043490613,-4422.265782,283.9502862725009
1000,0.1,rmsprop,16,-51.905974,1.3466878458031122,-1.333900139,-7141.308488,355.55585375291037
1000,0.1,rmsprop,32,-55.74436195,1.394684396046976,1.3823405938686415,-7659.488996,314.18098884352844
1000,0.1,nadam,16,-70.66846213,1.5673956103372166,1.5564187431343546,-9674.200589,357.10301289250344
