datetime,u_wind_10m,v_wind_10m,dewpoint_temperature_2m,temperature_2m,location_name,latitude,longitude,wind_speed_10m,wind_direction_10m,temperature_2m_c,dewpoint_temperature_2m_c
2024-12-01 00:00:00,1.5082287,2.084509,296.94836,299.9158,bundaran_hi,-6.206,106.904,2.5729227,54.1127,26.765808,23.79837
2024-12-01 00:00:00,0.7086376,2.0618343,296.04575,298.48172,jagakarsa,-6.457,106.904,2.1802127,71.03253,25.331726,22.895752
2024-12-01 00:00:00,1.7379955,2.1738892,296.9969,300.25543,kebun_jeruk,-6.206,106.653,2.7832396,51.358124,27.105438,23.846893
2024-12-01 00:00:00,1.5082287,2.084509,296.94836,299.9158,kelapa_gading,-6.206,106.904,2.5729227,54.1127,26.765808,23.79837
2024-12-01 00:00:00,1.5082287,2.084509,296.94836,299.9158,lubang_buaya,-6.206,106.904,2.5729227,54.1127,26.765808,23.79837
2024-12-01 01:00:00,1.5991582,1.7353773,297.28046,300.87695,bundaran_hi,-6.206,106.904,2.3598392,47.339294,27.72696,24.130463
2024-12-01 01:00:00,0.8212956,1.7197332,296.61572,299.57706,jagakarsa,-6.457,106.904,1.9057829,64.4722,26.427063,23.465729
2024-12-01 01:00:00,1.822028,1.8946905,297.29672,301.20972,kebun_jeruk,-6.206,106.653,2.6286192,46.119995,28.059723,24.146729
2024-12-01 01:00:00,1.5991582,1.7353773,297.28046,300.87695,kelapa_gading,-6.206,106.904,2.3598392,47.339294,27.72696,24.130463
2024-12-01 01:00:00,1.5991582,1.7353773,297.28046,300.87695,lubang_buaya,-6.206,106.904,2.3598392,47.339294,27.72696,24.130463
2024-12-01 02:00:00,2.0780802,1.5462112,297.503,303.4732,bundaran_hi,-6.206,106.904,2.5902097,36.651367,30.323212,24.352997
2024-12-01 02:00:00,1.128129,1.8113785,296.89716,302.9204,jagakarsa,-6.457,106.904,2.1339557,58.085297,29.770416,23.747162
2024-12-01 02:00:00,2.5035563,1.8535156,297.58368,303.7619,kebun_jeruk,-6.206,106.653,3.1150143,36.514526,30.611908,24.433685
2024-12-01 02:00:00,2.0780802,1.5462112,297.503,303.4732,kelapa_gading,-6.206,106.904,2.5902097,36.651367,30.323212,24.352997
2024-12-01 02:00:00,2.0780802,1.5462112,297.503,303.4732,lubang_buaya,-6.206,106.904,2.5902097,36.651367,30.323212,24.352997
2024-12-01 03:00:00,2.828103,1.1800013,297.14243,304.3094,bundaran_hi,-6.206,106.904,3.0644035,22.647919,31.159393,23.992432
2024-12-01 03:00:00,1.7180262,1.5219507,296.28162,303.79468,jagakarsa,-6.457,106.904,2.295201,41.536835,30.644684,23.131622
2024-12-01 03:00:00,3.378274,1.7803736,297.24304,304.37732,kebun_jeruk,-6.206,106.653,3.8186994,27.78955,31.227325,24.093048
2024-12-01 03:00:00,2.828103,1.1800013,297.14243,304.3094,kelapa_gading,-6.206,106.904,3.0644035,22.647919,31.159393,23.992432
2024-12-01 03:00:00,2.828103,1.1800013,297.14243,304.3094,lubang_buaya,-6.206,106.904,3.0644035,22.647919,31.159393,23.992432
2024-12-01 04:00:00,3.2880325,0.927473,297.39453,304.76788,bundaran_hi,-6.206,106.904,3.416338,15.752441,31.61789,24.244537
2024-12-01 04:00:00,1.9394302,1.3218212,296.52097,304.2941,jagakarsa,-6.457,106.904,2.347041,34.27643,31.144104,23.370972
2024-12-01 04:00:00,3.8658829,1.6508007,297.37628,304.76465,kebun_jeruk,-6.206,106.653,4.203593,23.123352,31.614655,24.226288
2024-12-01 04:00:00,3.2880325,0.927473,297.39453,304.76788,kelapa_gading,-6.206,106.904,3.416338,15.752441,31.61789,24.244537
2024-12-01 04:00:00,3.2880325,0.927473,297.39453,304.76788,lubang_buaya,-6.206,106.904,3.416338,15.752441,31.61789,24.244537
2024-12-01 05:00:00,3.253395,1.0990295,297.49213,305.5163,bundaran_hi,-6.206,106.904,3.434013,18.665497,32.366302,24.342133
2024-12-01 05:00:00,1.8763809,1.3123932,296.7035,305.20587,jagakarsa,-6.457,106.904,2.2897995,34.97,32.055878,23.553497
2024-12-01 05:00:00,3.8164444,1.8567963,297.33948,305.22083,kebun_jeruk,-6.206,106.653,4.2441654,25.944092,32.07083,24.189484
2024-12-01 05:00:00,3.253395,1.0990295,297.49213,305.5163,kelapa_gading,-6.206,106.904,3.434013,18.665497,32.366302,24.342133
2024-12-01 05:00:00,3.253395,1.0990295,297.49213,305.5163,lubang_buaya,-6.206,106.904,3.434013,18.665497,32.366302,24.342133
2024-12-01 06:00:00,3.247447,0.8870695,296.9866,305.5807,bundaran_hi,-6.206,106.904,3.366423,15.278137,32.430695,23.836609
2024-12-01 06:00:00,1.9273787,1.1334684,296.23364,305.3169,jagakarsa,-6.457,106.904,2.2359648,30.45929,32.1669,23.083649
2024-12-01 06:00:00,3.7017927,1.79335,297.0307,304.9901,kebun_jeruk,-6.206,106.653,4.1133165,25.848083,31.840118,23.880707
2024-12-01 06:00:00,3.247447,0.8870695,296.9866,305.5807,kelapa_gading,-6.206,106.904,3.366423,15.278137,32.430695,23.836609
2024-12-01 06:00:00,3.247447,0.8870695,296.9866,305.5807,lubang_buaya,-6.206,106.904,3.366423,15.278137,32.430695,23.836609
2024-12-01 07:00:00,3.252881,0.9717483,297.7823,304.58575,bundaran_hi,-6.206,106.904,3.394927,16.63272,31.43576,24.632294
2024-12-01 07:00:00,1.8655825,1.1374588,296.96457,304.00653,jagakarsa,-6.457,106.904,2.1849966,31.370941,30.856537,23.814575
2024-12-01 07:00:00,3.5292788,2.005043,297.49533,304.87082,kebun_jeruk,-6.206,106.653,4.0590644,29.601624,31.720825,24.345337
2024-12-01 07:00:00,3.252881,0.9717483,297.7823,304.58575,kelapa_gading,-6.206,106.904,3.394927,16.63272,31.43576,24.632294
2024-12-01 07:00:00,3.252881,0.9717483,297.7823,304.58575,lubang_buaya,-6.206,106.904,3.394927,16.63272,31.43576,24.632294
2024-12-01 08:00:00,3.1045122,1.2151966,297.46475,303.3818,bundaran_hi,-6.206,106.904,3.3338714,21.376831,30.231812,24.314758
2024-12-01 08:00:00,1.4546709,1.1943531,296.7113,301.93777,jagakarsa,-6.457,106.904,1.8821654,39.387604,28.78778,23.56131
2024-12-01 08:00:00,3.5019732,1.9467793,297.3416,303.6589,kebun_jeruk,-6.206,106.653,4.006715,29.070099,30.508911,24.19162
2024-12-01 08:00:00,3.1045122,1.2151966,297.46475,303.3818,kelapa_gading,-6.206,106.904,3.3338714,21.376831,30.231812,24.314758
2024-12-01 08:00:00,3.1045122,1.2151966,297.46475,303.3818,lubang_buaya,-6.206,106.904,3.3338714,21.376831,30.231812,24.314758
2024-12-01 09:00:00,2.290316,1.817483,297.29102,303.37677,bundaran_hi,-6.206,106.904,2.9238317,38.433807,30.226776,24.141022
2024-12-01 09:00:00,0.70584345,1.5934687,296.5832,302.05417,jagakarsa,-6.457,106.904,1.7428015,66.10855,28.904175,23.433197
2024-12-01 09:00:00,3.1421838,2.2293482,297.1504,303.52374,kebun_jeruk,-6.206,106.653,3.852702,35.355316,30.373749,24.000397
2024-12-01 09:00:00,2.290316,1.817483,297.29102,303.37677,kelapa_gading,-6.206,106.904,2.9238317,38.433807,30.226776,24.141022
2024-12-01 09:00:00,2.290316,1.817483,297.29102,303.37677,lubang_buaya,-6.206,106.904,2.9238317,38.433807,30.226776,24.141022
2024-12-01 10:00:00,2.7053497,0.18250203,297.4143,302.80838,bundaran_hi,-6.206,106.904,2.7114985,3.859314,29.658386,24.264313
2024-12-01 10:00:00,0.8955962,0.5718453,296.56232,301.0971,jagakarsa,-6.457,106.904,1.062591,32.558563,27.947113,23.412323
2024-12-01 10:00:00,3.532132,0.8316567,297.0704,302.61536,kebun_jeruk,-6.206,106.653,3.62872,13.249237,29.465363,23.92041
2024-12-01 10:00:00,2.7053497,0.18250203,297.4143,302.80838,kelapa_gading,-6.206,106.904,2.7114985,3.859314,29.658386,24.264313
2024-12-01 10:00:00,2.7053497,0.18250203,297.4143,302.80838,lubang_buaya,-6.206,106.904,2.7114985,3.859314,29.658386,24.264313
2024-12-01 11:00:00,2.7589474,0.34476483,297.27713,301.97922,bundaran_hi,-6.206,106.904,2.7804053,7.1228943,28.829224,24.127136
2024-12-01 11:00:00,1.0394039,0.6666032,296.5984,300.34512,jagakarsa,-6.457,106.904,1.2347957,32.67337,27.19513,23.448395
2024-12-01 11:00:00,3.37467,1.2149736,296.9078,301.90833,kebun_jeruk,-6.206,106.653,3.5867198,19.800262,28.758331,23.757812
2024-12-01 11:00:00,2.7589474,0.34476483,297.27713,301.97922,kelapa_gading,-6.206,106.904,2.7804053,7.1228943,28.829224,24.127136
2024-12-01 11:00:00,2.7589474,0.34476483,297.27713,301.97922,lubang_buaya,-6.206,106.904,2.7804053,7.1228943,28.829224,24.127136
2024-12-01 12:00:00,3.084813,0.94298047,297.56912,301.34424,bundaran_hi,-6.206,106.904,3.2257223,16.99759,28.194244,24.419128
2024-12-01 12:00:00,0.9846545,0.82531995,296.12888,300.27158,jagakarsa,-6.457,106.904,1.2847947,39.969147,27.121582,22.978882
2024-12-01 12:00:00,3.645177,1.5957668,297.14865,301.39713,kebun_jeruk,-6.206,106.653,3.979169,23.642578,28.247131,23.998657
2024-12-01 12:00:00,3.084813,0.94298047,297.56912,301.34424,kelapa_gading,-6.206,106.904,3.2257223,16.99759,28.194244,24.419128
2024-12-01 12:00:00,3.084813,0.94298047,297.56912,301.34424,lubang_buaya,-6.206,106.904,3.2257223,16.99759,28.194244,24.419128
2024-12-01 13:00:00,3.489297,1.317606,297.7711,300.84277,bundaran_hi,-6.206,106.904,3.7297826,20.687225,27.69278,24.621094
2024-12-01 13:00:00,1.3743067,1.0145512,296.85565,299.39908,jagakarsa,-6.457,106.904,1.708225,36.43576,26.249084,23.705658
2024-12-01 13:00:00,3.312295,1.9733372,297.30875,300.86356,kebun_jeruk,-6.206,106.653,3.855562,30.784851,27.713562,24.158752
2024-12-01 13:00:00,3.489297,1.317606,297.7711,300.84277,kelapa_gading,-6.206,106.904,3.7297826,20.687225,27.69278,24.621094
2024-12-01 13:00:00,3.489297,1.317606,297.7711,300.84277,lubang_buaya,-6.206,106.904,3.7297826,20.687225,27.69278,24.621094
2024-12-01 14:00:00,2.8702364,1.8941555,297.78668,300.3372,bundaran_hi,-6.206,106.904,3.4389071,33.422028,27.187195,24.636688
2024-12-01 14:00:00,1.145627,1.5284023,296.824,298.93234,jagakarsa,-6.457,106.904,1.9100982,53.1463,25.782349,23.674011
2024-12-01 14:00:00,2.6359224,2.3393764,297.2828,300.29803,kebun_jeruk,-6.206,106.653,3.524311,41.58899,27.14804,24.132812
2024-12-01 14:00:00,2.8702364,1.8941555,297.78668,300.3372,kelapa_gading,-6.206,106.904,3.4389071,33.422028,27.187195,24.636688
2024-12-01 14:00:00,2.8702364,1.8941555,297.78668,300.3372,lubang_buaya,-6.206,106.904,3.4389071,33.422028,27.187195,24.636688
2024-12-01 15:00:00,2.3750668,2.029623,297.68338,300.06805,bundaran_hi,-6.206,106.904,3.1241496,40.515686,26.91806,24.533386
2024-12-01 15:00:00,1.0086117,1.5286617,296.50024,298.6391,jagakarsa,-6.457,106.904,1.8314214,56.58316,25.489105,23.35025
2024-12-01 15:00:00,2.3063717,2.358862,297.13318,300.02408,kebun_jeruk,-6.206,106.653,3.299027,45.644623,26.874084,23.983185
2024-12-01 15:00:00,2.3750668,2.029623,297.68338,300.06805,kelapa_gading,-6.206,106.904,3.1241496,40.515686,26.91806,24.533386
2024-12-01 15:00:00,2.3750668,2.029623,297.68338,300.06805,lubang_buaya,-6.206,106.904,3.1241496,40.515686,26.91806,24.533386
2024-12-01 16:00:00,2.4631538,1.8299961,297.66742,299.9152,bundaran_hi,-6.206,106.904,3.0685523,36.610443,26.765198,24.517426
2024-12-01 16:00:00,1.1479378,1.5212193,296.50626,298.4741,jagakarsa,-6.457,106.904,1.9057463,52.96118,25.324097,23.356262
2024-12-01 16:00:00,2.428547,2.1029453,297.11856,299.78653,kebun_jeruk,-6.206,106.653,3.2125099,40.890198,26.636536,23.968567
2024-12-01 16:00:00,2.4631538,1.8299961,297.66742,299.9152,kelapa_gading,-6.206,106.904,3.0685523,36.610443,26.765198,24.517426
2024-12-01 16:00:00,2.4631538,1.8299961,297.66742,299.9152,lubang_buaya,-6.206,106.904,3.0685523,36.610443,26.765198,24.517426
2024-12-01 17:00:00,2.621562,1.705842,297.3672,299.56894,bundaran_hi,-6.206,106.904,3.1276963,33.05191,26.418945,24.217194
2024-12-01 17:00:00,1.3869429,1.4712381,296.10095,298.00995,jagakarsa,-6.457,106.904,2.0219178,46.6893,24.859955,22.950958
2024-12-01 17:00:00,2.4952192,2.1975107,296.80942,299.26428,kebun_jeruk,-6.206,106.653,3.3249319,41.369995,26.114288,23.659424
2024-12-01 17:00:00,2.621562,1.705842,297.3672,299.56894,kelapa_gading,-6.206,106.904,3.1276963,33.05191,26.418945,24.217194
2024-12-01 17:00:00,2.621562,1.705842,297.3672,299.56894,lubang_buaya,-6.206,106.904,3.1276963,33.05191,26.418945,24.217194
2024-12-01 18:00:00,2.5360785,1.9545689,297.26022,299.4832,bundaran_hi,-6.206,106.904,3.2018797,37.621643,26.33319,24.11023
2024-12-01 18:00:00,1.3640203,1.6532841,296.0045,297.95905,jagakarsa,-6.457,106.904,2.1433384,50.476105,24.809052,22.854492
2024-12-01 18:00:00,2.3284674,2.3778324,296.7596,299.1755,kebun_jeruk,-6.206,106.653,3.3280396,45.600952,26.025513,23.60962
2024-12-01 18:00:00,2.5360785,1.9545689,297.26022,299.4832,kelapa_gading,-6.206,106.904,3.2018797,37.621643,26.33319,24.11023
2024-12-01 18:00:00,2.5360785,1.9545689,297.26022,299.4832,lubang_buaya,-6.206,106.904,3.2018797,37.621643,26.33319,24.11023
2024-12-01 19:00:00,2.339984,1.531642,297.26553,299.33707,bundaran_hi,-6.206,106.904,2.796686,33.20685,26.187073,24.11554
2024-12-01 19:00:00,1.1507139,1.4505262,296.03058,297.8449,jagakarsa,-6.457,106.904,1.8515315,51.574768,24.694916,22.880585
2024-12-01 19:00:00,2.4111204,1.8714705,296.83115,299.05853,kebun_jeruk,-6.206,106.653,3.0521965,37.817993,25.908539,23.681152
2024-12-01 19:00:00,2.339984,1.531642,297.26553,299.33707,kelapa_gading,-6.206,106.904,2.796686,33.20685,26.187073,24.11554
2024-12-01 19:00:00,2.339984,1.531642,297.26553,299.33707,lubang_buaya,-6.206,106.904,2.796686,33.20685,26.187073,24.11554
2024-12-01 20:00:00,2.588232,1.3189077,297.495,299.269,bundaran_hi,-6.206,106.904,2.9049032,27.00241,26.119019,24.345001
2024-12-01 20:00:00,1.2421017,1.3009024,296.26428,297.82162,jagakarsa,-6.457,106.904,1.798656,46.324585,24.67163,23.114288
2024-12-01 20:00:00,2.6296444,1.5880804,297.09476,299.04263,kebun_jeruk,-6.206,106.653,3.0719748,31.128387,25.89264,23.944763
2024-12-01 20:00:00,2.588232,1.3189077,297.495,299.269,kelapa_gading,-6.206,106.904,2.9049032,27.00241,26.119019,24.345001
2024-12-01 20:00:00,2.588232,1.3189077,297.495,299.269,lubang_buaya,-6.206,106.904,2.9049032,27.00241,26.119019,24.345001
2024-12-01 21:00:00,2.5645065,1.0702629,297.35345,299.2634,bundaran_hi,-6.206,106.904,2.7788768,22.652557,26.113403,24.20346
2024-12-01 21:00:00,1.2128525,1.1108513,296.0706,297.86197,jagakarsa,-6.457,106.904,1.644689,42.486572,24.711975,22.920593
2024-12-01 21:00:00,2.514244,1.3502998,296.98434,299.0879,kebun_jeruk,-6.206,106.653,2.8538978,28.238464,25.937897,23.83435
2024-12-01 21:00:00,2.5645065,1.0702629,297.35345,299.2634,kelapa_gading,-6.206,106.904,2.7788768,22.652557,26.113403,24.20346
2024-12-01 21:00:00,2.5645065,1.0702629,297.35345,299.2634,lubang_buaya,-6.206,106.904,2.7788768,22.652557,26.113403,24.20346
2024-12-01 22:00:00,2.1469288,1.0002518,296.8649,299.22995,bundaran_hi,-6.206,106.904,2.368503,24.980774,26.079956,23.714905
2024-12-01 22:00:00,0.9341907,1.1671906,295.956,297.81174,jagakarsa,-6.457,106.904,1.495007,51.327087,24.661743,22.806
2024-12-01 22:00:00,2.150652,1.1915207,296.94513,299.3705,kebun_jeruk,-6.206,106.653,2.4586632,28.98767,26.22052,23.795135
2024-12-01 22:00:00,2.1469288,1.0002518,296.8649,299.22995,kelapa_gading,-6.206,106.904,2.368503,24.980774,26.079956,23.714905
2024-12-01 22:00:00,2.1469288,1.0002518,296.8649,299.22995,lubang_buaya,-6.206,106.904,2.368503,24.980774,26.079956,23.714905
