"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","61","90","60","10","32","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"04:00","60","88","60","10","32","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"05:00","59","87","60","10","32","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"06:00","59","87","60","10","32","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"07:00","58","87","60","10","32","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"08:00","58","86","60","10","32","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"09:00","57","87","60","10","32","43","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"10:00","57","88","60","10","31","44","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"11:00","57","89","60","10","31","45","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"12:00","57","90","60","10","32","45","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"13:00","57","91","60","11","32","45","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"14:00","57","93","60","11","32","45","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"15:00","58","94","60","10","31","45","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"16:00","58","93","60","10","30","44","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"17:00","59","93","60","10","31","45","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"18:00","59","94","60","11","32","45","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"19:00","59","95","60","11","34","46","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"20:00","60","96","60","11","35","46","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"21:00","60","97","61","11","35","46","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"22:00","60","98","61","11","35","47","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"23:00","61","99","61","11","35","47","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
