"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","51","73","61","8","34","40","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"01:00","51","73","61","8","34","39","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"02:00","50","71","61","8","34","38","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"03:00","50","71","61","7","34","38","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"04:00","50","70","61","7","34","37","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"05:00","49","69","61","7","34","37","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"06:00","48","69","61","7","34","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"07:00","47","68","61","7","34","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"08:00","47","67","61","7","35","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"09:00","46","67","61","7","34","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"10:00","45","66","61","7","34","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"11:00","44","65","61","7","34","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"12:00","43","65","61","7","34","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"13:00","43","65","61","7","33","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"14:00","42","65","61","6","33","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"15:00","42","65","61","7","33","35","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"16:00","42","66","61","7","34","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"17:00","43","67","61","7","34","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"18:00","43","68","61","7","35","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"19:00","44","69","61","7","37","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"20:00","44","70","61","7","37","36","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"21:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"22:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
