"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","65","96","28","30","9","17","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","66","96","28","30","9","16","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","66","96","28","30","9","16","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"06:00","67","95","27","31","9","16","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"07:00","67","95","27","31","9","16","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","67","94","27","31","9","19","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","67","93","27","31","9","18","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","67","91","27","30","9","18","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","66","90","27","30","10","17","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","65","89","27","29","12","16","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","65","89","27","29","14","15","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","64","89","27","28","15","14","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00","64","89","27","28","15","13","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","64","89","27","28","15","13","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","63","88","27","27","15","12","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","63","87","27","27","14","12","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","63","85","27","26","14","11","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","62","84","27","25","14","10","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","62","81","27","23","14","8","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00","61","78","27","21","15","7","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","60","75","27","18","15","6","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
