"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","20","20","68","4","8","28","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"04:00","18","18","68","3","8","25","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"05:00","16","18","68","3","8","23","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"06:00","15","17","68","3","8","21","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"07:00","15","17","68","3","9","19","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"08:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09:00","14","17","68","3","9","18","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"10:00","14","17","68","3","9","17","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"11:00","14","18","68","3","9","17","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"12:00","14","18","68","3","9","17","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"13:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14:00","14","18","68","3","9","17","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","14","19","68","3","8","18","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"17:00","14","0","0","0","0","0","Baik","-","-","-","-","-","pm10","Baik"
"18:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"19:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"20:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"21:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"22:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"23:00","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
