"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","48","66","61","14","25","63","Baik","Sedang","Sedang","Baik","Baik","Sedang","pm25","Sedang"
"04:00","46","65","61","14","26","65","Baik","Sedang","Sedang","Baik","Baik","Sedang","pm25","Sedang"
"05:00","44","65","61","14","26","65","Baik","Sedang","Sedang","Baik","Baik","Sedang","pm25","Sedang"
"06:00","43","65","61","14","26","66","Baik","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"07:00","42","65","61","14","26","65","Baik","Sedang","Sedang","Baik","Baik","Sedang","pm25","Sedang"
"08:00","41","64","61","14","25","65","Baik","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"09:00","40","63","61","15","24","67","Baik","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"10:00","40","63","61","15","24","68","Baik","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"11:00","40","63","61","15","23","68","Baik","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"12:00","40","62","61","15","23","69","Baik","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"13:00","40","62","61","15","23","69","Baik","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"14:00","40","61","61","15","22","68","Baik","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"15:00","46","61","61","15","21","68","Baik","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"16:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"17:00","51","61","61","15","21","70","Sedang","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"18:00","52","63","61","15","21","70","Sedang","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"19:00","52","63","61","15","22","70","Sedang","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"20:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"21:00","53","64","61","15","22","71","Sedang","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
"22:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"23:00","53","66","61","14","22","71","Sedang","Sedang","Sedang","Baik","Baik","Sedang","no2","Sedang"
