"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","32","69","57","11","12","48","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"04:00","35","72","57","11","12","48","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"05:00","38","74","57","11","12","47","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"06:00","41","76","57","11","12","45","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"07:00","44","78","57","11","12","41","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"08:00","47","80","57","12","12","39","Baik","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"09:00","50","82","57","12","12","40","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"10:00","51","83","57","13","12","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"11:00","52","84","57","13","12","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"12:00","54","86","57","13","12","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"13:00","55","87","57","13","12","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"14:00","56","88","57","13","12","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"15:00","56","89","57","13","13","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"16:00","57","90","57","13","13","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"17:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"19:00","58","92","57","14","13","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"20:00","59","92","57","14","13","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"21:00","58","91","57","13","13","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"22:00","58","91","57","13","13","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"23:00","58","88","57","13","13","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
