"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","45","74","57","10","11","60","Baik","Sedang","Sedang","Baik","Baik","Sedang","pm25","Sedang"
"04:00","45","75","57","10","11","58","Baik","Sedang","Sedang","Baik","Baik","Sedang","pm25","Sedang"
"05:00","46","75","57","9","11","55","Baik","Sedang","Sedang","Baik","Baik","Sedang","pm25","Sedang"
"06:00","48","75","57","9","12","53","Baik","Sedang","Sedang","Baik","Baik","Sedang","pm25","Sedang"
"07:00","49","75","57","9","12","51","Baik","Sedang","Sedang","Baik","Baik","Sedang","pm25","Sedang"
"08:00","50","76","57","9","11","47","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"09:00","51","77","57","9","11","43","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","52","76","57","9","11","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"12:00","52","76","57","9","11","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"13:00","52","75","57","9","11","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","53","76","57","9","11","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"17:00","53","76","57","9","11","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"18:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"19:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"20:00","53","74","57","10","10","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"21:00","53","73","57","10","9","41","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"22:00","53","72","57","10","9","42","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
"23:00","53","72","57","11","9","44","Sedang","Sedang","Sedang","Baik","Baik","Baik","pm25","Sedang"
