"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","60","73","35","12","29","9","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"01:00","59","73","35","13","28","10","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"02:00","59","72","35","13","28","11","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"03:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07:00","58","71","35","13","28","12","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","58","71","34","12","28","12","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","54","66","34","12","27","11","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","54","67","34","12","27","10","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","53","66","34","12","27","10","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","52","65","34","12","27","10","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","52","66","34","12","27","11","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","52","68","34","12","27","11","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00","52","70","34","12","27","11","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","52","71","34","12","27","11","Sedang","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
