"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","22","35","67","5","10","29","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"01:00","22","34","67","5","10","28","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"02:00","21","35","67","5","11","26","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"03:00","20","35","67","5","11","25","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"04:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05:00","19","36","67","5","12","22","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"06:00","19","34","67","4","12","20","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"07:00","18","32","67","4","12","18","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"08:00","18","31","67","4","12","16","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"09:00","18","31","67","4","12","14","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"10:00","18","32","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"11:00","18","32","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"12:00","18","32","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"13:00","18","32","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"14:00","19","31","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"15:00","19","31","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"16:00","19","31","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"17:00","19","32","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"18:00","19","30","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"19:00","19","29","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"20:00","19","30","67","4","12","15","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"21:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"22:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"23:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
