datetime,station_name,ispu_pm25
5/26/2022,kebun_jeruk,70.95
5/26/2022,kelapa_gading,65.06
5/26/2022,lubang_buaya,68.71
5/27/2022,bundaran_hi,96.39
5/27/2022,jagakarsa,132.44
5/27/2022,kebun_jeruk,76.44
5/27/2022,kelapa_gading,71.87
5/27/2022,lubang_buaya,91.17
5/28/2022,bundaran_hi,77.1
5/28/2022,jagakarsa,101.9
5/28/2022,kebun_jeruk,89.1
5/28/2022,kelapa_gading,70.15
5/28/2022,lubang_buaya,76.1
5/29/2022,bundaran_hi,85.7
5/29/2022,jagakarsa,93.2
5/29/2022,kebun_jeruk,87.95
5/29/2022,kelapa_gading,67.09
5/29/2022,lubang_buaya,76.95
5/30/2022,bundaran_hi,59.24
5/30/2022,jagakarsa,74.9
5/30/2022,kebun_jeruk,67.48
5/30/2022,kelapa_gading,48.92
5/30/2022,lubang_buaya,58.33
5/31/2022,bundaran_hi,73.42
5/31/2022,jagakarsa,79.21
5/31/2022,kebun_jeruk,96.63
5/31/2022,kelapa_gading,62
5/31/2022,lubang_buaya,75.11
6/1/2022,bundaran_hi,55.85
6/1/2022,jagakarsa,60.8
6/1/2022,kebun_jeruk,78.8
6/1/2022,kelapa_gading,52.75
6/1/2022,lubang_buaya,55.3
6/2/2022,bundaran_hi,60.81
6/2/2022,jagakarsa,64.33
6/2/2022,kebun_jeruk,69.43
6/2/2022,kelapa_gading,48.36
6/2/2022,lubang_buaya,65.38
6/3/2022,bundaran_hi,61.63
6/3/2022,jagakarsa,59.95
6/3/2022,kebun_jeruk,71.53
6/3/2022,kelapa_gading,51.87
6/3/2022,lubang_buaya,63.32
6/4/2022,bundaran_hi,105.37
6/4/2022,jagakarsa,79.26
6/4/2022,kebun_jeruk,100.68
6/4/2022,kelapa_gading,67.55
6/4/2022,lubang_buaya,101.79
6/5/2022,bundaran_hi,77.45
6/5/2022,jagakarsa,77.55
6/5/2022,kebun_jeruk,78.65
6/5/2022,kelapa_gading,64.65
6/5/2022,lubang_buaya,82.7
6/6/2022,bundaran_hi,84.15
6/6/2022,jagakarsa,85.7
6/6/2022,kebun_jeruk,90.35
6/6/2022,kelapa_gading,67.01
6/6/2022,lubang_buaya,86.1
6/7/2022,bundaran_hi,66.37
6/7/2022,jagakarsa,66.16
6/7/2022,kebun_jeruk,77.26
6/7/2022,kelapa_gading,61.35
6/7/2022,lubang_buaya,74.21
6/8/2022,bundaran_hi,66.05
6/8/2022,jagakarsa,91.8
6/8/2022,kebun_jeruk,72.1
6/8/2022,kelapa_gading,58.97
6/8/2022,lubang_buaya,74.25
6/9/2022,bundaran_hi,71.75
6/9/2022,jagakarsa,74.85
6/9/2022,kebun_jeruk,82.2
6/9/2022,kelapa_gading,57.82
6/9/2022,lubang_buaya,74.25
6/10/2022,bundaran_hi,65.95
6/10/2022,jagakarsa,67.89
6/10/2022,kebun_jeruk,76.05
6/10/2022,kelapa_gading,55.18
6/10/2022,lubang_buaya,68.84
6/11/2022,bundaran_hi,69.9
6/11/2022,jagakarsa,68.8
6/11/2022,kebun_jeruk,74.3
6/11/2022,kelapa_gading,55.06
6/11/2022,lubang_buaya,75.8
6/12/2022,bundaran_hi,83.4
6/12/2022,jagakarsa,80.95
6/12/2022,kebun_jeruk,95.35
6/12/2022,kelapa_gading,62.19
6/12/2022,lubang_buaya,22.2
6/13/2022,bundaran_hi,75.86
6/13/2022,jagakarsa,76.52
6/13/2022,kebun_jeruk,88.48
6/13/2022,kelapa_gading,63.61
6/13/2022,lubang_buaya,44.76
6/14/2022,bundaran_hi,81.53
6/14/2022,jagakarsa,79.68
6/14/2022,kebun_jeruk,96.11
6/14/2022,kelapa_gading,44.41
6/14/2022,lubang_buaya,92.79
6/15/2022,bundaran_hi,86.12
6/15/2022,jagakarsa,96.19
6/15/2022,kebun_jeruk,101.04
6/15/2022,kelapa_gading,53.98
6/15/2022,lubang_buaya,90.06
6/16/2022,bundaran_hi,90.71
6/16/2022,jagakarsa,112.69
6/16/2022,kebun_jeruk,105.97
6/16/2022,kelapa_gading,92.22
6/16/2022,lubang_buaya,87.33
6/17/2022,bundaran_hi,95.3
6/17/2022,jagakarsa,129.2
6/17/2022,kebun_jeruk,110.9
6/17/2022,kelapa_gading,76.63
6/17/2022,lubang_buaya,84.6
6/18/2022,bundaran_hi,99.02
6/18/2022,jagakarsa,108.13
6/18/2022,kebun_jeruk,110.04
6/18/2022,kelapa_gading,86.24
6/18/2022,lubang_buaya,87.44
6/19/2022,bundaran_hi,102.74
6/19/2022,jagakarsa,87.07
6/19/2022,kebun_jeruk,109.19
6/19/2022,kelapa_gading,81.08
6/19/2022,lubang_buaya,90.29
6/20/2022,bundaran_hi,106.47
6/20/2022,jagakarsa,66
6/20/2022,kebun_jeruk,108.33
6/20/2022,kelapa_gading,81.35
6/20/2022,lubang_buaya,93.13
6/21/2022,bundaran_hi,92.23
6/21/2022,jagakarsa,89.27
6/21/2022,kebun_jeruk,97
6/21/2022,kelapa_gading,83.22
6/21/2022,lubang_buaya,103.23
6/22/2022,bundaran_hi,87.47
6/22/2022,jagakarsa,112.53
6/22/2022,kebun_jeruk,94.53
6/22/2022,kelapa_gading,74.45
6/22/2022,lubang_buaya,94.47
6/23/2022,bundaran_hi,93.84
6/23/2022,jagakarsa,100.74
6/23/2022,kebun_jeruk,106.47
6/23/2022,kelapa_gading,84.88
6/23/2022,lubang_buaya,107.37
6/24/2022,bundaran_hi,102.68
6/24/2022,jagakarsa,109.11
6/24/2022,kebun_jeruk,119.37
6/24/2022,kelapa_gading,85.69
6/24/2022,lubang_buaya,113.53
6/25/2022,bundaran_hi,104.26
6/25/2022,jagakarsa,104.95
6/25/2022,kebun_jeruk,114.68
6/25/2022,kelapa_gading,96.3
6/25/2022,lubang_buaya,107.16
6/26/2022,bundaran_hi,91.72
6/26/2022,jagakarsa,98
6/26/2022,kebun_jeruk,106.44
6/26/2022,kelapa_gading,82.04
6/26/2022,lubang_buaya,88.33
6/27/2022,bundaran_hi,84
6/27/2022,jagakarsa,91.83
6/27/2022,kebun_jeruk,91.83
6/27/2022,kelapa_gading,75.16
6/27/2022,lubang_buaya,94.33
6/28/2022,bundaran_hi,74.48
6/28/2022,jagakarsa,77.33
6/28/2022,kebun_jeruk,79.48
6/28/2022,kelapa_gading,62.17
6/28/2022,lubang_buaya,76
6/29/2022,bundaran_hi,35
6/29/2022,jagakarsa,30
6/29/2022,kebun_jeruk,36.5
6/29/2022,kelapa_gading,49.18
6/29/2022,lubang_buaya,36.5
6/30/2022,bundaran_hi,22.5
6/30/2022,jagakarsa,22.33
6/30/2022,kebun_jeruk,22.5
6/30/2022,kelapa_gading,36.19
6/30/2022,lubang_buaya,25.33
7/1/2022,bundaran_hi,86.53
7/1/2022,jagakarsa,91.13
7/1/2022,kebun_jeruk,89.27
7/1/2022,kelapa_gading,23.2
7/1/2022,lubang_buaya,92.6
7/2/2022,bundaran_hi,108.27
7/2/2022,jagakarsa,118.87
7/2/2022,kebun_jeruk,117.53
7/2/2022,kelapa_gading,10.21
7/2/2022,lubang_buaya,110.13
7/3/2022,bundaran_hi,109.14
7/3/2022,jagakarsa,105.48
7/3/2022,kebun_jeruk,109.67
7/3/2022,kelapa_gading,9.79
7/3/2022,lubang_buaya,97.43
7/4/2022,bundaran_hi,72.74
7/4/2022,jagakarsa,70.17
7/4/2022,kebun_jeruk,75.04
7/4/2022,kelapa_gading,9.09
7/4/2022,lubang_buaya,69.74
7/5/2022,bundaran_hi,69
7/5/2022,jagakarsa,46.05
7/5/2022,kebun_jeruk,72.95
7/5/2022,kelapa_gading,7.97
7/5/2022,lubang_buaya,74.26
7/6/2022,bundaran_hi,75.72
7/6/2022,jagakarsa,99.78
7/6/2022,kebun_jeruk,87
7/6/2022,kelapa_gading,25.98
7/6/2022,lubang_buaya,65.44
7/7/2022,bundaran_hi,74.68
7/7/2022,jagakarsa,133.26
7/7/2022,kebun_jeruk,91.74
7/7/2022,kelapa_gading,41.23
7/7/2022,lubang_buaya,69.58
7/8/2022,bundaran_hi,73.02
7/8/2022,jagakarsa,96.56
7/8/2022,kebun_jeruk,69.51
7/8/2022,kelapa_gading,45.27
7/8/2022,lubang_buaya,73.36
7/9/2022,bundaran_hi,71.36
7/9/2022,jagakarsa,59.86
7/9/2022,kebun_jeruk,47.29
7/9/2022,kelapa_gading,55.72
7/9/2022,lubang_buaya,77.14
7/10/2022,bundaran_hi,28.75
7/10/2022,jagakarsa,65.2
7/10/2022,kebun_jeruk,67.9
7/10/2022,kelapa_gading,58.79
7/10/2022,lubang_buaya,83.95
7/11/2022,bundaran_hi,37.7
7/11/2022,jagakarsa,81.55
7/11/2022,kebun_jeruk,80.55
7/11/2022,kelapa_gading,62.96
7/11/2022,lubang_buaya,90.4
7/12/2022,bundaran_hi,92.5
7/12/2022,jagakarsa,105
7/12/2022,kebun_jeruk,100.1
7/12/2022,kelapa_gading,71.26
7/12/2022,lubang_buaya,96.8
7/13/2022,bundaran_hi,86.17
7/13/2022,jagakarsa,97.94
7/13/2022,kebun_jeruk,95.22
7/13/2022,kelapa_gading,69.64
7/13/2022,lubang_buaya,88.61
7/14/2022,bundaran_hi,82.19
7/14/2022,jagakarsa,83.1
7/14/2022,kebun_jeruk,81.95
7/14/2022,kelapa_gading,68.05
7/14/2022,lubang_buaya,75.43
7/15/2022,bundaran_hi,69.67
7/15/2022,jagakarsa,76.52
7/15/2022,kebun_jeruk,63.62
7/15/2022,kelapa_gading,57.85
7/15/2022,lubang_buaya,65.57
7/16/2022,bundaran_hi,54.21
7/16/2022,jagakarsa,51
7/16/2022,kebun_jeruk,55.36
7/16/2022,kelapa_gading,49.66
7/16/2022,lubang_buaya,54.86
7/17/2022,bundaran_hi,68.95
7/17/2022,jagakarsa,73.5
7/17/2022,kebun_jeruk,81.9
7/17/2022,kelapa_gading,51.69
7/17/2022,lubang_buaya,68.75
7/18/2022,bundaran_hi,91.1
7/18/2022,jagakarsa,111.4
7/18/2022,kebun_jeruk,103.05
7/18/2022,kelapa_gading,64.27
7/18/2022,lubang_buaya,90.95
7/19/2022,bundaran_hi,95.76
7/19/2022,jagakarsa,97.57
7/19/2022,kebun_jeruk,93.43
7/19/2022,kelapa_gading,75.16
7/19/2022,lubang_buaya,93.71
7/20/2022,bundaran_hi,92.84
7/20/2022,jagakarsa,107.63
7/20/2022,kebun_jeruk,98.37
7/20/2022,kelapa_gading,73.95
7/20/2022,lubang_buaya,100.37
7/21/2022,bundaran_hi,90.71
7/21/2022,jagakarsa,96.33
7/21/2022,kebun_jeruk,95.24
7/21/2022,kelapa_gading,82.01
7/21/2022,lubang_buaya,98.76
7/22/2022,bundaran_hi,94.05
7/22/2022,jagakarsa,97.5
7/22/2022,kebun_jeruk,105.9
7/22/2022,kelapa_gading,89.16
7/22/2022,lubang_buaya,97.7
7/23/2022,bundaran_hi,70
7/23/2022,jagakarsa,74.65
7/23/2022,kebun_jeruk,74
7/23/2022,kelapa_gading,80.46
7/23/2022,lubang_buaya,68.5
7/24/2022,bundaran_hi,63.63
7/24/2022,jagakarsa,65.42
7/24/2022,kebun_jeruk,65.84
7/24/2022,kelapa_gading,63.25
7/24/2022,lubang_buaya,52.58
7/25/2022,bundaran_hi,69
7/25/2022,jagakarsa,62.62
7/25/2022,kebun_jeruk,74.05
7/25/2022,kelapa_gading,64.76
7/25/2022,lubang_buaya,52.1
7/26/2022,bundaran_hi,79.85
7/26/2022,jagakarsa,84.75
7/26/2022,kebun_jeruk,80.85
7/26/2022,kelapa_gading,67.1
7/26/2022,lubang_buaya,75.6
7/27/2022,bundaran_hi,88
7/27/2022,jagakarsa,94.71
7/27/2022,kebun_jeruk,85.76
7/27/2022,kelapa_gading,77.79
7/27/2022,lubang_buaya,90
7/28/2022,bundaran_hi,100.55
7/28/2022,jagakarsa,113.85
7/28/2022,kebun_jeruk,91.35
7/28/2022,kelapa_gading,88.83
7/28/2022,lubang_buaya,101.55
7/29/2022,bundaran_hi,76.86
7/29/2022,jagakarsa,84.29
7/29/2022,kebun_jeruk,19.29
7/29/2022,kelapa_gading,76.38
7/29/2022,lubang_buaya,78.43
7/30/2022,bundaran_hi,76.05
7/30/2022,jagakarsa,87.95
7/30/2022,kebun_jeruk,82.9
7/30/2022,kelapa_gading,67.44
7/30/2022,lubang_buaya,76.45
7/31/2022,bundaran_hi,94.39
7/31/2022,jagakarsa,100.39
7/31/2022,kebun_jeruk,86.78
7/31/2022,kelapa_gading,78.45
7/31/2022,lubang_buaya,92.94
8/1/2022,bundaran_hi,82.95
8/1/2022,jagakarsa,95.56
8/1/2022,kebun_jeruk,78.53
8/1/2022,kelapa_gading,81.41
8/1/2022,lubang_buaya,80.58
8/2/2022,bundaran_hi,78
8/2/2022,jagakarsa,90.72
8/2/2022,kebun_jeruk,77.5
8/2/2022,kelapa_gading,70.71
8/2/2022,lubang_buaya,83.78
8/3/2022,bundaran_hi,100.7
8/3/2022,jagakarsa,113.05
8/3/2022,kebun_jeruk,108.2
8/3/2022,kelapa_gading,89.37
8/3/2022,lubang_buaya,101.95
8/4/2022,bundaran_hi,81.07
8/4/2022,jagakarsa,94
8/4/2022,kebun_jeruk,86.6
8/4/2022,kelapa_gading,83.23
8/4/2022,lubang_buaya,74.73
8/5/2022,bundaran_hi,58.38
8/5/2022,jagakarsa,80.38
8/5/2022,kebun_jeruk,66.43
8/5/2022,kelapa_gading,59.71
8/5/2022,lubang_buaya,58.62
8/6/2022,bundaran_hi,65.53
8/6/2022,jagakarsa,91.68
8/6/2022,kebun_jeruk,83.21
8/6/2022,kelapa_gading,55.95
8/6/2022,lubang_buaya,72.53
8/7/2022,bundaran_hi,94.85
8/7/2022,jagakarsa,87.9
8/7/2022,kebun_jeruk,92.6
8/7/2022,kelapa_gading,83.33
8/7/2022,lubang_buaya,102.9
8/8/2022,bundaran_hi,65.62
8/8/2022,jagakarsa,62
8/8/2022,kebun_jeruk,74.88
8/8/2022,kelapa_gading,71.34
8/8/2022,lubang_buaya,74.12
8/9/2022,bundaran_hi,8.38
8/9/2022,jagakarsa,71.5
8/9/2022,kebun_jeruk,73.04
8/9/2022,kelapa_gading,61.23
8/9/2022,lubang_buaya,69.92
8/10/2022,bundaran_hi,82.55
8/10/2022,jagakarsa,93.36
8/10/2022,kebun_jeruk,96.45
8/10/2022,kelapa_gading,69.47
8/10/2022,lubang_buaya,87.91
8/11/2022,bundaran_hi,84.1
8/11/2022,jagakarsa,81.76
8/11/2022,kebun_jeruk,91.33
8/11/2022,kelapa_gading,80.4
8/11/2022,lubang_buaya,89.1
8/12/2022,bundaran_hi,77.09
8/12/2022,jagakarsa,73.26
8/12/2022,kebun_jeruk,83.87
8/12/2022,kelapa_gading,75.56
8/12/2022,lubang_buaya,78.96
8/13/2022,bundaran_hi,72.08
8/13/2022,jagakarsa,69.15
8/13/2022,kebun_jeruk,77.15
8/13/2022,kelapa_gading,65.98
8/13/2022,lubang_buaya,75.15
8/14/2022,bundaran_hi,82.16
8/14/2022,jagakarsa,77.89
8/14/2022,kebun_jeruk,77.16
8/14/2022,kelapa_gading,71.36
8/14/2022,lubang_buaya,78.11
8/15/2022,bundaran_hi,69.44
8/15/2022,jagakarsa,63.22
8/15/2022,kebun_jeruk,72
8/15/2022,kelapa_gading,62.88
8/15/2022,lubang_buaya,67.67
8/16/2022,bundaran_hi,74.33
8/16/2022,jagakarsa,70.76
8/16/2022,kebun_jeruk,73.81
8/16/2022,kelapa_gading,64.33
8/16/2022,lubang_buaya,49.38
8/17/2022,bundaran_hi,66.93
8/17/2022,jagakarsa,58.93
8/17/2022,kebun_jeruk,65.79
8/17/2022,kelapa_gading,72.55
8/17/2022,lubang_buaya,64.86
8/18/2022,bundaran_hi,68.05
8/18/2022,jagakarsa,74.55
8/18/2022,kebun_jeruk,80.15
8/18/2022,kelapa_gading,65.11
8/18/2022,lubang_buaya,72.8
8/19/2022,bundaran_hi,73.68
8/19/2022,jagakarsa,78.32
8/19/2022,kebun_jeruk,72.53
8/19/2022,kelapa_gading,67.83
8/19/2022,lubang_buaya,79.53
8/20/2022,bundaran_hi,74
8/20/2022,jagakarsa,78
8/20/2022,kebun_jeruk,71.67
8/20/2022,kelapa_gading,68.59
8/20/2022,lubang_buaya,79
8/21/2022,bundaran_hi,72.73
8/21/2022,jagakarsa,68.18
8/21/2022,kebun_jeruk,67.55
8/21/2022,kelapa_gading,68.91
8/21/2022,lubang_buaya,73.91
8/22/2022,bundaran_hi,66.95
8/22/2022,jagakarsa,65.79
8/22/2022,kebun_jeruk,65.47
8/22/2022,kelapa_gading,64.27
8/22/2022,lubang_buaya,68.21
8/23/2022,bundaran_hi,90.63
8/23/2022,jagakarsa,93.84
8/23/2022,kebun_jeruk,95
8/23/2022,kelapa_gading,74.24
8/23/2022,lubang_buaya,94.79
8/24/2022,bundaran_hi,91.75
8/24/2022,jagakarsa,90.95
8/24/2022,kebun_jeruk,87.9
8/24/2022,kelapa_gading,84.68
8/24/2022,lubang_buaya,91.6
8/25/2022,bundaran_hi,80.4
8/25/2022,jagakarsa,77.3
8/25/2022,kebun_jeruk,76.45
8/25/2022,kelapa_gading,80.47
8/25/2022,lubang_buaya,81.75
8/26/2022,bundaran_hi,94.89
8/26/2022,jagakarsa,99.89
8/26/2022,kebun_jeruk,103.78
8/26/2022,kelapa_gading,81.18
8/26/2022,lubang_buaya,98.33
8/27/2022,bundaran_hi,106.46
8/27/2022,jagakarsa,99
8/27/2022,kebun_jeruk,111.31
8/27/2022,kelapa_gading,100.68
8/27/2022,lubang_buaya,107.38
8/28/2022,bundaran_hi,85
8/28/2022,jagakarsa,57.33
8/28/2022,kebun_jeruk,88.48
8/28/2022,kelapa_gading,78.09
8/28/2022,lubang_buaya,83.48
8/29/2022,bundaran_hi,75.65
8/29/2022,jagakarsa,66.25
8/29/2022,kebun_jeruk,76.4
8/29/2022,kelapa_gading,67.85
8/29/2022,lubang_buaya,75.45
8/30/2022,bundaran_hi,70.59
8/30/2022,jagakarsa,65.12
8/30/2022,kebun_jeruk,72.88
8/30/2022,kelapa_gading,66.88
8/30/2022,lubang_buaya,73.06
8/31/2022,bundaran_hi,74.73
8/31/2022,jagakarsa,73.59
8/31/2022,kebun_jeruk,79.61
8/31/2022,kelapa_gading,80.15
8/31/2022,lubang_buaya,75.14
9/1/2022,bundaran_hi,78.86
9/1/2022,jagakarsa,82.06
9/1/2022,kebun_jeruk,86.33
9/1/2022,kelapa_gading,87.01
9/1/2022,lubang_buaya,77.22
9/2/2022,bundaran_hi,83
9/2/2022,jagakarsa,90.53
9/2/2022,kebun_jeruk,93.06
9/2/2022,kelapa_gading,72.81
9/2/2022,lubang_buaya,79.29
9/3/2022,bundaran_hi,78.78
9/3/2022,jagakarsa,82.39
9/3/2022,kebun_jeruk,78.67
9/3/2022,kelapa_gading,69.09
9/3/2022,lubang_buaya,71.61
9/4/2022,bundaran_hi,54.35
9/4/2022,jagakarsa,52.94
9/4/2022,kebun_jeruk,48.35
9/4/2022,kelapa_gading,45.54
9/4/2022,lubang_buaya,54.24
9/5/2022,bundaran_hi,79.17
9/5/2022,jagakarsa,78.39
9/5/2022,kebun_jeruk,78.28
9/5/2022,kelapa_gading,58.89
9/5/2022,lubang_buaya,79.06
9/6/2022,bundaran_hi,76.18
9/6/2022,jagakarsa,70.47
9/6/2022,kebun_jeruk,74.82
9/6/2022,kelapa_gading,70.24
9/6/2022,lubang_buaya,77.18
9/7/2022,bundaran_hi,67.26
9/7/2022,jagakarsa,69.68
9/7/2022,kebun_jeruk,72.79
9/7/2022,kelapa_gading,57.44
9/7/2022,lubang_buaya,62.11
9/8/2022,bundaran_hi,72.33
9/8/2022,jagakarsa,76.78
9/8/2022,kebun_jeruk,67.72
9/8/2022,kelapa_gading,65.99
9/8/2022,lubang_buaya,72.06
9/9/2022,bundaran_hi,82.26
9/9/2022,jagakarsa,70.74
9/9/2022,kebun_jeruk,87.89
9/9/2022,kelapa_gading,76.88
9/9/2022,lubang_buaya,86.26
9/10/2022,bundaran_hi,82.77
9/10/2022,jagakarsa,70
9/10/2022,kebun_jeruk,86.25
9/10/2022,kelapa_gading,65.76
9/10/2022,lubang_buaya,85.15
9/11/2022,bundaran_hi,83.28
9/11/2022,jagakarsa,69.27
9/11/2022,kebun_jeruk,84.6
9/11/2022,kelapa_gading,65.08
9/11/2022,lubang_buaya,84.03
9/12/2022,bundaran_hi,83.79
9/12/2022,jagakarsa,68.53
9/12/2022,kebun_jeruk,82.95
9/12/2022,kelapa_gading,57.47
9/12/2022,lubang_buaya,82.92
9/13/2022,bundaran_hi,84.3
9/13/2022,jagakarsa,67.8
9/13/2022,kebun_jeruk,81.3
9/13/2022,kelapa_gading,63.67
9/13/2022,lubang_buaya,81.8
9/14/2022,bundaran_hi,84.57
9/14/2022,jagakarsa,68.67
9/14/2022,kebun_jeruk,80.81
9/14/2022,kelapa_gading,77.44
9/14/2022,lubang_buaya,88.29
9/15/2022,bundaran_hi,92.82
9/15/2022,jagakarsa,104.59
9/15/2022,kebun_jeruk,109.53
9/15/2022,kelapa_gading,79.38
9/15/2022,lubang_buaya,92.82
9/16/2022,bundaran_hi,89.64
9/16/2022,jagakarsa,92.07
9/16/2022,kebun_jeruk,95.9
9/16/2022,kelapa_gading,76.46
9/16/2022,lubang_buaya,88.73
9/17/2022,bundaran_hi,86.45
9/17/2022,jagakarsa,79.55
9/17/2022,kebun_jeruk,82.27
9/17/2022,kelapa_gading,73.8
9/17/2022,lubang_buaya,84.64
9/18/2022,bundaran_hi,105.48
9/18/2022,jagakarsa,92.91
9/18/2022,kebun_jeruk,89.65
9/18/2022,kelapa_gading,85.64
9/18/2022,lubang_buaya,91
9/19/2022,bundaran_hi,98
9/19/2022,jagakarsa,89.4
9/19/2022,kebun_jeruk,96.75
9/19/2022,kelapa_gading,89.91
9/19/2022,lubang_buaya,91.75
9/20/2022,bundaran_hi,81.25
9/20/2022,jagakarsa,78.15
9/20/2022,kebun_jeruk,84.3
9/20/2022,kelapa_gading,76.44
9/20/2022,lubang_buaya,86.15
9/21/2022,bundaran_hi,83.14
9/21/2022,jagakarsa,83.57
9/21/2022,kebun_jeruk,85.76
9/21/2022,kelapa_gading,76.99
9/21/2022,lubang_buaya,87.1
9/22/2022,bundaran_hi,80
9/22/2022,jagakarsa,81.32
9/22/2022,kebun_jeruk,87.68
9/22/2022,kelapa_gading,73.43
9/22/2022,lubang_buaya,48
9/23/2022,bundaran_hi,82
9/23/2022,jagakarsa,70
9/23/2022,kebun_jeruk,84.74
9/23/2022,kelapa_gading,74.71
9/23/2022,lubang_buaya,95.53
9/24/2022,bundaran_hi,81.59
9/24/2022,jagakarsa,70.91
9/24/2022,kebun_jeruk,83.76
9/24/2022,kelapa_gading,70.43
9/24/2022,lubang_buaya,93.62
9/25/2022,bundaran_hi,81.19
9/25/2022,jagakarsa,71.83
9/25/2022,kebun_jeruk,82.79
9/25/2022,kelapa_gading,62.68
9/25/2022,lubang_buaya,91.71
9/26/2022,bundaran_hi,80.78
9/26/2022,jagakarsa,72.74
9/26/2022,kebun_jeruk,81.81
9/26/2022,kelapa_gading,69.76
9/26/2022,lubang_buaya,89.8
9/27/2022,bundaran_hi,80.38
9/27/2022,jagakarsa,73.66
9/27/2022,kebun_jeruk,80.84
9/27/2022,kelapa_gading,66.42
9/27/2022,lubang_buaya,87.89
9/28/2022,bundaran_hi,79.97
9/28/2022,jagakarsa,74.57
9/28/2022,kebun_jeruk,79.86
9/28/2022,kelapa_gading,66.64
9/28/2022,lubang_buaya,85.98
9/29/2022,bundaran_hi,79.56
9/29/2022,jagakarsa,75.48
9/29/2022,kebun_jeruk,78.89
9/29/2022,kelapa_gading,74.74
9/29/2022,lubang_buaya,84.07
9/30/2022,bundaran_hi,79.16
9/30/2022,jagakarsa,76.4
9/30/2022,kebun_jeruk,77.91
9/30/2022,kelapa_gading,80.65
9/30/2022,lubang_buaya,82.16
10/1/2022,bundaran_hi,78.75
10/1/2022,jagakarsa,77.31
10/1/2022,kebun_jeruk,76.94
10/1/2022,kelapa_gading,73.3
10/1/2022,lubang_buaya,80.25
10/2/2022,bundaran_hi,46
10/2/2022,jagakarsa,47
10/2/2022,kebun_jeruk,50.77
10/2/2022,kelapa_gading,57.45
10/2/2022,lubang_buaya,47.36
10/3/2022,bundaran_hi,67.04
10/3/2022,jagakarsa,63.26
10/3/2022,kebun_jeruk,71.91
10/3/2022,kelapa_gading,54.01
10/3/2022,lubang_buaya,63.43
10/4/2022,bundaran_hi,63.18
10/4/2022,jagakarsa,54.45
10/4/2022,kebun_jeruk,64.23
10/4/2022,kelapa_gading,60.23
10/4/2022,lubang_buaya,68.18
10/5/2022,bundaran_hi,61.96
10/5/2022,jagakarsa,55.12
10/5/2022,kebun_jeruk,38.96
10/5/2022,kelapa_gading,55.58
10/5/2022,lubang_buaya,62.92
10/6/2022,bundaran_hi,73.24
10/6/2022,jagakarsa,64.94
10/6/2022,kebun_jeruk,43.28
10/6/2022,kelapa_gading,62.54
10/6/2022,lubang_buaya,72.88
10/7/2022,bundaran_hi,70.28
10/7/2022,jagakarsa,66.5
10/7/2022,kebun_jeruk,47.61
10/7/2022,kelapa_gading,60.38
10/7/2022,lubang_buaya,69.62
10/8/2022,bundaran_hi,67.33
10/8/2022,jagakarsa,68.05
10/8/2022,kebun_jeruk,51.93
10/8/2022,kelapa_gading,50.93
10/8/2022,lubang_buaya,66.36
10/9/2022,bundaran_hi,64.37
10/9/2022,jagakarsa,69.61
10/9/2022,kebun_jeruk,56.26
10/9/2022,kelapa_gading,57.4
10/9/2022,lubang_buaya,63.1
10/10/2022,bundaran_hi,61.42
10/10/2022,jagakarsa,71.17
10/10/2022,kebun_jeruk,60.58
10/10/2022,kelapa_gading,61.13
10/10/2022,lubang_buaya,59.83
10/11/2022,bundaran_hi,90.11
10/11/2022,jagakarsa,97.44
10/11/2022,kebun_jeruk,79
10/11/2022,kelapa_gading,72.51
10/11/2022,lubang_buaya,87.11
10/12/2022,bundaran_hi,79.47
10/12/2022,jagakarsa,71.84
10/12/2022,kebun_jeruk,83.84
10/12/2022,kelapa_gading,78.48
10/12/2022,lubang_buaya,89.11
10/13/2022,bundaran_hi,73.68
10/13/2022,jagakarsa,60.42
10/13/2022,kebun_jeruk,76.05
10/13/2022,kelapa_gading,66.42
10/13/2022,lubang_buaya,79.63
10/14/2022,bundaran_hi,65.67
10/14/2022,jagakarsa,53.38
10/14/2022,kebun_jeruk,70.48
10/14/2022,kelapa_gading,60.95
10/14/2022,lubang_buaya,80.43
10/15/2022,bundaran_hi,73.48
10/15/2022,jagakarsa,58.81
10/15/2022,kebun_jeruk,67.57
10/15/2022,kelapa_gading,60.3
10/15/2022,lubang_buaya,71.86
10/16/2022,bundaran_hi,76.21
10/16/2022,jagakarsa,57.74
10/16/2022,kebun_jeruk,28.68
10/16/2022,kelapa_gading,60.92
10/16/2022,lubang_buaya,77.42
10/17/2022,bundaran_hi,74.19
10/17/2022,jagakarsa,64.38
10/17/2022,kebun_jeruk,24.93
10/17/2022,kelapa_gading,64.44
10/17/2022,lubang_buaya,71.24
10/18/2022,bundaran_hi,77.68
10/18/2022,jagakarsa,24.79
10/18/2022,kebun_jeruk,21.17
10/18/2022,kelapa_gading,69
10/18/2022,lubang_buaya,73.47
10/19/2022,bundaran_hi,77.15
10/19/2022,jagakarsa,64.95
10/19/2022,kebun_jeruk,17.41
10/19/2022,kelapa_gading,68.39
10/19/2022,lubang_buaya,84
10/20/2022,bundaran_hi,76.47
10/20/2022,jagakarsa,64.58
10/20/2022,kebun_jeruk,13.66
10/20/2022,kelapa_gading,70.99
10/20/2022,lubang_buaya,83.47
10/21/2022,bundaran_hi,72.59
10/21/2022,jagakarsa,66.25
