system:index,Optical_Depth_047,date,name,.geo
MCD19A2_A2004217_h28v09_061_2022252004605_02_4_0,96,2004-08-04,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004218_h28v09_061_2022252010330_01_0_0,500,2004-08-05,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004218_h28v09_061_2022252010330_01_1_0,413,2004-08-05,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004218_h28v09_061_2022252010330_01_2_0,353,2004-08-05,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004218_h28v09_061_2022252010330_01_3_0,402,2004-08-05,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004218_h28v09_061_2022252010330_01_4_0,410,2004-08-05,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004219_h28v09_061_2022252012445_01_2_0,416,2004-08-06,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004219_h28v09_061_2022252012445_01_4_0,790,2004-08-06,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004219_h28v09_061_2022252012445_02_1_0,791,2004-08-06,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004223_h28v09_061_2022252025321_01_1_0,252,2004-08-10,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004223_h28v09_061_2022252025321_01_2_0,552,2004-08-10,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004223_h28v09_061_2022252025321_01_3_0,297,2004-08-10,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004223_h28v09_061_2022252025321_01_4_0,538,2004-08-10,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004223_h28v09_061_2022252025321_02_1_0,523,2004-08-10,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004223_h28v09_061_2022252025321_02_2_0,653,2004-08-10,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004224_h28v09_061_2022252031409_01_3_0,790,2004-08-11,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004226_h28v09_061_2022252040245_02_1_0,510,2004-08-13,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004227_h28v09_061_2022252042635_01_2_0,747,2004-08-14,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004228_h28v09_061_2022252044702_01_1_0,587,2004-08-15,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004228_h28v09_061_2022252044702_01_2_0,302,2004-08-15,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004229_h28v09_061_2022252050903_03_1_0,543,2004-08-16,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004232_h28v09_061_2022252062127_01_0_0,339,2004-08-19,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004232_h28v09_061_2022252062127_01_1_0,125,2004-08-19,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004232_h28v09_061_2022252062127_01_3_0,292,2004-08-19,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004232_h28v09_061_2022252062127_01_4_0,432,2004-08-19,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004234_h28v09_061_2022252070511_01_1_0,519,2004-08-21,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004234_h28v09_061_2022252070511_01_2_0,821,2004-08-21,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004235_h28v09_061_2022252073339_02_1_0,471,2004-08-22,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004237_h28v09_061_2022252080627_01_2_0,548,2004-08-24,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004239_h28v09_061_2022252085120_02_4_0,1347,2004-08-26,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004240_h28v09_061_2022252091632_01_1_0,558,2004-08-27,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004242_h28v09_061_2022252095238_01_0_0,878,2004-08-29,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004242_h28v09_061_2022252095238_01_1_0,460,2004-08-29,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004242_h28v09_061_2022252095238_01_2_0,604,2004-08-29,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004242_h28v09_061_2022252095238_01_3_0,511,2004-08-29,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004242_h28v09_061_2022252095238_01_4_0,921,2004-08-29,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004242_h28v09_061_2022252095238_02_0_0,386,2004-08-29,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004242_h28v09_061_2022252095238_02_1_0,167,2004-08-29,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004242_h28v09_061_2022252095238_02_2_0,537,2004-08-29,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004242_h28v09_061_2022252095238_02_4_0,660,2004-08-29,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004243_h28v09_061_2022252101446_01_0_0,432,2004-08-30,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004243_h28v09_061_2022252101446_01_1_0,599,2004-08-30,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004243_h28v09_061_2022252101446_01_2_0,437,2004-08-30,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004243_h28v09_061_2022252101446_01_3_0,450,2004-08-30,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004243_h28v09_061_2022252101446_01_4_0,519,2004-08-30,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004243_h28v09_061_2022252101446_04_1_0,434,2004-08-30,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004244_h28v09_061_2022252103948_01_1_0,578,2004-08-31,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004248_h28v09_061_2022252120038_01_1_0,335,2004-09-04,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004248_h28v09_061_2022252120038_01_3_0,521,2004-09-04,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004249_h28v09_061_2022252122202_02_1_0,529,2004-09-05,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004250_h28v09_061_2022252124311_01_2_0,752,2004-09-06,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004251_h28v09_061_2022252130501_01_2_0,441,2004-09-07,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004252_h28v09_061_2022252132340_03_0_0,160,2004-09-08,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004252_h28v09_061_2022252132340_03_1_0,63,2004-09-08,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004252_h28v09_061_2022252132340_03_3_0,198,2004-09-08,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004252_h28v09_061_2022252132340_03_4_0,289,2004-09-08,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004253_h28v09_061_2022252134413_01_0_0,512,2004-09-09,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004253_h28v09_061_2022252134413_01_1_0,227,2004-09-09,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004253_h28v09_061_2022252134413_01_2_0,250,2004-09-09,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004253_h28v09_061_2022252134413_01_3_0,387,2004-09-09,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004253_h28v09_061_2022252134413_01_4_0,464,2004-09-09,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004253_h28v09_061_2022252134413_02_0_0,705,2004-09-09,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004253_h28v09_061_2022252134413_02_1_0,748,2004-09-09,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004253_h28v09_061_2022252134413_02_3_0,714,2004-09-09,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004253_h28v09_061_2022252134413_02_4_0,831,2004-09-09,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004254_h28v09_061_2022252141223_03_0_0,386,2004-09-10,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004255_h28v09_061_2022252144144_01_1_0,36,2004-09-11,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004255_h28v09_061_2022252144144_02_0_0,446,2004-09-11,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004255_h28v09_061_2022252144144_02_1_0,341,2004-09-11,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004255_h28v09_061_2022252144144_02_4_0,526,2004-09-11,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004256_h28v09_061_2022252150502_02_0_0,22,2004-09-12,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004256_h28v09_061_2022252150502_02_1_0,9,2004-09-12,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004256_h28v09_061_2022252150502_02_3_0,289,2004-09-12,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004256_h28v09_061_2022252150502_02_4_0,218,2004-09-12,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004257_h28v09_061_2022252161243_01_3_0,403,2004-09-13,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004258_h28v09_061_2022252162615_01_1_0,257,2004-09-14,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004258_h28v09_061_2022252162615_01_3_0,536,2004-09-14,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004258_h28v09_061_2022252162615_02_0_0,362,2004-09-14,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004258_h28v09_061_2022252162615_02_1_0,172,2004-09-14,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004258_h28v09_061_2022252162615_02_4_0,351,2004-09-14,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004262_h28v09_061_2022252174607_01_1_0,108,2004-09-18,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004262_h28v09_061_2022252174607_02_1_0,305,2004-09-18,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004264_h28v09_061_2022252182144_01_0_0,300,2004-09-20,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004264_h28v09_061_2022252182144_01_1_0,276,2004-09-20,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004264_h28v09_061_2022252182144_01_4_0,233,2004-09-20,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004264_h28v09_061_2022252182144_02_0_0,331,2004-09-20,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004264_h28v09_061_2022252182144_02_1_0,237,2004-09-20,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004264_h28v09_061_2022252182144_02_4_0,459,2004-09-20,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004265_h28v09_061_2022252184633_01_0_0,498,2004-09-21,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004265_h28v09_061_2022252184633_01_1_0,286,2004-09-21,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004265_h28v09_061_2022252184633_02_0_0,28,2004-09-21,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004265_h28v09_061_2022252184633_02_1_0,34,2004-09-21,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004265_h28v09_061_2022252184633_02_2_0,248,2004-09-21,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004265_h28v09_061_2022252184633_02_3_0,145,2004-09-21,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004265_h28v09_061_2022252184633_02_4_0,6,2004-09-21,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004266_h28v09_061_2022252191636_01_3_0,540,2004-09-22,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004267_h28v09_061_2022252194213_01_2_0,496,2004-09-23,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004267_h28v09_061_2022252194213_02_4_0,1466,2004-09-23,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004274_h28v09_061_2022252215348_02_1_0,979,2004-09-30,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004275_h28v09_061_2022252221712_01_3_0,1369,2004-10-01,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004279_h28v09_061_2022252233705_02_0_0,554,2004-10-05,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004279_h28v09_061_2022252233705_02_2_0,185,2004-10-05,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004279_h28v09_061_2022252233705_02_3_0,458,2004-10-05,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004279_h28v09_061_2022252233705_02_4_0,392,2004-10-05,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004279_h28v09_061_2022252233705_03_0_0,556,2004-10-05,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004279_h28v09_061_2022252233705_03_1_0,674,2004-10-05,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004279_h28v09_061_2022252233705_03_2_0,0,2004-10-05,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004279_h28v09_061_2022252233705_03_4_0,321,2004-10-05,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004280_h28v09_061_2022252235659_01_4_0,595,2004-10-06,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004280_h28v09_061_2022252235659_02_0_0,1232,2004-10-06,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004280_h28v09_061_2022252235659_02_1_0,890,2004-10-06,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004281_h28v09_061_2022253001355_01_2_0,608,2004-10-07,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004283_h28v09_061_2022253005341_02_1_0,653,2004-10-09,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004283_h28v09_061_2022253005341_02_4_0,987,2004-10-09,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004284_h28v09_061_2022253011623_03_0_0,882,2004-10-10,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004284_h28v09_061_2022253011623_03_1_0,543,2004-10-10,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004285_h28v09_061_2022253013622_01_2_0,593,2004-10-11,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004285_h28v09_061_2022253013622_02_3_0,398,2004-10-11,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004285_h28v09_061_2022253013622_02_4_0,730,2004-10-11,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004286_h28v09_061_2022253015448_02_0_0,499,2004-10-12,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004286_h28v09_061_2022253015448_02_1_0,370,2004-10-12,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004286_h28v09_061_2022253015448_02_2_0,588,2004-10-12,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004286_h28v09_061_2022253015448_02_3_0,494,2004-10-12,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004286_h28v09_061_2022253015448_02_4_0,634,2004-10-12,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004286_h28v09_061_2022253015448_03_0_0,60,2004-10-12,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004286_h28v09_061_2022253015448_03_1_0,125,2004-10-12,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004286_h28v09_061_2022253015448_03_4_0,47,2004-10-12,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004287_h28v09_061_2022253021733_02_0_0,1171,2004-10-13,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004287_h28v09_061_2022253021733_02_4_0,1152,2004-10-13,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004288_h28v09_061_2022253023718_01_2_0,601,2004-10-14,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004288_h28v09_061_2022253023718_02_0_0,566,2004-10-14,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004288_h28v09_061_2022253023718_02_1_0,529,2004-10-14,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004288_h28v09_061_2022253023718_02_4_0,511,2004-10-14,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004289_h28v09_061_2022253025855_01_2_0,455,2004-10-15,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004289_h28v09_061_2022253025855_01_3_0,405,2004-10-15,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004290_h28v09_061_2022253031933_01_2_0,350,2004-10-16,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004290_h28v09_061_2022253031933_02_0_0,1164,2004-10-16,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004290_h28v09_061_2022253031933_02_1_0,610,2004-10-16,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004291_h28v09_061_2022253034013_01_2_0,475,2004-10-17,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004291_h28v09_061_2022253034013_01_3_0,543,2004-10-17,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004292_h28v09_061_2022253040444_01_0_0,553,2004-10-18,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004292_h28v09_061_2022253040444_01_2_0,102,2004-10-18,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004292_h28v09_061_2022253040444_01_3_0,487,2004-10-18,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004292_h28v09_061_2022253040444_02_0_0,1493,2004-10-18,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004292_h28v09_061_2022253040444_02_1_0,986,2004-10-18,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004292_h28v09_061_2022253040444_02_2_0,558,2004-10-18,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004292_h28v09_061_2022253040444_02_4_0,1251,2004-10-18,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004294_h28v09_061_2022253044336_02_1_0,390,2004-10-20,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004294_h28v09_061_2022253044336_02_4_0,697,2004-10-20,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004295_h28v09_061_2022253050436_03_1_0,56,2004-10-21,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004295_h28v09_061_2022253050436_03_3_0,115,2004-10-21,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004317_h28v09_061_2022253115221_02_3_0,300,2004-11-12,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004320_h28v09_061_2022253125109_02_1_0,553,2004-11-15,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004332_h28v09_061_2022253162220_03_2_0,339,2004-11-27,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004340_h28v09_061_2022253184319_01_2_0,42,2004-12-05,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004344_h28v09_061_2022253195238_01_3_0,269,2004-12-09,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2004354_h28v09_061_2022253225052_02_1_0,546,2004-12-19,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005008_h28v09_061_2022255202143_01_2_0,344,2005-01-08,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005011_h28v09_061_2022255221212_01_2_0,303,2005-01-11,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005028_h28v09_061_2022256092935_01_3_0,277,2005-01-28,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005033_h28v09_061_2022256122946_01_0_0,97,2005-02-02,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005033_h28v09_061_2022256122946_01_2_0,0,2005-02-02,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005033_h28v09_061_2022256122946_01_3_0,101,2005-02-02,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005033_h28v09_061_2022256122946_01_4_0,15,2005-02-02,kebun_jeruk,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005034_h28v09_061_2022256130025_01_2_0,192,2005-02-03,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005035_h28v09_061_2022256133359_01_0_0,164,2005-02-04,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005035_h28v09_061_2022256133359_01_2_0,8,2005-02-04,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005035_h28v09_061_2022256133359_01_3_0,5,2005-02-04,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005069_h28v09_061_2022257143949_04_0_0,435,2005-03-10,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005069_h28v09_061_2022257143949_04_1_0,389,2005-03-10,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005070_h28v09_061_2022257153554_01_1_0,370,2005-03-11,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005070_h28v09_061_2022257153554_01_3_0,105,2005-03-11,lubang_buaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005070_h28v09_061_2022257153554_02_1_0,68,2005-03-11,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005070_h28v09_061_2022257153554_02_2_0,0,2005-03-11,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005071_h28v09_061_2022257163322_03_1_0,226,2005-03-12,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005072_h28v09_061_2022257175316_01_1_0,527,2005-03-13,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005072_h28v09_061_2022257175316_01_2_0,29,2005-03-13,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005073_h28v09_061_2022257183951_03_1_0,507,2005-03-14,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005075_h28v09_061_2022257203348_01_2_0,305,2005-03-16,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005084_h28v09_061_2022258041045_01_2_0,351,2005-03-25,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005096_h28v09_061_2022258133347_02_1_0,638,2005-04-06,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005096_h28v09_061_2022258133347_02_2_0,161,2005-04-06,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005097_h28v09_061_2022258142800_01_2_0,157,2005-04-07,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005098_h28v09_061_2022258150641_01_0_0,164,2005-04-08,bundaran_hi,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005098_h28v09_061_2022258150641_01_1_0,288,2005-04-08,kelapa_gading,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2005098_h28v09_061_2022258150641_01_2_0,70,2005-04-08,jagakarsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
