datetime,ISPU PM2.5,temp,dew,humidity,precip,windspeed,AOD
4/3/2022,49.19,26.495,23.440,83.3,1.071,2.011,0.384
4/4/2022,54.36,27.767,23.439,77.3,0,1.835,0.454
4/5/2022,82.14,27.019,23.472,81,2.137,1.416,0.524
4/6/2022,66.13,27.272,23.543,80.1,0.001,1.615,0.580
4/7/2022,68.82,27.502,23.293,77.9,0,2.229,0.615
4/8/2022,61.89,27.420,23.253,78,1.77,2.252,0.649
4/9/2022,62.75,27.544,23.217,77.3,0,1.258,0.684
4/10/2022,95.75,27.307,23.514,79.8,0,1.076,0.698
4/11/2022,84.86,27.024,23.822,82.7,1.175,1.524,0.643
4/12/2022,94.57,27.097,23.764,82,0.08,1.269,0.593
4/13/2022,103.47,27.723,23.516,77.9,0,1.221,0.543
4/14/2022,86.05,27.925,23.922,78.9,0.016,1.550,0.493
4/15/2022,78.4,27.826,23.884,79.2,0,1.633,0.443
4/16/2022,78.5,28.325,23.786,76.4,0.024,1.228,0.393
4/17/2022,98.16,28.486,24.443,78.8,0,2.219,0.343
4/18/2022,72.05,27.886,24.334,81.1,0.628,1.812,0.293
4/19/2022,57.79,27.092,24.100,83.7,0.016,1.741,0.342
4/20/2022,73.47,27.408,23.910,81.3,0.157,2.086,0.529
4/21/2022,56.3,26.014,23.678,87,0.471,1.135,0.613
4/22/2022,98.25,25.972,23.599,86.8,0.239,1.451,0.501
4/23/2022,78.1,27.630,24.247,81.8,0,1.253,0.459
4/24/2022,72.5,27.700,24.170,81.1,0.228,1.335,0.489
4/25/2022,71.76,27.690,24.083,80.8,0.922,1.287,0.539
4/26/2022,74.15,28.212,24.130,78.6,0.118,1.509,0.481
4/27/2022,54.67,26.427,23.876,85.9,0.198,2.050,0.424
4/28/2022,24.86,27.182,24.018,82.9,0.118,2.881,0.320
4/29/2022,18.48,27.637,24.334,82.2,0,1.683,0.572
4/30/2022,54.95,26.958,24.420,86,0,1.293,0.824
5/1/2022,69.5,27.043,24.314,85.1,0,1.269,0.541
5/2/2022,30,26.678,24.243,86.5,0.75,1.494,0.480
5/3/2022,52.83,27.806,24.312,81.3,0.002,1.860,0.327
5/4/2022,55,27.250,23.980,82.4,0,1.402,0.300
5/5/2022,58.45,28.012,24.191,79.8,0,1.773,0.392
5/6/2022,48.6,28.228,24.469,80.1,0,1.689,0.452
5/7/2022,57.95,28.005,23.941,78.6,0,1.855,0.505
5/8/2022,53.33,29.370,24.167,73.6,0,1.326,0.557
5/9/2022,67.4,27.823,24.766,83.5,0,2.140,0.570
5/10/2022,66.65,28.500,24.868,80.7,0,1.720,0.523
5/11/2022,57.45,27.775,24.891,84.3,0.716,1.329,0.486
5/12/2022,67.6,28.176,24.278,79.4,0.627,2.413,0.450
5/13/2022,50.27,28.582,24.474,78.5,0.51,1.954,0.506
5/14/2022,70.82,28.126,24.764,82,0,1.494,0.530
5/15/2022,95.83,27.592,24.442,83,0.276,1.257,0.492
5/16/2022,73.77,27.307,24.282,83.6,0,1.219,0.453
5/17/2022,71.13,27.378,24.507,84.4,0,1.349,0.436
5/18/2022,76.55,27.230,24.009,82.6,1.411,1.385,0.452
5/19/2022,88.81,26.762,24.118,85.5,0.354,1.226,0.468
5/20/2022,87.62,26.987,23.711,82.3,0.784,1.262,0.484
5/21/2022,63.56,26.625,24.096,86,0.016,1.642,0.500
5/22/2022,65.26,26.646,24.158,86.3,0,1.917,0.516
5/23/2022,76.67,27.740,23.962,79.9,0,2.979,0.531
5/24/2022,66.57,27.747,24.308,81.6,0,2.698,0.547
5/25/2022,88.47,26.437,23.967,86.3,0.016,1.771,0.563
5/26/2022,68.71,26.256,23.755,86.1,0.031,1.605,0.579
5/27/2022,91.17,27.621,23.592,78.7,0.039,1.085,0.595
5/28/2022,76.1,26.281,23.098,82.7,0.796,1.377,0.602
5/29/2022,76.95,27.190,23.331,79.5,0.995,1.690,0.604
5/30/2022,58.33,26.650,23.447,82.6,0,1.335,0.605
5/31/2022,75.11,26.351,23.579,84.8,0.001,1.854,0.607
6/1/2022,55.3,27.533,23.616,79.3,0,1.572,0.609
6/2/2022,65.38,26.623,23.827,84.7,1.333,1.217,0.610
6/3/2022,63.32,27.209,23.388,79.7,0.001,1.171,0.612
6/4/2022,101.79,27.074,23.528,81,0,1.299,0.613
6/5/2022,82.7,26.610,23.248,81.8,0,1.380,0.615
6/6/2022,86.1,25.738,22.946,84.6,0.02,1.539,0.560
6/7/2022,74.21,26.582,23.441,82.9,0.157,2.372,0.419
6/8/2022,74.25,26.404,23.919,86.2,0.414,1.691,0.305
6/9/2022,74.25,25.507,23.485,88.6,0.198,1.148,0.302
6/10/2022,68.84,27.506,23.504,78.8,0,1.265,0.299
6/11/2022,75.8,26.588,23.713,84.3,0.118,1.373,0.297
6/12/2022,22.2,26.716,23.441,82.3,0,1.218,0.302
6/13/2022,44.76,26.625,23.677,83.9,0,1.089,0.306
6/14/2022,92.79,26.876,23.343,81,0,1.416,0.110
6/15/2022,90.06,25.764,23.364,86.6,0.158,1.838,0.280
6/16/2022,87.33,26.055,23.415,85.4,0,0.911,0.337
6/17/2022,84.6,25.519,23.359,87.9,0,1.299,0.343
6/18/2022,87.44,26.213,22.721,81.1,0,1.249,0.349
6/19/2022,90.29,26.973,23.137,79.6,0,1.506,0.242
6/20/2022,93.13,26.393,23.119,82.2,0,1.132,0.212
6/21/2022,103.23,26.943,23.537,81.7,0,1.876,0.193
6/22/2022,94.47,26.990,23.547,81.5,0.605,2.001,0.094
6/23/2022,107.37,27.140,22.780,77.1,0,1.479,0.112
6/24/2022,113.53,26.394,23.139,82.3,0,1.748,0.131
6/25/2022,107.16,26.433,23.506,84,0.001,1.015,0.195
6/26/2022,88.33,26.090,23.784,87.1,0,1.299,0.413
6/27/2022,94.33,26.558,23.813,84.9,0.862,0.979,0.357
6/28/2022,76,27.173,23.234,79.1,0.02,1.447,0.414
6/29/2022,36.5,26.977,22.171,75,0,1.499,0.499
6/30/2022,25.33,26.748,21.952,75,0,1.460,0.380
7/1/2022,92.6,27.048,21.928,73.6,0,1.759,0.260
7/2/2022,110.13,27.451,23.177,77.6,0,1.035,0.141
7/3/2022,97.43,27.332,24.138,82.7,0.679,1.688,0.021
7/4/2022,69.74,27.771,24.213,81,0,2.953,0.363
7/5/2022,74.26,27.430,24.082,82,0,1.483,0.486
7/6/2022,65.44,26.455,23.961,86.2,1.143,1.123,0.530
7/7/2022,69.58,27.642,23.944,80.3,0,1.229,0.515
7/8/2022,73.36,27.210,22.921,77.4,0,1.412,0.499
7/9/2022,77.14,26.702,22.222,76.5,0,1.184,0.461
7/10/2022,83.95,26.868,21.978,74.6,0,1.954,0.331
7/11/2022,90.4,27.609,22.817,75.2,0,1.940,0.318
7/12/2022,96.8,26.876,23.683,82.7,0,1.380,0.333
7/13/2022,88.61,25.966,23.647,87.1,0.002,2.137,0.349
7/14/2022,75.43,27.159,24.012,83,0,3.123,0.364
7/15/2022,65.57,26.333,23.597,84.9,0.278,1.329,0.380
7/16/2022,54.86,25.484,22.730,84.8,1.614,1.649,0.396
7/17/2022,68.75,26.455,23.760,85.2,0,2.094,0.365
