datetime,Ispu Pm2.5,temp,dew,humidity,precip,windspeed,AOD,city
1/1/2022,53,27.553,23.292,77.6,0.496,3.463,0.112,DKI1 Bundaran HI
1/2/2022,53,26.869,23.168,80.2,0,2.619,0.112,DKI1 Bundaran HI
1/3/2022,53,27.826,22.566,73.1,0,1.187,0.112,DKI1 Bundaran HI
1/4/2022,53,27.534,23.213,77.3,0,1.465,0.112,DKI1 Bundaran HI
1/5/2022,53,27.796,23.564,77.8,27.896,1.433,0.112,DKI1 Bundaran HI
1/6/2022,53,26.791,23.893,84.2,13.511,2.008,0.58,DKI1 Bundaran HI
1/7/2022,53,27.487,23.283,77.9,0.339,2.134,0.565,DKI1 Bundaran HI
1/8/2022,53,27.564,23.741,79.7,0.006,1.762,0.549,DKI1 Bundaran HI
1/9/2022,53,27.259,24.031,82.6,0,1.949,0.534,DKI1 Bundaran HI
1/10/2022,53,26.614,23.899,85.1,11.093,3.212,0.456,DKI1 Bundaran HI
1/11/2022,53,26.028,23.52,86.1,61.27,2.951,0.363,DKI1 Bundaran HI
1/12/2022,53,25.995,23.484,86.1,19.686,2.298,0.269,DKI1 Bundaran HI
1/13/2022,49.92,26.125,23.609,86.1,0.752,1.977,0.176,DKI1 Bundaran HI
1/14/2022,46.92,26.401,23.87,86,13.302,1.896,0.082,DKI1 Bundaran HI
1/15/2022,52.75,26.404,23.914,86.2,3.657,1.818,0.038,DKI1 Bundaran HI
1/16/2022,52.12,26.477,24.307,87.9,11.826,1.681,0.069,DKI1 Bundaran HI
1/17/2022,51.5,27.06,23.881,82.8,5.967,2.765,0.1,DKI1 Bundaran HI
1/18/2022,51.07,25.911,23.677,87.5,163.023,2.652,0.131,DKI1 Bundaran HI
1/19/2022,39.69,26.342,23.359,83.7,53.715,3.475,0.173,DKI1 Bundaran HI
1/20/2022,48.63,25.421,22.504,83.9,0.154,2.474,0.258,DKI1 Bundaran HI
1/21/2022,42.38,26.567,23.385,82.7,0.511,2.71,0.342,DKI1 Bundaran HI
1/22/2022,48.85,26.347,23.626,85,8.921,2.282,0.427,DKI1 Bundaran HI
1/23/2022,51.25,27.904,23.594,77.4,0,2.779,0.493,DKI1 Bundaran HI
1/24/2022,51.22,27.918,23.572,77.3,0,3.431,0.53,DKI1 Bundaran HI
1/25/2022,44,27.223,23.806,81.6,4.895,3.195,0.567,DKI1 Bundaran HI
1/26/2022,48.42,26.662,23.983,85.3,0.753,2.72,0.569,DKI1 Bundaran HI
1/27/2022,53.42,27.503,23.889,80.7,0.006,2.291,0.434,DKI1 Bundaran HI
1/28/2022,57.88,27.199,23.547,80.5,4.923,1.972,0.547,DKI1 Bundaran HI
1/29/2022,81.11,26.929,23.761,82.8,0,1.671,0.549,DKI1 Bundaran HI
1/30/2022,91,26.986,24.034,83.9,0.001,1.838,0.261,DKI1 Bundaran HI
1/31/2022,91.79,26.931,23.795,83,0,2.537,0.56,DKI1 Bundaran HI
2/1/2022,54.83,26.949,23.529,81.6,0.003,1.875,0.49,DKI1 Bundaran HI
2/2/2022,60.44,26.899,23.887,83.6,4.404,1.592,0.394,DKI1 Bundaran HI
2/3/2022,53.6,27.267,23.887,81.8,1.034,1.381,0.514,DKI1 Bundaran HI
2/4/2022,46.35,26.494,23.862,85.5,101.867,1.872,0.685,DKI1 Bundaran HI
2/5/2022,57.57,25.824,23.66,87.9,42.914,2.619,0.966,DKI1 Bundaran HI
2/6/2022,23.84,26.64,23.685,83.9,0.083,2.762,0.643,DKI1 Bundaran HI
2/7/2022,35.53,26.891,23.544,81.9,12.731,2.161,0.385,DKI1 Bundaran HI
2/8/2022,53.9,25.806,23.999,89.8,68.18,1.6,0.409,DKI1 Bundaran HI
2/9/2022,67.1,26.368,23.178,82.7,1.243,3.072,0.503,DKI1 Bundaran HI
2/10/2022,26.1,26.337,22.937,81.6,0.006,2.752,0.597,DKI1 Bundaran HI
2/11/2022,54.35,27.34,23.327,78.8,0.388,2.439,0.617,DKI1 Bundaran HI
2/12/2022,61.68,27.103,23.914,82.7,0,2.015,0.542,DKI1 Bundaran HI
2/13/2022,66.57,26.193,23.601,85.7,0.006,1.155,0.456,DKI1 Bundaran HI
2/14/2022,65.17,26.773,22.707,78.4,23.555,1.705,0.391,DKI1 Bundaran HI
2/15/2022,66.53,27.415,23.185,77.7,2.107,1.156,0.325,DKI1 Bundaran HI
2/16/2022,73.1,27.241,23.327,79.2,47.031,1.308,0.26,DKI1 Bundaran HI
2/17/2022,68,26.363,23.822,86,0.031,1.423,0.195,DKI1 Bundaran HI
2/18/2022,67.87,25.919,23.978,89.1,2.825,1.658,0.685,DKI1 Bundaran HI
2/19/2022,67.73,26.676,23.876,84.6,2.33,1.294,0.541,DKI1 Bundaran HI
2/20/2022,67.6,26.789,24.114,85.3,0.862,1.381,0.398,DKI1 Bundaran HI
2/21/2022,67.47,27.188,23.552,80.6,0.015,1.705,0.255,DKI1 Bundaran HI
2/22/2022,67.33,27.429,23.568,79.5,2.994,1.971,0.112,DKI1 Bundaran HI
2/23/2022,67.2,27.199,23.105,78.4,15.886,3.14,0.233,DKI1 Bundaran HI
2/24/2022,48.24,27.171,22.282,74.7,3.036,2.987,0.533,DKI1 Bundaran HI
2/25/2022,41.45,26.042,22.638,81.5,3.025,3.068,0.244,DKI1 Bundaran HI
2/26/2022,34,26.067,23.066,83.6,0.061,3.1,0.346,DKI1 Bundaran HI
2/27/2022,37.79,26.367,23.223,82.9,1.162,3.186,0.34,DKI1 Bundaran HI
2/28/2022,32.67,26.945,23.185,79.9,3.78,3.284,0.334,DKI1 Bundaran HI
3/1/2022,36.75,26.173,23.141,83.4,16.326,3.638,0.328,DKI1 Bundaran HI
3/2/2022,36.32,26.789,23.054,80,6.232,4.23,0.322,DKI1 Bundaran HI
3/3/2022,36.15,27.353,23.593,80,0.006,3.199,0.316,DKI1 Bundaran HI
3/4/2022,40.14,26.721,23.665,83.4,3.316,1.239,0.31,DKI1 Bundaran HI
3/5/2022,51.53,26.473,23.605,84.3,12.151,2.012,0.304,DKI1 Bundaran HI
3/6/2022,38.38,26.775,23.5,82.3,0.63,3.068,0.298,DKI1 Bundaran HI
3/7/2022,5.28,26.971,23.788,82.8,0.002,2.461,0.291,DKI1 Bundaran HI
3/8/2022,37.6,27.177,23.84,82,0.585,1.961,0.285,DKI1 Bundaran HI
3/9/2022,63.74,26.74,23.906,84.5,0,1.256,0.279,DKI1 Bundaran HI
3/10/2022,77.05,27.211,23.969,82.5,0.082,1.261,0.273,DKI1 Bundaran HI
3/11/2022,90.6,26.805,24.14,85.4,8.067,2.616,0.267,DKI1 Bundaran HI
3/12/2022,51.58,26.653,24.18,86.3,34.203,2.769,0.261,DKI1 Bundaran HI
3/13/2022,54.43,26.916,24.41,86.2,2.997,1.701,0.255,DKI1 Bundaran HI
3/14/2022,69.25,27.248,24.54,85.2,3.309,1.262,0.253,DKI1 Bundaran HI
3/15/2022,70.26,26.215,23.901,87.1,5.906,1.511,0.267,DKI1 Bundaran HI
3/16/2022,62.7,27.527,24.229,82.3,0.011,1.59,0.281,DKI1 Bundaran HI
3/17/2022,96.24,27.731,24.496,82.6,0.685,1.593,0.295,DKI1 Bundaran HI
3/18/2022,84.48,27.797,24.284,81.2,0,2.14,0.309,DKI1 Bundaran HI
3/19/2022,30.32,28.083,23.567,76.5,0,2.735,0.324,DKI1 Bundaran HI
3/20/2022,42.25,28.246,23.235,74.3,0,3.35,0.338,DKI1 Bundaran HI
3/21/2022,22.33,27.968,23.4,76.3,0,3.337,0.352,DKI1 Bundaran HI
3/22/2022,19.59,27.907,23.878,78.8,1.942,2.461,0.366,DKI1 Bundaran HI
3/23/2022,52.55,26.619,23.564,83.4,0.145,2.467,0.38,DKI1 Bundaran HI
3/24/2022,42.1,27.84,23.665,78.1,4.857,1.522,0.394,DKI1 Bundaran HI
3/25/2022,78.7,27.911,24.4,81.3,0.009,1.132,0.408,DKI1 Bundaran HI
3/26/2022,74.06,26.384,23.591,84.7,23.024,1.536,0.385,DKI1 Bundaran HI
3/27/2022,64.15,27.214,23.758,81.4,9.182,2.44,0.337,DKI1 Bundaran HI
3/28/2022,54.25,27.287,23.65,80.6,5.425,1.852,0.288,DKI1 Bundaran HI
3/29/2022,62.57,27.852,23.801,78.7,0,1.805,0.24,DKI1 Bundaran HI
3/30/2022,64.38,28.089,23.533,76.3,0,1.224,0.192,DKI1 Bundaran HI
3/31/2022,105.75,27.438,23.733,80.3,0.007,1.582,0.16,DKI1 Bundaran HI
4/1/2022,84.45,27.23,23.553,80.4,3.893,1.285,0.194,DKI1 Bundaran HI
4/2/2022,70.05,27.473,23.813,80.5,17.489,2.335,0.257,DKI1 Bundaran HI
4/3/2022,51.62,26.495,23.44,83.3,26.72,2.011,0.327,DKI1 Bundaran HI
4/4/2022,47.77,27.767,23.439,77.3,0,1.835,0.398,DKI1 Bundaran HI
4/5/2022,67.05,27.019,23.472,81,53.595,1.416,0.468,DKI1 Bundaran HI
4/6/2022,60.96,27.272,23.543,80.1,0.082,1.615,0.538,DKI1 Bundaran HI
4/7/2022,60.59,27.502,23.293,77.9,0.007,2.229,0.587,DKI1 Bundaran HI
4/8/2022,56.84,27.42,23.253,78,44.763,2.252,0.622,DKI1 Bundaran HI
4/9/2022,61.3,27.544,23.217,77.3,0.04,1.258,0.656,DKI1 Bundaran HI
4/10/2022,80.55,27.307,23.514,79.8,0.006,1.076,0.691,DKI1 Bundaran HI
4/11/2022,69.95,27.024,23.822,82.7,29.159,1.524,0.683,DKI1 Bundaran HI
4/12/2022,82.95,27.097,23.764,82,2.125,1.269,0.633,DKI1 Bundaran HI
4/13/2022,96.94,27.723,23.516,77.9,0.01,1.221,0.583,DKI1 Bundaran HI
4/14/2022,79.33,27.925,23.922,78.9,0.395,1.55,0.533,DKI1 Bundaran HI
4/15/2022,72.3,27.826,23.884,79.2,0.07,1.633,0.483,DKI1 Bundaran HI
4/16/2022,76.85,28.325,23.786,76.4,0.647,1.228,0.433,DKI1 Bundaran HI
4/17/2022,99.37,28.486,24.443,78.8,0.04,2.219,0.383,DKI1 Bundaran HI
4/18/2022,70.58,27.886,24.334,81.1,15.877,1.812,0.333,DKI1 Bundaran HI
4/19/2022,56.47,27.092,24.1,83.7,0.498,1.741,0.283,DKI1 Bundaran HI
4/20/2022,68.63,27.408,23.91,81.3,3.888,2.086,0.365,DKI1 Bundaran HI
4/21/2022,51.25,26.014,23.678,87,11.897,1.135,0.624,DKI1 Bundaran HI
4/22/2022,84.5,25.972,23.599,86.8,6.315,1.451,0.591,DKI1 Bundaran HI
4/23/2022,67.6,27.63,24.247,81.8,0.011,1.253,0.479,DKI1 Bundaran HI
4/24/2022,77.5,27.7,24.17,81.1,5.748,1.335,0.465,DKI1 Bundaran HI
4/25/2022,69.24,27.69,24.083,80.8,23.131,1.287,0.495,DKI1 Bundaran HI
4/26/2022,64.3,28.212,24.13,78.6,2.952,1.509,0.527,DKI1 Bundaran HI
4/27/2022,55.57,26.427,23.876,85.9,5.175,2.05,0.47,DKI1 Bundaran HI
4/28/2022,35.43,27.182,24.018,82.9,3.024,2.881,0.412,DKI1 Bundaran HI
4/29/2022,27.86,27.637,24.334,82.2,0,1.683,0.371,DKI1 Bundaran HI
4/30/2022,45.45,26.958,24.42,86,0.013,1.293,0.623,DKI1 Bundaran HI
5/1/2022,69.9,27.043,24.314,85.1,0.084,1.269,0.875,DKI1 Bundaran HI
5/2/2022,70.35,26.678,24.243,86.5,19.372,1.494,0.533,DKI1 Bundaran HI
5/3/2022,47.67,27.806,24.312,81.3,0.318,1.86,0.45,DKI1 Bundaran HI
5/4/2022,53.63,27.25,23.98,82.4,0.009,1.402,0.297,DKI1 Bundaran HI
5/5/2022,54.55,28.012,24.191,79.8,0,1.773,0.318,DKI1 Bundaran HI
5/6/2022,39.4,28.228,24.469,80.1,0,1.689,0.41,DKI1 Bundaran HI
5/7/2022,54.71,28.005,23.941,78.6,0.004,1.855,0.463,DKI1 Bundaran HI
5/8/2022,53.56,29.37,24.167,73.6,0,1.326,0.515,DKI1 Bundaran HI
5/9/2022,57.55,27.823,24.766,83.5,0.006,2.14,0.568,DKI1 Bundaran HI
5/10/2022,59.35,28.5,24.868,80.7,0,1.72,0.561,DKI1 Bundaran HI
5/11/2022,49.45,27.775,24.891,84.3,18.211,1.329,0.516,DKI1 Bundaran HI
5/12/2022,72.45,28.176,24.278,79.4,15.548,2.413,0.479,DKI1 Bundaran HI
5/13/2022,54.23,28.582,24.474,78.5,12.622,1.954,0.442,DKI1 Bundaran HI
5/14/2022,67.27,28.126,24.764,82,0.002,1.494,0.529,DKI1 Bundaran HI
5/15/2022,88.87,27.592,24.442,83,7.081,1.257,0.522,DKI1 Bundaran HI
5/16/2022,73.5,27.307,24.282,83.6,0.033,1.219,0.484,DKI1 Bundaran HI
5/17/2022,66.8,27.378,24.507,84.4,0.016,1.349,0.445,DKI1 Bundaran HI
5/18/2022,71.35,27.23,24.009,82.6,35.13,1.385,0.44,DKI1 Bundaran HI
5/19/2022,83.31,26.762,24.118,85.5,9.022,1.226,0.455,DKI1 Bundaran HI
5/20/2022,75.5,26.987,23.711,82.3,19.55,1.262,0.471,DKI1 Bundaran HI
5/21/2022,63,26.625,24.096,86,0.452,1.642,0.487,DKI1 Bundaran HI
5/22/2022,68.32,26.646,24.158,86.3,0,1.917,0.503,DKI1 Bundaran HI
5/23/2022,70,27.74,23.962,79.9,0,2.979,0.519,DKI1 Bundaran HI
5/24/2022,64.71,27.747,24.308,81.6,0,2.698,0.535,DKI1 Bundaran HI
5/25/2022,78.79,26.437,23.967,86.3,0.533,1.771,0.55,DKI1 Bundaran HI
5/26/2022,66.38,26.256,23.755,86.1,0.793,1.605,0.566,DKI1 Bundaran HI
5/27/2022,96.39,27.621,23.592,78.7,1.011,1.085,0.582,DKI1 Bundaran HI
5/28/2022,77.1,26.281,23.098,82.7,20.294,1.377,0.598,DKI1 Bundaran HI
5/29/2022,85.7,27.19,23.331,79.5,25.112,1.69,0.602,DKI1 Bundaran HI
5/30/2022,59.24,26.65,23.447,82.6,0.004,1.335,0.604,DKI1 Bundaran HI
5/31/2022,73.42,26.351,23.579,84.8,0.15,1.854,0.606,DKI1 Bundaran HI
6/1/2022,55.85,27.533,23.616,79.3,0.057,1.572,0.607,DKI1 Bundaran HI
6/2/2022,60.81,26.623,23.827,84.7,33.153,1.217,0.609,DKI1 Bundaran HI
6/3/2022,61.63,27.209,23.388,79.7,0.117,1.171,0.61,DKI1 Bundaran HI
6/4/2022,105.37,27.074,23.528,81,0.007,1.299,0.612,DKI1 Bundaran HI
6/5/2022,77.45,26.61,23.248,81.8,0.035,1.38,0.614,DKI1 Bundaran HI
6/6/2022,84.15,25.738,22.946,84.6,0.612,1.539,0.615,DKI1 Bundaran HI
6/7/2022,66.37,26.582,23.441,82.9,3.882,2.372,0.531,DKI1 Bundaran HI
6/8/2022,66.05,26.404,23.919,86.2,10.546,1.691,0.391,DKI1 Bundaran HI
6/9/2022,71.75,25.507,23.485,88.6,5.16,1.148,0.305,DKI1 Bundaran HI
6/10/2022,65.95,27.506,23.504,78.8,0.009,1.265,0.301,DKI1 Bundaran HI
6/11/2022,69.9,26.588,23.713,84.3,3.003,1.373,0.298,DKI1 Bundaran HI
6/12/2022,83.4,26.716,23.441,82.3,0.018,1.218,0.298,DKI1 Bundaran HI
6/13/2022,75.86,26.625,23.677,83.9,0.007,1.089,0.302,DKI1 Bundaran HI
6/14/2022,81.53,26.876,23.343,81,0.002,1.416,0.307,DKI1 Bundaran HI
6/15/2022,86.12,25.764,23.364,86.6,4.126,1.838,0.011,DKI1 Bundaran HI
6/16/2022,90.71,26.055,23.415,85.4,0,0.911,0.332,DKI1 Bundaran HI
6/17/2022,95.3,25.519,23.359,87.9,0.006,1.299,0.338,DKI1 Bundaran HI
6/18/2022,99.02,26.213,22.721,81.1,0.001,1.249,0.344,DKI1 Bundaran HI
6/19/2022,102.74,26.973,23.137,79.6,0,1.506,0.328,DKI1 Bundaran HI
6/20/2022,106.47,26.393,23.119,82.2,0.136,1.132,0.221,DKI1 Bundaran HI
6/21/2022,92.23,26.943,23.537,81.7,0,1.876,0.23,DKI1 Bundaran HI
6/22/2022,87.47,26.99,23.547,81.5,15.275,2.001,0.157,DKI1 Bundaran HI
6/23/2022,93.84,27.14,22.78,77.1,0.001,1.479,0.097,DKI1 Bundaran HI
6/24/2022,102.68,26.394,23.139,82.3,0.002,1.748,0.116,DKI1 Bundaran HI
6/25/2022,104.26,26.433,23.506,84,0.244,1.015,0.135,DKI1 Bundaran HI
6/26/2022,91.72,26.09,23.784,87.1,0.029,1.299,0.244,DKI1 Bundaran HI
6/27/2022,84,26.558,23.813,84.9,21.483,0.979,0.402,DKI1 Bundaran HI
6/28/2022,74.48,27.173,23.234,79.1,0.493,1.447,0.346,DKI1 Bundaran HI
6/29/2022,35,26.977,22.171,75,0,1.499,0.431,DKI1 Bundaran HI
6/30/2022,22.5,26.748,21.952,75,0,1.46,0.475,DKI1 Bundaran HI
7/1/2022,86.53,27.048,21.928,73.6,0,1.759,0.356,DKI1 Bundaran HI
7/2/2022,108.27,27.451,23.177,77.6,0.009,1.035,0.236,DKI1 Bundaran HI
7/3/2022,109.14,27.332,24.138,82.7,17.415,1.688,0.117,DKI1 Bundaran HI
7/4/2022,72.74,27.771,24.213,81,0.047,2.953,0.371,DKI1 Bundaran HI
7/5/2022,69,27.43,24.082,82,0.005,1.483,0.361,DKI1 Bundaran HI
7/6/2022,75.72,26.455,23.961,86.2,29.061,1.123,0.512,DKI1 Bundaran HI
7/7/2022,74.68,27.642,23.944,80.3,0.006,1.229,0.527,DKI1 Bundaran HI
7/8/2022,73.02,27.21,22.921,77.4,0,1.412,0.511,DKI1 Bundaran HI
7/9/2022,71.36,26.702,22.222,76.5,0,1.184,0.496,DKI1 Bundaran HI
7/10/2022,28.75,26.868,21.978,74.6,0,1.954,0.435,DKI1 Bundaran HI
7/11/2022,37.7,27.609,22.817,75.2,0,1.94,0.305,DKI1 Bundaran HI
7/12/2022,92.5,26.876,23.683,82.7,0.02,1.38,0.321,DKI1 Bundaran HI
7/13/2022,86.17,25.966,23.647,87.1,0.279,2.137,0.336,DKI1 Bundaran HI
7/14/2022,82.19,27.159,24.012,83,0.001,3.123,0.352,DKI1 Bundaran HI
7/15/2022,69.67,26.333,23.597,84.9,7.368,1.329,0.368,DKI1 Bundaran HI
7/16/2022,54.21,25.484,22.73,84.8,40.948,1.649,0.383,DKI1 Bundaran HI
7/17/2022,68.95,26.455,23.76,85.2,0,2.094,0.399,DKI1 Bundaran HI
7/18/2022,91.1,27.391,23.671,80.2,0.001,1.732,0.345,DKI1 Bundaran HI
7/19/2022,95.76,27.651,23.872,79.9,0,1.742,0.245,DKI1 Bundaran HI
7/20/2022,92.84,27.047,23.699,82,0,1.867,0.239,DKI1 Bundaran HI
7/21/2022,90.71,27.454,23.203,77.7,0,1.449,0.232,DKI1 Bundaran HI
7/22/2022,94.05,26.866,23.425,81.5,0.009,2.044,0.224,DKI1 Bundaran HI
7/23/2022,70,27.141,23.621,81.1,0.004,1.562,0.216,DKI1 Bundaran HI
7/24/2022,63.63,26.932,23.64,82.2,0.026,1.104,0.208,DKI1 Bundaran HI
7/25/2022,69,27.06,23.151,79.2,0.114,1.172,0.2,DKI1 Bundaran HI
7/26/2022,79.85,27.168,22.128,74,0,2.279,0.192,DKI1 Bundaran HI
7/27/2022,88,27.086,22.268,75,0,2.091,0.178,DKI1 Bundaran HI
7/28/2022,100.55,27.739,23.447,77.5,0,2.981,0.158,DKI1 Bundaran HI
7/29/2022,76.86,27.159,23.543,80.7,0.107,2.129,0.139,DKI1 Bundaran HI
7/30/2022,76.05,27.283,23.498,79.8,0,1.848,0.12,DKI1 Bundaran HI
7/31/2022,94.39,27.342,23.339,78.8,0,2.884,0.101,DKI1 Bundaran HI
8/1/2022,82.95,27.338,23.367,79,0,2.407,0.069,DKI1 Bundaran HI
8/2/2022,78,27.72,23.415,77.4,0,1.832,0.062,DKI1 Bundaran HI
8/3/2022,100.7,26.846,23.718,83,0.174,1.712,0.071,DKI1 Bundaran HI
8/4/2022,81.07,26.499,23.657,84.4,8.637,1.005,0.08,DKI1 Bundaran HI
8/5/2022,58.38,26.399,23.196,82.6,14.978,1.5,0.089,DKI1 Bundaran HI
8/6/2022,65.53,26.935,22.955,78.9,3.029,1.137,0.102,DKI1 Bundaran HI
8/7/2022,94.85,26.582,22.824,79.9,0.107,1.378,0.116,DKI1 Bundaran HI
8/8/2022,65.62,27.626,22.812,75.1,0,1.2,0.129,DKI1 Bundaran HI
8/9/2022,8.38,27.512,22.891,75.9,0.208,1.197,0.142,DKI1 Bundaran HI
8/10/2022,82.55,27.627,23.151,76.6,0,1.561,0.119,DKI1 Bundaran HI
8/11/2022,84.1,28.028,23.661,77.2,0.004,1.462,0.209,DKI1 Bundaran HI
8/12/2022,77.09,27.075,23.503,80.9,0.041,1.215,0.238,DKI1 Bundaran HI
8/13/2022,72.08,27.296,23.194,78.3,0.004,1.649,0.268,DKI1 Bundaran HI
8/14/2022,82.16,26.78,23.079,80.2,0.042,1.734,0.298,DKI1 Bundaran HI
8/15/2022,69.44,26.639,23.227,81.6,0.046,1.334,0.327,DKI1 Bundaran HI
8/16/2022,74.33,27.001,23.348,80.4,0.039,1.206,0.357,DKI1 Bundaran HI
8/17/2022,66.93,27.236,23.565,80.4,5.852,1.97,0.386,DKI1 Bundaran HI
8/18/2022,68.05,27.78,22.181,71.6,0,2.328,0.416,DKI1 Bundaran HI
8/19/2022,73.68,28.113,22.698,72.5,0,2.386,0.383,DKI1 Bundaran HI
8/20/2022,74,27.84,22.993,75,0,1.81,0.334,DKI1 Bundaran HI
8/21/2022,72.73,26.769,23.154,80.6,0.226,1.458,0.284,DKI1 Bundaran HI
8/22/2022,66.95,26.636,23.405,82.5,0,1.29,0.235,DKI1 Bundaran HI
8/23/2022,90.63,27.819,23.134,75.7,0,1.662,0.198,DKI1 Bundaran HI
8/24/2022,91.75,27.534,23.168,77.1,0.017,1.465,0.21,DKI1 Bundaran HI
8/25/2022,80.4,27.197,22.432,75.2,0.002,1.72,0.222,DKI1 Bundaran HI
8/26/2022,94.89,27.55,22.378,73.5,0,1.292,0.234,DKI1 Bundaran HI
8/27/2022,106.46,26.947,23.043,79.2,0.057,1.525,0.179,DKI1 Bundaran HI
8/28/2022,85,26.391,23.487,84.1,0.074,1.779,0.162,DKI1 Bundaran HI
8/29/2022,75.65,27.136,22.791,77.2,0.018,1.217,0.188,DKI1 Bundaran HI
8/30/2022,70.59,27.428,23.051,77.1,0,1.477,0.201,DKI1 Bundaran HI
8/31/2022,74.73,27.639,23.455,78,0.013,2.037,0.236,DKI1 Bundaran HI
9/1/2022,78.86,26.893,23.851,83.5,0.561,2.083,0.256,DKI1 Bundaran HI
9/2/2022,83,27.39,23.162,77.8,0.119,2.037,0.277,DKI1 Bundaran HI
9/3/2022,78.78,27.216,22.358,74.8,0.007,2.722,0.297,DKI1 Bundaran HI
9/4/2022,54.35,27.614,23.165,76.8,0.031,1.573,1.06,DKI1 Bundaran HI
9/5/2022,79.17,27.683,23.596,78.5,0.006,1.942,0.777,DKI1 Bundaran HI
9/6/2022,76.18,27.083,23.781,82.2,0.457,2.021,0.622,DKI1 Bundaran HI
9/7/2022,67.26,26.571,23.674,84.2,5.744,1.373,0.467,DKI1 Bundaran HI
9/8/2022,72.33,25.43,23.232,87.7,2.657,1.222,1.147,DKI1 Bundaran HI
9/9/2022,82.26,25.715,22.974,84.9,55.163,1.893,0.207,DKI1 Bundaran HI
9/10/2022,82.77,25.804,23.176,85.4,0.357,1.272,0.22,DKI1 Bundaran HI
9/11/2022,83.28,26.564,23.352,82.6,22.352,1.346,0.129,DKI1 Bundaran HI
9/12/2022,83.79,26.491,23.272,82.5,0.033,1.593,0.448,DKI1 Bundaran HI
9/13/2022,84.3,27.242,22.632,76,0.005,1.473,0.314,DKI1 Bundaran HI
9/14/2022,84.57,27.314,22.673,75.8,0,1.321,0.304,DKI1 Bundaran HI
9/15/2022,92.82,27.653,22.838,75.1,0,1.147,0.519,DKI1 Bundaran HI
9/16/2022,89.64,27.315,23.221,78.4,0.054,1.258,0.437,DKI1 Bundaran HI
9/17/2022,86.45,27.783,23.395,77.1,0,1.578,0.239,DKI1 Bundaran HI
9/18/2022,105.48,27.854,23.61,77.7,0.973,1.117,0.531,DKI1 Bundaran HI
9/19/2022,98,27.023,23.207,79.7,0.117,1.715,0.322,DKI1 Bundaran HI
9/20/2022,81.25,27.499,22.762,75.4,0,1.303,0.762,DKI1 Bundaran HI
9/21/2022,83.14,27.471,23.329,78.2,0.186,1.585,0.742,DKI1 Bundaran HI
9/22/2022,80,26.901,23.632,82.3,20.944,1.224,0.787,DKI1 Bundaran HI
9/23/2022,82,26.39,23.679,85.1,0.18,1.522,0.514,DKI1 Bundaran HI
9/24/2022,81.59,27.101,23.372,80.1,0,1.757,0.418,DKI1 Bundaran HI
9/25/2022,81.19,27.797,23.413,77.1,0,1.314,0.431,DKI1 Bundaran HI
9/26/2022,80.78,27.906,23.211,75.7,10.782,1.397,0.384,DKI1 Bundaran HI
9/27/2022,80.38,27.85,22.907,74.5,0,1.513,0.676,DKI1 Bundaran HI
9/28/2022,79.97,28.183,22.577,71.6,0,1.279,0.189,DKI1 Bundaran HI
9/29/2022,79.56,27.922,23,74.6,0.006,2.107,0.934,DKI1 Bundaran HI
9/30/2022,79.16,27.77,23.503,77.6,0,2.736,0.094,DKI1 Bundaran HI
10/1/2022,78.75,27.792,23.754,78.7,0.003,1.684,0.451,DKI1 Bundaran HI
10/2/2022,46,26.686,23.807,84.3,16.292,1.424,0.802,DKI1 Bundaran HI
10/3/2022,67.04,27.04,23.762,82.3,1.987,1.709,0.661,DKI1 Bundaran HI
10/4/2022,63.18,26.466,23.654,84.6,21.862,1.15,0.682,DKI1 Bundaran HI
10/5/2022,61.96,26.334,23.738,85.7,3.989,1.692,0.609,DKI1 Bundaran HI
10/6/2022,73.24,26.326,23.789,86,43.764,1.622,0.341,DKI1 Bundaran HI
10/7/2022,70.28,26.037,23.231,84.6,5.341,2.462,0.19,DKI1 Bundaran HI
10/8/2022,67.33,26.966,23.369,80.7,0.006,1.555,0.615,DKI1 Bundaran HI
10/9/2022,64.37,26.954,23.336,80.6,0.133,1.348,1.03,DKI1 Bundaran HI
10/10/2022,61.42,26.992,23.437,80.9,0.003,1.166,0.656,DKI1 Bundaran HI
10/11/2022,90.11,26.367,23.519,84.4,16.845,1.101,0.593,DKI1 Bundaran HI
10/12/2022,79.47,26.626,23.339,82.2,0.033,1.737,0.611,DKI1 Bundaran HI
10/13/2022,73.68,26.633,23.493,82.9,21.377,1.138,0.63,DKI1 Bundaran HI
10/14/2022,65.67,27.157,23.602,80.9,0.011,1.151,0.649,DKI1 Bundaran HI
10/15/2022,73.48,26.981,23.819,82.9,11.7,0.969,0.668,DKI1 Bundaran HI
10/16/2022,76.21,27.59,23.98,80.7,9.704,1.247,0.686,DKI1 Bundaran HI
10/17/2022,74.19,27.521,23.985,81.1,3.893,0.912,0.486,DKI1 Bundaran HI
10/18/2022,77.68,26.757,24.016,85,0.033,1.178,0.249,DKI1 Bundaran HI
10/19/2022,77.15,26.487,23.956,86,19.474,0.736,0.261,DKI1 Bundaran HI
10/20/2022,76.47,26.579,23.881,85.2,0.01,1.147,0.273,DKI1 Bundaran HI
10/21/2022,72.59,27.251,23.632,80.6,0.02,1.339,0.285,DKI1 Bundaran HI
10/22/2022,68.71,27.322,23.907,81.7,0.005,1.471,0.297,DKI1 Bundaran HI
10/23/2022,63,27.189,23.858,82.1,36.714,2.849,0.309,DKI1 Bundaran HI
