epochs,learning_rate,optimizer,lstm_units,R2,RMSE,MBE,NSE,MAPE
100,0.0001,adam,16,-0.9474365484565257,0.27038176903127653,0.2046498687984529,-382.82683719354856,1289359922255060.5
100,0.0001,adam,32,-2.013975551604544,0.33636872542125235,0.25727934878510283,-558.8808564566201,1113787991546492.6
100,0.0001,adam,64,-0.11259106093923643,0.2043682989678547,0.11788014038070313,-316.652842507532,1578823712306331.8
100,0.0001,rmsprop,16,-0.8782977779117678,0.2655387884246658,0.20162386891243464,-306.53988955703966,1299454657039570.2
100,0.0001,rmsprop,32,-0.14500504592369423,0.20732393698341428,0.12549214889934598,-217.61346739244956,1553430053989213.0
100,0.0001,rmsprop,64,-1.8016533256864218,0.32430447729939577,0.25031061401298577,-541.5930250453918,1137035688822751.0
100,0.0001,sgd,16,-0.9353957166052889,0.26954459943437203,0.2124261696835121,-377.2563055571624,1263418184648931.8
100,0.0001,sgd,32,-1.8516148889557047,0.32718334172225505,0.2681518653730313,-505.06877841314446,1077517279210211.1
100,0.0001,sgd,64,-0.767903756946021,0.25761731906841623,0.1900460331230014,-325.11253227558456,1338078314037385.8
100,0.0001,nadam,16,-1.0141588362661578,0.2749746164803821,0.21953683602917906,-364.2551350647032,1239697003682484.5
100,0.0001,nadam,32,-1.4846532914823904,0.3054067594709317,0.24619792586452258,-434.63257348652957,1150755615350825.5
100,0.0001,nadam,64,-0.7669824386170789,0.25755018348831793,0.19440999292993816,-319.6699852555079,1323520145325992.5
100,0.001,adam,16,0.13709216201268437,0.17998153602141362,0.012691428454913972,-139.0014298365142,1929733226256373.0
100,0.001,adam,32,0.40794488275618934,0.14908255137235507,-0.06813335730744903,-202.88746297797346,2199364689250217.5
100,0.001,adam,64,-0.06569507374141015,0.2000148432229206,0.12429507658766205,-268.66414631791537,1557423486890575.8
100,0.001,rmsprop,16,-0.3595657807810233,0.22591541200227797,0.1486749352933946,-226.97768106156227,1476092284977622.0
100,0.001,rmsprop,32,-0.34280416559773275,0.22451847666883357,0.15932630198198164,-312.18442053467487,1440559328644511.0
100,0.001,rmsprop,64,-0.3294411986079444,0.22339853130537843,0.1620870252152046,-279.3957884068638,1431349556700496.8
100,0.001,sgd,16,-1.1384233465055251,0.2833300189243926,0.22554836976636164,-339.96807815549835,1219642528794556.0
100,0.001,sgd,32,-0.049539214488238725,0.19849294805452805,0.1327399891537411,-229.35185580472728,1529251260901113.2
100,0.001,sgd,64,-0.9926109837454449,0.27349979614651176,0.2196723836141366,-383.1177033186661,1239244816976481.5
100,0.001,nadam,16,0.23514500763473178,0.1694475523503244,0.04996525046226983,-209.7940683946815,1805387766328227.2
100,0.001,nadam,32,-0.22431635807244565,0.2143841003552638,0.14155203829537769,-281.90627706718203,1499854267396935.0
100,0.001,nadam,64,0.12960893387270156,0.18076026083873786,-0.07021401549602167,-297.7951078845835,2206305764392995.8
100,0.01,adam,16,0.20726710103905155,0.17250797931070538,0.00969457579208574,-139.2835463458326,1939730725912371.5
100,0.01,adam,32,0.17338767106531772,0.17615569421005892,-0.04155012857805971,-145.0973248657028,2110683045546520.8
100,0.01,adam,64,0.15529120803002106,0.1780734833863668,-0.05557291025036083,-151.6260180767513,2157463041334724.2
100,0.01,rmsprop,16,0.178533679015919,0.17560651667349783,-0.07473639385239013,-168.62212595167503,2221392417341555.8
100,0.01,rmsprop,32,-0.835890053727633,0.2625240414928537,0.17491152614683847,-244.06157938153785,1388567025132405.8
100,0.01,rmsprop,64,0.15343766049315666,0.17826874996868913,-0.06416237666322297,-157.66526771232077,2186117498917152.8
100,0.01,sgd,16,0.33478214689820174,0.15802568994637115,-0.0032528957029421567,-146.21767473966133,1982923487246000.5
100,0.01,sgd,32,-0.2743925735396986,0.2187244650359468,-0.14569903306058332,-221.48830340117135,2458123762152857.0
100,0.01,sgd,64,0.1112334272738078,0.18265838061714243,0.05011451771190702,-146.71161377835838,1804889810824633.5
100,0.01,nadam,16,0.07539586849476965,0.18630463593862714,0.020653242063719306,-136.13296074228077,1903172618255032.5
100,0.01,nadam,32,0.21288587113621082,0.17189553700961313,-0.0018527892199065423,-137.9316984927012,1978252732405052.8
100,0.01,nadam,64,0.1493268350836251,0.1787010537615189,0.07084411556298914,-163.21749980414606,1735735878115246.0
