ISPU PM2.5;datetime;temp;dew;humidity;precip;windspeed;AOD
;27/03/2022;27.1;24.5;86.8;14.348;29.5;0.161
0.0;28/03/2022;27.9;24.1;81.7;14.835;14.8;0.2654
108.0;29/03/2022;28.9;24.4;77.9;0.0;14.3;0.782
10.223.809.523.809.500;30/03/2022;29.0;23.9;75.3;0.0;14.2;
158.0;31/03/2022;27.9;24.2;81.2;0.386;26.6;0.34239998
119.0;01/04/2022;28.2;24.2;79.4;2.296;13.0;
98.2;02/04/2022;27.9;24.5;83.3;10.205;18.3;0.081
719.375;03/04/2022;26.9;24.1;85.5;18.449;29.5;0.3638
704.090.909.090.909;04/04/2022;28.2;23.7;78.5;0.005;18.4;0.3516
8.623.809.523.809.520;05/04/2022;27.4;24.0;83.7;39.825;22.3;0.4048
898.695.652.173.913;06/04/2022;28.5;23.5;76.1;1.304;29.5;0.0594
9.381.818.181.818.180;07/04/2022;28.6;24.1;77.8;0.185;24.1;0.106199995
8.089.473.684.210.520;08/04/2022;28.0;23.5;77.4;37.389;29.5;0.3954
79.95;09/04/2022;28.3;23.6;77.2;1.64;14.8;0.1882
155.35;10/04/2022;28.2;24.2;79.7;0.242;18.4;0.40559998
10.052.380.952.380.900;11/04/2022;28.4;24.2;79.1;18.045;18.4;0.4964
10.404.761.904.761.900;12/04/2022;28.0;24.6;83.0;5.417;24.1;0.9446
116.0;13/04/2022;28.7;24.6;79.4;0.552;14.8;0.3376
10.723.809.523.809.500;14/04/2022;28.9;24.1;76.2;0.614;20.5;0.0742
98.3;15/04/2022;29.3;24.6;76.9;3.924;20.5;0.5638
119.7;16/04/2022;29.1;24.1;75.9;1.314;16.6;0.60859996
14.526.315.789.473.600;17/04/2022;29.2;25.0;78.8;1.129;20.5;10.346
13.773.684.210.526.300;18/04/2022;29.3;25.3;79.9;17.015;20.5;0.3852
7.536.842.105.263.150;19/04/2022;28.3;24.6;81.2;4.592;22.3;0.417
10.089.473.684.210.500;20/04/2022;28.3;24.5;80.6;2.546;27.7;0.8588
23.15;21/04/2022;26.7;24.5;87.9;10.083;16.6;
122.9;22/04/2022;26.2;24.3;89.8;10.115;16.6;0.6418
111.4;23/04/2022;28.2;24.7;82.6;0.751;16.6;0.1136
113.7;24/04/2022;28.5;24.6;80.6;4.804;15.1;
10.985.714.285.714.200;25/04/2022;28.4;24.5;81.2;18.654;25.9;0.30699998
89.5;26/04/2022;28.4;24.5;80.8;2.252;22.3;0.93759996
8.447.619.047.619.040;27/04/2022;28.1;24.5;81.8;9.361;31.7;
6.957.142.857.142.850;28/04/2022;27.2;24.3;84.6;3.568;22.3;
5.838.095.238.095.230;29/04/2022;28.6;24.7;80.6;0.0;22.3;
9.9;30/04/2022;27.8;25.2;86.3;0.457;16.6;
123.0;01/05/2022;27.6;25.2;87.2;2.324;11.2;
92.55;02/05/2022;27.5;24.9;86.4;31.263;19.3;0.38819999
62.888.888.888.888.800;03/05/2022;27.9;24.9;85.0;4.877;20.5;0.1894
7.905.263.157.894.730;04/05/2022;28.3;25.0;83.2;0.398;25.9;1.176
98.5;05/05/2022;28.6;25.1;82.5;0.011;27.7;0.4468
77.0;06/05/2022;29.3;25.4;80.6;0.0;24.1;0.4048
9.361.904.761.904.760;07/05/2022;29.1;24.9;79.2;0.187;16.6;0.64199996
9.844.444.444.444.440;08/05/2022;29.7;25.1;77.3;0.0;20.5;0.147
75.05;09/05/2022;28.6;25.1;82.2;0.341;22.3;
88.05;10/05/2022;29.6;25.4;78.9;0.022;18.4;0.5456
69.0;11/05/2022;28.0;25.4;86.6;18.84;46.4;
12.6;12/05/2022;28.5;25.5;84.4;8.808;20.5;0.4064
4.663.636.363.636.360;13/05/2022;28.9;25.3;81.7;7.035;16.6;0.2834
8.877.272.727.272.720;14/05/2022;29.0;25.1;80.0;0.159;14.8;0.6716
12.530.434.782.608.600;15/05/2022;28.5;25.8;85.6;8.137;18.4;0.655
10.422.727.272.727.200;16/05/2022;28.1;24.9;84.0;0.939;13.0;0.556
117.6;17/05/2022;28.8;25.5;83.3;0.767;15.8;0.79039997
104.35;18/05/2022;28.3;25.2;83.9;24.471;18.4;0.0602
120.25;19/05/2022;27.4;25.1;87.9;10.797;18.4;
944.375;20/05/2022;27.2;24.8;87.4;15.127;14.8;0.6092
876.875;21/05/2022;27.3;24.7;86.2;1.086;20.5;
77.0;22/05/2022;27.4;24.8;86.0;0.0;22.3;
8.195.238.095.238.090;23/05/2022;28.5;24.9;81.9;0.0;27.7;0.25239998
10.028.571.428.571.400;24/05/2022;29.5;25.0;77.6;0.0;27.7;0.113199994
12.289.473.684.210.500;25/05/2022;27.6;25.0;86.0;4.014;24.1;0.4288
9.661.904.761.904.760;26/05/2022;27.0;24.3;85.4;0.637;14.8;
141.0;27/05/2022;28.2;23.9;78.6;1.116;16.9;0.32619998
0.0;28/05/2022;25.8;23.7;88.5;21.44;22.3;
45.2;29/05/2022;26.8;23.9;84.7;22.014;19.6;0.1558
8.419.047.619.047.610;30/05/2022;26.5;24.7;90.2;0.153;33.5;10.114
10.163.157.894.736.800;31/05/2022;27.0;24.4;86.5;4.184;24.1;0.3128
71.3;01/06/2022;28.0;24.2;80.6;3.8;24.1;0.62299997
9.833.333.333.333.330;02/06/2022;27.5;24.7;85.6;21.459;20.5;0.2856
50.421.052.631.578.900;03/06/2022;27.9;24.3;82.2;2.045;18.4;0.31739998
1.323.684.210.526.310;04/06/2022;28.5;24.5;80.1;0.416;16.6;0.2692
109.45;05/06/2022;27.9;24.0;80.3;1.24;16.1;0.48499998
112.1;06/06/2022;26.9;24.0;85.2;6.057;18.4;
8.315.789.473.684.210;07/06/2022;27.6;24.7;85.0;2.124;29.5;0.2622
76.4;08/06/2022;27.3;24.9;87.2;10.925;16.6;0.20359999
97.8;09/06/2022;26.2;24.5;90.5;7.866;22.3;0.48459998
8.247.368.421.052.630;10/06/2022;27.7;24.0;81.6;0.597;18.4;0.3426
90.95;11/06/2022;28.0;25.3;85.8;4.285;25.9;0.7058
113.05;12/06/2022;27.4;24.6;85.1;1.29;16.6;0.75839996
63.476.190.476.190.400;13/06/2022;27.3;24.1;83.6;0.229;14.8;11.286
10.894.736.842.105.200;14/06/2022;27.5;24.1;82.5;0.062;25.9;0.3364
