"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"03:00","26","25","54","19","17","13","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"04:00","27","27","54","19","17","13","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"05:00","28","28","54","19","17","13","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"06:00","29","29","54","19","17","13","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"07:00","30","29","54","19","17","13","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"08:00","30","30","54","19","17","13","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"09:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10:00","32","32","54","18","16","13","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"11:00","33","31","54","18","16","12","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"12:00","34","30","54","18","14","12","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"13:00","34","29","54","18","13","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"14:00","35","28","54","18","13","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"15:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16:00","35","27","54","18","11","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"17:00","35","27","54","18","10","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"18:00","35","27","54","18","10","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"19:00","35","26","54","18","10","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"20:00","35","26","54","18","10","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"21:00","35","25","54","18","10","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"22:00","35","25","54","17","10","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
"23:00","34","23","54","17","10","11","Baik","Baik","Sedang","Baik","Baik","Baik","so2","Sedang"
